motif_chr	motif_start	motif_end	motif	motif_score	motif_strand	tss_chr	tss_start	tss_end	tss_info	tss_score	tss_strand	TSS_id	oligo_reg_x	oligo_reg_y	enhancer_id	oligo_reg	unique_id
chr14	107253056	107253060	Rxra	4.926830000000001	-	chr14	107252945	107253060	Enhancer__chr14:107252931-107253417	0	+	chr14:107252931-107253417		chr14:107252946..107253060,+	chr14:107252931-107253417	chr14:107252946..107253060,+	WILDTYPE__Enhancer.noflip.NA__chr14:107252946..107253060,+__1760.1.0.0
chr14	107253004	107253018	EGR1	13.5962	+	chr14	107252945	107253060	Enhancer__chr14:107252931-107253417	0	+	chr14:107252931-107253417		chr14:107252984..107253098,-	chr14:107252931-107253417	chr14:107252984..107253098,-	WILDTYPE__Enhancer.noflip.NA__chr14:107252984..107253098,-__2053.1.0.0
chr14	107253056	107253060	Rxra	4.926830000000001	-	chr14	107252945	107253060	Enhancer__chr14:107252931-107253417	0	+	chr14:107252931-107253417		chr14:107252984..107253098,-	chr14:107252931-107253417	chr14:107252984..107253098,-	WILDTYPE__Enhancer.noflip.NA__chr14:107252984..107253098,-__2053.1.0.0
chr15	41576153	41576167	EGR1	21.8269	-	chr15	41576125	41576240	intergenic__p1@OIP5-AS1__chr15:41576180..41576213,+	0	+	chr15:41576180..41576213,+	chr15:41576126..41576240,+			chr15:41576126..41576240,+	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0
chr15	41576156	41576167	SP1	19.1538	-	chr15	41576125	41576240	intergenic__p1@OIP5-AS1__chr15:41576180..41576213,+	0	+	chr15:41576180..41576213,+	chr15:41576126..41576240,+			chr15:41576126..41576240,+	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0
chr15	41576152	41576167	SP2	21.1207	-	chr15	41576125	41576240	intergenic__p1@OIP5-AS1__chr15:41576180..41576213,+	0	+	chr15:41576180..41576213,+	chr15:41576126..41576240,+			chr15:41576126..41576240,+	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0
chr15	41576153	41576170	SP4	20.7455	-	chr15	41576125	41576240	intergenic__p1@OIP5-AS1__chr15:41576180..41576213,+	0	+	chr15:41576180..41576213,+	chr15:41576126..41576240,+			chr15:41576126..41576240,+	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0
chr15	41576212	41576224	YY1	15.1731	+	chr15	41576125	41576240	intergenic__p1@OIP5-AS1__chr15:41576180..41576213,+	0	+	chr15:41576180..41576213,+	chr15:41576126..41576240,+			chr15:41576126..41576240,+	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr15:41576126..41576240,+__317.1.0.0
chr15	45571434	45571448	EGR1	14.2308	-	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	45571438	45571450	ELF1	9.41818	+	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	45571440	45571450	ELK1	11.2553	+	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	45571441	45571452	Gabpa	13.7377	+	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	45571513	45571528	NFYB	12.9808	+	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	45571436	45571451	NR2C2	10.1571	+	chr15	45571414	45571529	intergenic__p1@ENST00000561404__chr15:45571441..45571459,-	0	-	chr15:45571441..45571459,-	chr15:45571414..45571528,-			chr15:45571414..45571528,-	WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0
chr15	50647663	50647677	EGR1	17.5192	-	chr15	50647601	50647716	div_lnc__p1@LOC100129387__chr15:50647652..50647697,+	0	+	chr15:50647652..50647697,+	chr15:50647602..50647716,+			chr15:50647602..50647716,+	WILDTYPE__Antisense.flip.sense__chr15:50647602..50647716,+__324.1.0.0
chr15	50647687	50647697	Myc	13.2909	+	chr15	50647601	50647716	div_lnc__p1@LOC100129387__chr15:50647652..50647697,+	0	+	chr15:50647652..50647697,+	chr15:50647602..50647716,+			chr15:50647602..50647716,+	WILDTYPE__Antisense.flip.sense__chr15:50647602..50647716,+__324.1.0.0
chr15	50647650	50647661	NRF1	19.0545	+	chr15	50647601	50647716	div_lnc__p1@LOC100129387__chr15:50647652..50647697,+	0	+	chr15:50647652..50647697,+	chr15:50647602..50647716,+			chr15:50647602..50647716,+	WILDTYPE__Antisense.flip.sense__chr15:50647602..50647716,+__324.1.0.0
chr15	50647626	50647636	RUNX3	11.3462	+	chr15	50647601	50647716	div_lnc__p1@LOC100129387__chr15:50647652..50647697,+	0	+	chr15:50647652..50647697,+	chr15:50647602..50647716,+			chr15:50647602..50647716,+	WILDTYPE__Antisense.flip.sense__chr15:50647602..50647716,+__324.1.0.0
chr15	69707398	69707412	EGR1	12.5192	+	chr15	69707322	69707437	div_lnc__p1@ENST00000558617,p1@ENST00000560539__chr15:69707345..69707381,-	0	-	chr15:69707345..69707381,-	chr15:69707322..69707436,-			chr15:69707322..69707436,-	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:69707322..69707436,-__330.1.0.0
chr15	69707406	69707416	TEAD4	12.2742	+	chr15	69707322	69707437	div_lnc__p1@ENST00000558617,p1@ENST00000560539__chr15:69707345..69707381,-	0	-	chr15:69707345..69707381,-	chr15:69707322..69707436,-			chr15:69707322..69707436,-	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr15:69707322..69707436,-__330.1.0.0
chr16	1464733	1464747	EGR1	18.7692	+	chr16	1464670	1464785	protein_coding__p1@UNKL__chr16:1464688..1464728,-	0	-	chr16:1464688..1464728,-	chr16:1464670..1464784,-			chr16:1464670..1464784,-	WILDTYPE__mrna.noflip.NA__chr16:1464670..1464784,-__1346.1.0.0
chr16	1464712	1464723	NRF1	18.4727	-	chr16	1464670	1464785	protein_coding__p1@UNKL__chr16:1464688..1464728,-	0	-	chr16:1464688..1464728,-	chr16:1464670..1464784,-			chr16:1464670..1464784,-	WILDTYPE__mrna.noflip.NA__chr16:1464670..1464784,-__1346.1.0.0
chr16	20911708	20911722	EGR1	20.5385	+	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911739	20911751	ELF1	13.7636	-	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911739	20911749	ELK1	17.766	-	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911738	20911749	ELK4	16.1273	+	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911737	20911748	Gabpa	15.7705	-	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911708	20911719	SP1	19.1538	+	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr16	20911680	20911692	ZBTB7A	11.1429	+	chr16	20911645	20911760	protein_coding__p1@DCUN1D3__chr16:20911641..20911720,-	0	-	chr16:20911641..20911720,-	chr16:20911645..20911759,-			chr16:20911645..20911759,-	WILDTYPE__mrna.noflip.NA__chr16:20911645..20911759,-__1244.1.0.0
chr17	1420222	1420236	EGR1	14.5	+	chr17	1420138	1420253	div_lnc__p1@LOC100306951__chr17:1420193..1420241,+	0	+	chr17:1420193..1420241,+	chr17:1420139..1420253,+			chr17:1420139..1420253,+	WILDTYPE__Antisense.flip.sense__chr17:1420139..1420253,+__351.1.0.0
chr17	1420206	1420216	ELK1	9.95745	+	chr17	1420138	1420253	div_lnc__p1@LOC100306951__chr17:1420193..1420241,+	0	+	chr17:1420193..1420241,+	chr17:1420139..1420253,+			chr17:1420139..1420253,+	WILDTYPE__Antisense.flip.sense__chr17:1420139..1420253,+__351.1.0.0
chr17	1420206	1420217	ELK4	12.5455	-	chr17	1420138	1420253	div_lnc__p1@LOC100306951__chr17:1420193..1420241,+	0	+	chr17:1420193..1420241,+	chr17:1420139..1420253,+			chr17:1420139..1420253,+	WILDTYPE__Antisense.flip.sense__chr17:1420139..1420253,+__351.1.0.0
chr17	1420207	1420218	Gabpa	11.7541	+	chr17	1420138	1420253	div_lnc__p1@LOC100306951__chr17:1420193..1420241,+	0	+	chr17:1420193..1420241,+	chr17:1420139..1420253,+			chr17:1420139..1420253,+	WILDTYPE__Antisense.flip.sense__chr17:1420139..1420253,+__351.1.0.0
chr17	1420172	1420188	ZNF143	10.8793	+	chr17	1420138	1420253	div_lnc__p1@LOC100306951__chr17:1420193..1420241,+	0	+	chr17:1420193..1420241,+	chr17:1420139..1420253,+			chr17:1420139..1420253,+	WILDTYPE__Antisense.flip.sense__chr17:1420139..1420253,+__351.1.0.0
chr17	17743507	17743509	EGR1	20.2692	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743517	17743535	NFYA	13.1341	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743514	17743529	NFYB	12.8077	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743601	17743612	NRF1	12.5636	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743507	17743513	TFAP2C	10.949000000000002	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743589	17743600	USF1	14.6531	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743589	17743600	USF2	14.0612	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743431..17743545,-	chr17:17743258-17743857	chr17:17743431..17743545,-	WILDTYPE__Enhancer.flip.sense__chr17:17743431..17743545,-__2169.1.0.0
chr17	17743507	17743509	EGR1	20.2692	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743517	17743535	NFYA	13.1341	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743514	17743529	NFYB	12.8077	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743601	17743612	NRF1	12.5636	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743507	17743513	TFAP2C	10.949000000000002	+	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743589	17743600	USF1	14.6531	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	17743589	17743600	USF2	14.0612	-	chr17	17743507	17743622	Enhancer__chr17:17743258-17743857	0	+	chr17:17743258-17743857		chr17:17743508..17743622,+	chr17:17743258-17743857	chr17:17743508..17743622,+	WILDTYPE__Enhancer.flip.sense__chr17:17743508..17743622,+__1876.1.0.0
chr17	21117623	21117637	EGR1	17.4808	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117614	21117626	ELF1	8.29091	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117616	21117626	ELK1	12.2553	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117576	21117581	ELK4	11.5273	-	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117634	21117651	ESR1	3.24242	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117616	21117626	ETS1	11.8793	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117617	21117628	Gabpa	14.2131	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117623	21117634	SP1	19.1538	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	21117599	21117615	ZNF143	4.17241	+	chr17	21117576	21117691	div_lnc__p1@ENST00000439136__chr17:21117629..21117684,+	0	+	chr17:21117629..21117684,+	chr17:21117577..21117691,+			chr17:21117577..21117691,+	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr17:21117577..21117691,+__359.1.0.0
chr17	26926121	26926135	EGR1	14.0192	+	chr17	26926107	26926222	div_lnc__p1@SPAG5-AS1__chr17:26926162..26926194,+	0	+	chr17:26926162..26926194,+	chr17:26926108..26926222,+			chr17:26926108..26926222,+	WILDTYPE__Antisense.noflip.NA__chr17:26926108..26926222,+__360.1.0.0
chr17	26926107	26926113	SP1	19.1538	-	chr17	26926107	26926222	div_lnc__p1@SPAG5-AS1__chr17:26926162..26926194,+	0	+	chr17:26926162..26926194,+	chr17:26926108..26926222,+			chr17:26926108..26926222,+	WILDTYPE__Antisense.noflip.NA__chr17:26926108..26926222,+__360.1.0.0
chr17	26926107	26926116	SP4	14.7091	-	chr17	26926107	26926222	div_lnc__p1@SPAG5-AS1__chr17:26926162..26926194,+	0	+	chr17:26926162..26926194,+	chr17:26926108..26926222,+			chr17:26926108..26926222,+	WILDTYPE__Antisense.noflip.NA__chr17:26926108..26926222,+__360.1.0.0
chr17	41158742	41158756	EGR1	12.8462	-	chr17	41158721	41158836	protein_coding__p1@IFI35__chr17:41158760..41158822,+	0	+	chr17:41158760..41158822,+	chr17:41158722..41158836,+			chr17:41158722..41158836,+	WILDTYPE__mrna.noflip.NA__chr17:41158722..41158836,+__1356.1.0.0
chr17	41158778	41158790	ELF1	8.12727	+	chr17	41158721	41158836	protein_coding__p1@IFI35__chr17:41158760..41158822,+	0	+	chr17:41158760..41158822,+	chr17:41158722..41158836,+			chr17:41158722..41158836,+	WILDTYPE__mrna.noflip.NA__chr17:41158722..41158836,+__1356.1.0.0
chr17	41158778	41158799	IRF1	11.129000000000001	-	chr17	41158721	41158836	protein_coding__p1@IFI35__chr17:41158760..41158822,+	0	+	chr17:41158760..41158822,+	chr17:41158722..41158836,+			chr17:41158722..41158836,+	WILDTYPE__mrna.noflip.NA__chr17:41158722..41158836,+__1356.1.0.0
chr17	41158784	41158805	IRF1	19.871	-	chr17	41158721	41158836	protein_coding__p1@IFI35__chr17:41158760..41158822,+	0	+	chr17:41158760..41158822,+	chr17:41158722..41158836,+			chr17:41158722..41158836,+	WILDTYPE__mrna.noflip.NA__chr17:41158722..41158836,+__1356.1.0.0
chr17	44270920	44270934	EGR1	18.8462	+	chr17	44270885	44271000	antisense__p1@LOC644246__chr17:44270926..44270973,+	0	+	chr17:44270926..44270973,+	chr17:44270886..44271000,+			chr17:44270886..44271000,+	WILDTYPE__Antisense.noflip.NA__chr17:44270886..44271000,+__362.1.0.0
chr17	58042168	58042178	EGR1	20.6538	+	chr17	58042063	58042178	div_pc__p1@RNFT1__chr17:58042075..58042135,-	0	-	chr17:58042075..58042135,-	chr17:58042063..58042177,-			chr17:58042063..58042177,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:58042063..58042177,-__1526.1.0.0
chr17	58042104	58042115	NRF1	14.1636	-	chr17	58042063	58042178	div_pc__p1@RNFT1__chr17:58042075..58042135,-	0	-	chr17:58042075..58042135,-	chr17:58042063..58042177,-			chr17:58042063..58042177,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:58042063..58042177,-__1526.1.0.0
chr17	58042063	58042065	RUNX3	14.6923	+	chr17	58042063	58042178	div_pc__p1@RNFT1__chr17:58042075..58042135,-	0	-	chr17:58042075..58042135,-	chr17:58042063..58042177,-			chr17:58042063..58042177,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:58042063..58042177,-__1526.1.0.0
chr17	58042168	58042178	SP1	19.1538	+	chr17	58042063	58042178	div_pc__p1@RNFT1__chr17:58042075..58042135,-	0	-	chr17:58042075..58042135,-	chr17:58042063..58042177,-			chr17:58042063..58042177,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:58042063..58042177,-__1526.1.0.0
chr17	58042084	58042096	TFAP2C	12.1429	+	chr17	58042063	58042178	div_pc__p1@RNFT1__chr17:58042075..58042135,-	0	-	chr17:58042075..58042135,-	chr17:58042063..58042177,-			chr17:58042063..58042177,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:58042063..58042177,-__1526.1.0.0
chr17	72978487	72978490	EGR1	11.6346	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978454	72978464	ELK1	10.4894	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978454	72978464	ETS1	13.3448	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978452	72978463	Gabpa	13.082	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978400	72978410	RUNX3	12.0577	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978459	72978476	SP4	3.8181800000000004	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978378..72978492,-	chr17:72978355-72978661	chr17:72978378..72978492,-	WILDTYPE__Enhancer.flip.sense__chr17:72978378..72978492,-__2066.1.0.0
chr17	72978487	72978490	EGR1	11.6346	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr17	72978454	72978464	ELK1	10.4894	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr17	72978454	72978464	ETS1	13.3448	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr17	72978452	72978463	Gabpa	13.082	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr17	72978400	72978410	RUNX3	12.0577	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr17	72978459	72978476	SP4	3.8181800000000004	-	chr17	72978375	72978490	Enhancer__chr17:72978355-72978661	0	+	chr17:72978355-72978661		chr17:72978376..72978490,+	chr17:72978355-72978661	chr17:72978376..72978490,+	WILDTYPE__Enhancer.flip.sense__chr17:72978376..72978490,+__1773.1.0.0
chr19	12777567	12777581	EGR1	16.1154	+	chr19	12777493	12777608	protein_coding__p1@MAN2B1__chr19:12777509..12777574,-	0	-	chr19:12777509..12777574,-	chr19:12777521..12777635,-			chr19:12777521..12777635,-	WILDTYPE__mrna.flip.sense__chr19:12777521..12777635,-__1249.1.0.0
chr19	12777584	12777599	NFYB	16.0577	+	chr19	12777493	12777608	protein_coding__p1@MAN2B1__chr19:12777509..12777574,-	0	-	chr19:12777509..12777574,-	chr19:12777521..12777635,-			chr19:12777521..12777635,-	WILDTYPE__mrna.flip.sense__chr19:12777521..12777635,-__1249.1.0.0
chr19	12777533	12777543	RELA	11.0816	+	chr19	12777493	12777608	protein_coding__p1@MAN2B1__chr19:12777509..12777574,-	0	-	chr19:12777509..12777574,-	chr19:12777521..12777635,-			chr19:12777521..12777635,-	WILDTYPE__mrna.flip.sense__chr19:12777521..12777635,-__1249.1.0.0
chr19	12777603	12777608	SP1	19.1538	-	chr19	12777493	12777608	protein_coding__p1@MAN2B1__chr19:12777509..12777574,-	0	-	chr19:12777509..12777574,-	chr19:12777521..12777635,-			chr19:12777521..12777635,-	WILDTYPE__mrna.flip.sense__chr19:12777521..12777635,-__1249.1.0.0
chr19	18526353	18526367	EGR1	13.0192	-	chr19	18526346	18526461	Enhancer__chr19:18526337-18526644	0	+	chr19:18526337-18526644		chr19:18526347..18526461,+	chr19:18526337-18526644	chr19:18526347..18526461,+	WILDTYPE__Enhancer.flip.sense__chr19:18526347..18526461,+__1889.1.0.0
chr19	18526409	18526423	SPI1	1.4	+	chr19	18526346	18526461	Enhancer__chr19:18526337-18526644	0	+	chr19:18526337-18526644		chr19:18526347..18526461,+	chr19:18526337-18526644	chr19:18526347..18526461,+	WILDTYPE__Enhancer.flip.sense__chr19:18526347..18526461,+__1889.1.0.0
