seqID	numMotifs	numBPcovered	fragmentLength	fractionBPcovered
intergenic__NA__chr2:28887389..28887403,-	25	61	115	0.5304348
Enhancer__chr2:28903940-28904347	22	99	115	0.8608696
Enhancer__chr2:28936560-28936756	32	63	115	0.5478261
Enhancer__chr2:28939068-28939564	6	29	115	0.2521739
intergenic__p1@ENST00000452212__chr2:28959059..28959099,-	6	35	115	0.3043478
Enhancer__chr2:28953773-28954089	11	67	115	0.5826087
protein_coding__p8@PPP1CB__chr2:28974531..28974551,+	19	92	115	0.8000000
protein_coding__p2@SPDYA__chr2:29005377..29005398,+	11	37	115	0.3217391
antisense__NA__chr2:29033482..29033498,-	34	69	115	0.6000000
protein_coding__p1@TRMT61B__chr2:29093132..29093183,-	23	59	115	0.5130435
protein_coding__p1@WDR43__chr2:29117521..29117569,+	60	110	115	0.9565217
protein_coding__NA__chr2:29179399..29179436,+	21	46	115	0.4000000
Enhancer__chr2:29173330-29173730	18	49	115	0.4260870
Enhancer__chr2:29174818-29175149	31	91	115	0.7913043
protein_coding__p1@C2orf71__chr2:29297381..29297394,-	23	63	115	0.5478261
Enhancer__chr2:29299232-29299374	25	94	115	0.8173913
div_lnc__NA__chr2:29320429..29320431,-	44	79	115	0.6869565
div_pc__p19@CLIP4__chr2:29320587..29320609,+	42	51	115	0.4434783
protein_coding__p1@ALK__chr2:30144445..30144457,-	50	90	115	0.7826087
Enhancer__chr2:30211433-30211491	14	44	115	0.3826087
Enhancer__chr2:30231247-30231635	13	39	115	0.3391304
protein_coding__p2@YPEL5__chr2:30369807..30369847,+	27	53	115	0.4608696
Enhancer__chr2:30368089-30368170	54	38	115	0.3304348
Enhancer__chr2:30391485-30391578	8	64	115	0.5565217
Enhancer__chr2:30414681-30414956	26	88	115	0.7652174
Enhancer__chr2:30440662-30440911	32	79	115	0.6869565
protein_coding__p1@LBH__chr2:30454390..30454409,+	46	74	115	0.6434783
Enhancer__chr2:30446574-30446684	38	43	115	0.3739130
Enhancer__chr2:30448125-30448425	48	71	115	0.6173913
Enhancer__chr2:30449373-30449624	6	50	115	0.4347826
Enhancer__chr2:30451796-30451807	16	88	115	0.7652174
intergenic__p1@ENST00000421976,p1@uc002rnf.1__chr2:30569506..30569518,+	48	65	115	0.5652174
Enhancer__chr2:30559982-30560170	23	22	115	0.1913043
Enhancer__chr2:30571158-30571250	22	49	115	0.4260870
Enhancer__chr2:30594059-30594375	18	67	115	0.5826087
Enhancer__chr2:30631915-30632243	18	77	115	0.6695652
Enhancer__chr2:30634519-30634754	36	70	115	0.6086956
Enhancer__chr2:30644745-30644849	34	49	115	0.4260870
Enhancer__chr2:30644994-30645276	28	53	115	0.4608696
protein_coding__p1@LCLAT1__chr2:30670077..30670125,+	30	105	115	0.9130435
Enhancer__chr2:30887906-30888094	150	86	115	0.7478261
Enhancer__chr2:30889265-30889652	13	44	115	0.3826087
protein_coding__p3@CAPN13__chr2:31043402..31043413,-	22	74	115	0.6434783
antisense__NA__chr2:31209788..31209790,+	8	51	115	0.4434783
Enhancer__chr2:31393678-31393691	7	32	115	0.2782609
protein_coding__NA__chr2:31456833..31456840,-	30	63	115	0.5478261
protein_coding__p4@EHD3__chr2:31456854..31456865,+	40	68	115	0.5913044
Enhancer__chr2:31520585-31520905	10	42	115	0.3652174
Enhancer__chr2:31538679-31538700	13	33	115	0.2869565
Enhancer__chr2:31541593-31541798	16	70	115	0.6086956
protein_coding__p1@XDH__chr2:31637560..31637614,-	13	76	115	0.6608695
intergenic__p1@SRD5A2__chr2:31805998..31806012,-	16	63	115	0.5478261
intergenic__NA__chr2:32029973..32029976,-	7	79	115	0.6869565
intergenic__NA__chr2:32078560..32078561,-	11	39	115	0.3391304
protein_coding__NA__chr2:32236099..32236136,-	20	83	115	0.7217391
protein_coding__p1@DPY30,p1@MEMO1__chr2:32264850..32264901,-	11	32	115	0.2782609
protein_coding__p1@SPAST__chr2:32288593..32288654,+	32	88	115	0.7652174
div_lnc__p@chr2:32390801..32390832,-__chr2:32390801..32390832,-	32	48	115	0.4173913
div_pc__p1@SLC30A6__chr2:32390925..32390941,+	86	101	115	0.8782609
protein_coding__p2@NLRC4__chr2:32490859..32490889,-	12	50	115	0.4347826
protein_coding__p1@YIPF4__chr2:32502952..32503025,+	13	72	115	0.6260870
protein_coding__p2@BIRC6__chr2:32582086..32582106,+	49	107	115	0.9304348
protein_coding__p2@TTC27__chr2:32853093..32853127,+	20	61	115	0.5304348
intergenic__NA__chr2:33050502..33050525,+	25	83	115	0.7217391
Enhancer__chr2:33111186-33111571	21	83	115	0.7217391
intergenic__NA__chr2:33152148..33152163,+	24	65	115	0.5652174
protein_coding__p3@LTBP1__chr2:33172012..33172028,+	9	51	115	0.4434783
Enhancer__chr2:33163246-33163288	7	32	115	0.2782609
Enhancer__chr2:33645692-33646195	11	67	115	0.5826087
protein_coding__p3@RASGRP3__chr2:33661382..33661445,+	8	60	115	0.5217391
antisense__NA__chr2:33788593..33788594,-	22	66	115	0.5739130
Enhancer__chr2:33805444-33805464	12	73	115	0.6347826
protein_coding__p1@FAM98A__chr2:33824336..33824378,-	18	73	115	0.6347826
Enhancer__chr2:33863068-33863290	12	82	115	0.7130435
Enhancer__chr2:34215610-34215617	18	81	115	0.7043478
Enhancer__chr2:34399875-34399899	20	42	115	0.3652174
Enhancer__chr2:34402780-34402960	21	73	115	0.6347826
intergenic__NA__chr2:34608870..34608871,+	20	65	115	0.5652174
intergenic__p1@ENST00000423663__chr2:34902620..34902625,+	7	41	115	0.3565217
Enhancer__chr2:34912280-34912507	5	54	115	0.4695652
intergenic__NA__chr2:34962387..34962450,-	36	66	115	0.5739130
intergenic__NA__chr2:35024893..35024931,+	1	11	115	0.0956522
Enhancer__chr2:35047681-35047931	11	65	115	0.5652174
Enhancer__chr2:35217351-35217720	27	98	115	0.8521739
Enhancer__chr2:35360558-35360702	10	41	115	0.3565217
Enhancer__chr2:36046790-36047037	23	54	115	0.4695652
Enhancer__chr2:36189102-36189392	33	91	115	0.7913043
Enhancer__chr2:36519719-36520099	9	46	115	0.4000000
div_lnc__p1@LOC100288911__chr2:36582652..36582737,-	56	83	115	0.7217391
div_pc__p1@CRIM1__chr2:36582857..36582932,+	54	76	115	0.6608695
antisense__NA__chr2:36740832..36740844,-	10	75	115	0.6521739
protein_coding__NA__chr2:36779478..36779495,-	1	15	115	0.1304348
Enhancer__chr2:36882679-36883018	18	54	115	0.4695652
protein_coding__p1@VIT__chr2:36923830..36923874,+	15	78	115	0.6782609
Enhancer__chr2:37043619-37043714	8	44	115	0.3826087
protein_coding__NA__chr2:37069022..37069025,-	11	59	115	0.5130435
protein_coding__p1@STRN__chr2:37193648..37193760,-	30	91	115	0.7913043
protein_coding__p1@HEATR5B__chr2:37311445..37311534,-	42	70	115	0.6086956
protein_coding__p1@CCDC75__chr2:37311645..37311692,+	58	71	115	0.6173913
protein_coding__p1@EIF2AK2__chr2:37384085..37384134,-	20	67	115	0.5826087
protein_coding__p1@LOC100505876__chr2:37423618..37423647,+	42	71	115	0.6173913
protein_coding__NA__chr2:37423842..37423878,-	54	80	115	0.6956522
protein_coding__p1@CEBPZ__chr2:37458692..37458745,-	82	66	115	0.5739130
protein_coding__p1@C2orf56__chr2:37458776..37458862,+	82	66	115	0.5739130
div_pc__p1@PRKD3__chr2:37551846..37551952,-	96	84	115	0.7304348
div_lnc__NA__chr2:37552034..37552054,+	106	107	115	0.9304348
protein_coding__p3@QPCT__chr2:37571765..37571779,+	27	92	115	0.8000000
Enhancer__chr2:37603882-37604154	16	67	115	0.5826087
Enhancer__chr2:37605671-37605839	30	79	115	0.6869565
Enhancer__chr2:37617673-37618124	31	89	115	0.7739130
Enhancer__chr2:37622307-37622582	5	36	115	0.3130435
Enhancer__chr2:37628786-37629269	21	51	115	0.4434783
Enhancer__chr2:37687316-37687611	16	59	115	0.5130435
Enhancer__chr2:37760471-37760598	18	78	115	0.6782609
Enhancer__chr2:37763005-37763322	50	69	115	0.6000000
Enhancer__chr2:37763462-37763512	22	75	115	0.6521739
Enhancer__chr2:37782769-37783216	16	57	115	0.4956522
Enhancer__chr2:37785993-37786119	29	71	115	0.6173913
Enhancer__chr2:37788822-37789049	88	75	115	0.6521739
Enhancer__chr2:37789550-37789826	44	60	115	0.5217391
Enhancer__chr2:37797953-37798358	28	61	115	0.5304348
Enhancer__chr2:37798952-37799136	51	65	115	0.5652174
Enhancer__chr2:37800677-37800820	15	53	115	0.4608696
Enhancer__chr2:37808694-37808848	13	56	115	0.4869565
Enhancer__chr2:37811087-37811457	28	71	115	0.6173913
Enhancer__chr2:37813379-37813644	35	55	115	0.4782609
intergenic__NA__chr2:37827305..37827346,+	48	75	115	0.6521739
Enhancer__chr2:37815586-37815764	30	68	115	0.5913044
Enhancer__chr2:37820653-37820875	25	78	115	0.6782609
Enhancer__chr2:37827811-37828357	81	76	115	0.6608695
Enhancer__chr2:37841378-37841620	10	31	115	0.2695652
Enhancer__chr2:37842733-37843439	36	61	115	0.5304348
Enhancer__chr2:37843563-37844180	88	43	115	0.3739130
Enhancer__chr2:37844190-37844662	24	61	115	0.5304348
Enhancer__chr2:37845314-37845753	50	85	115	0.7391304
Enhancer__chr2:37847073-37847432	29	85	115	0.7391304
Enhancer__chr2:37849828-37850315	117	75	115	0.6521739
Enhancer__chr2:37851057-37851610	46	59	115	0.5130435
Enhancer__chr2:37851755-37851898	28	35	115	0.3043478
Enhancer__chr2:37852383-37852553	30	64	115	0.5565217
Enhancer__chr2:37853380-37853621	48	46	115	0.4000000
Enhancer__chr2:37854869-37855107	48	99	115	0.8608696
Enhancer__chr2:37856694-37857004	70	91	115	0.7913043
Enhancer__chr2:37858321-37858709	20	63	115	0.5478261
Enhancer__chr2:37860871-37861279	25	76	115	0.6608695
Enhancer__chr2:37864248-37864629	51	73	115	0.6347826
protein_coding__NA__chr2:37965581..37965592,-	10	38	115	0.3304348
Enhancer__chr2:37972203-37972477	15	74	115	0.6434783
Enhancer__chr2:37989393-37989693	7	46	115	0.4000000
Enhancer__chr2:37993289-37993401	168	71	115	0.6173913
Enhancer__chr2:37995152-37995275	30	78	115	0.6782609
Enhancer__chr2:37995727-37996117	40	76	115	0.6608695
Enhancer__chr2:37998725-37999059	4	26	115	0.2260870
Enhancer__chr2:38003207-38003253	8	18	115	0.1565217
Enhancer__chr2:38003710-38004005	46	56	115	0.4869565
Enhancer__chr2:38007638-38007650	28	51	115	0.4434783
Enhancer__chr2:38008241-38008581	103	65	115	0.5652174
Enhancer__chr2:38009711-38009894	20	86	115	0.7478261
Enhancer__chr2:38009959-38010423	39	31	115	0.2695652
Enhancer__chr2:38012034-38012184	7	51	115	0.4434783
Enhancer__chr2:38023099-38023324	14	65	115	0.5652174
Enhancer__chr2:38049848-38050212	27	91	115	0.7913043
Enhancer__chr2:38060614-38060898	39	82	115	0.7130435
intergenic__NA__chr2:38103374..38103417,-	4	47	115	0.4086956
Enhancer__chr2:38099080-38099316	18	49	115	0.4260870
Enhancer__chr2:38118990-38119149	30	50	115	0.4347826
Enhancer__chr2:38120007-38120217	21	43	115	0.3739130
protein_coding__NA__chr2:38149834..38149860,+	6	42	115	0.3652174
Enhancer__chr2:38146886-38147198	16	68	115	0.5913044
antisense__NA__chr2:38302784..38302801,+	20	76	115	0.6608695
protein_coding__NA__chr2:38337262..38337266,-	15	42	115	0.3652174
Enhancer__chr2:38340220-38340542	54	83	115	0.7217391
Enhancer__chr2:38341119-38341621	50	39	115	0.3391304
Enhancer__chr2:38341642-38341844	42	65	115	0.5652174
Enhancer__chr2:38342911-38343198	12	71	115	0.6173913
Enhancer__chr2:38348355-38348465	8	50	115	0.4347826
Enhancer__chr2:38356620-38356932	66	91	115	0.7913043
Enhancer__chr2:38357189-38357490	28	68	115	0.5913044
Enhancer__chr2:38368766-38369153	36	69	115	0.6000000
Enhancer__chr2:38369402-38369882	28	65	115	0.5652174
Enhancer__chr2:38372999-38373624	0	0	115	0.0000000
Enhancer__chr2:38373682-38374230	167	111	115	0.9652174
Enhancer__chr2:38375670-38375904	10	43	115	0.3739130
Enhancer__chr2:38380770-38381135	13	36	115	0.3130435
Enhancer__chr2:38384417-38384601	15	59	115	0.5130435
Enhancer__chr2:38395987-38396176	38	97	115	0.8434783
Enhancer__chr2:38398414-38398595	14	61	115	0.5304348
Enhancer__chr2:38401547-38402107	7	52	115	0.4521739
Enhancer__chr2:38405386-38405542	20	63	115	0.5478261
Enhancer__chr2:38409612-38409978	6	20	115	0.1739130
Enhancer__chr2:38414893-38415136	22	73	115	0.6347826
Enhancer__chr2:38417790-38418062	22	51	115	0.4434783
Enhancer__chr2:38418747-38419129	20	91	115	0.7913043
intergenic__NA__chr2:38422351..38422352,+	22	60	115	0.5217391
Enhancer__chr2:38422036-38422352	22	60	115	0.5217391
Enhancer__chr2:38429135-38429424	11	71	115	0.6173913
intergenic__p1@ENST00000450854__chr2:38466726..38466740,-	21	48	115	0.4173913
Enhancer__chr2:38460705-38460978	34	84	115	0.7304348
Enhancer__chr2:38464505-38464753	12	59	115	0.5130435
Enhancer__chr2:38472288-38472516	19	58	115	0.5043478
Enhancer__chr2:38479414-38479606	13	31	115	0.2695652
Enhancer__chr2:38491745-38491933	8	32	115	0.2782609
Enhancer__chr2:38493919-38494208	14	55	115	0.4782609
Enhancer__chr2:38496135-38496328	14	38	115	0.3304348
protein_coding__p1@ATL2__chr2:38604404..38604436,-	14	72	115	0.6260870
Enhancer__chr2:38607567-38607881	12	69	115	0.6000000
Enhancer__chr2:38621174-38621326	13	57	115	0.4956522
intergenic__NA__chr2:38658385..38658418,+	22	64	115	0.5565217
Enhancer__chr2:38701036-38701355	23	78	115	0.6782609
Enhancer__chr2:38724832-38725088	10	70	115	0.6086956
intergenic__NA__chr2:38742793..38742816,-	10	37	115	0.3217391
Enhancer__chr2:38735582-38735946	9	62	115	0.5391304
Enhancer__chr2:38762228-38762367	23	70	115	0.6086956
Enhancer__chr2:38770175-38770358	31	100	115	0.8695652
antisense__NA__chr2:38828737..38828740,+	8	43	115	0.3739130
protein_coding__NA__chr2:38830631..38830677,-	39	78	115	0.6782609
Enhancer__chr2:38840461-38840529	21	85	115	0.7391304
Enhancer__chr2:38846721-38846880	17	78	115	0.6782609
protein_coding__p1@GALM__chr2:38893208..38893266,+	15	88	115	0.7652174
Enhancer__chr2:38888613-38888771	18	49	115	0.4260870
antisense__NA__chr2:38898586..38898592,-	11	67	115	0.5826087
protein_coding__p1@SRSF7__chr2:38978492..38978510,-	20	53	115	0.4608696
protein_coding__NA__chr2:38978604..38978633,+	26	50	115	0.4347826
antisense__NA__chr2:39088217..39088218,+	29	102	115	0.8869565
protein_coding__p1@DHX57__chr2:39103014..39103084,-	70	67	115	0.5826087
protein_coding__p1@MORN2__chr2:39103109..39103179,+	88	87	115	0.7565218
protein_coding__p3@ARHGEF33__chr2:39117010..39117021,+	17	72	115	0.6260870
protein_coding__p1@LOC375196__chr2:39187479..39187504,-	13	43	115	0.3739130
protein_coding__NA__chr2:39351456..39351491,-	13	90	115	0.7826087
Enhancer__chr2:39355349-39355452	38	54	115	0.4695652
Enhancer__chr2:39356052-39356306	12	21	115	0.1826087
Enhancer__chr2:39390817-39391081	33	90	115	0.7826087
div_pc__p1@MAP4K3__chr2:39664405..39664442,-	32	95	115	0.8260869
Enhancer__chr2:39683895-39683929	12	69	115	0.6000000
Enhancer__chr2:39695061-39695250	33	86	115	0.7478261
Enhancer__chr2:39719153-39719730	28	65	115	0.5652174
Enhancer__chr2:39722003-39722381	8	47	115	0.4086956
Enhancer__chr2:39727713-39727883	15	85	115	0.7391304
Enhancer__chr2:39732092-39732298	28	83	115	0.7217391
Enhancer__chr2:39766086-39766205	15	70	115	0.6086956
Enhancer__chr2:39800503-39800829	7	47	115	0.4086956
protein_coding__p10@TMEM178__chr2:39892091..39892110,+	23	74	115	0.6434783
Enhancer__chr2:39889888-39890115	7	40	115	0.3478261
protein_coding__p1@THUMPD2__chr2:40006357..40006421,-	81	97	115	0.8434783
Enhancer__chr2:40147483-40147654	32	79	115	0.6869565
Enhancer__chr2:40165659-40165900	32	50	115	0.4347826
Enhancer__chr2:40260196-40260378	42	53	115	0.4608696
Enhancer__chr2:40261444-40261729	8	60	115	0.5217391
Enhancer__chr2:40264573-40264733	21	56	115	0.4869565
protein_coding__NA__chr2:40838282..40838283,-	20	56	115	0.4869565
Enhancer__chr2:40849092-40849491	16	58	115	0.5043478
Enhancer__chr2:40853155-40853298	27	60	115	0.5217391
Enhancer__chr2:40899157-40899397	28	64	115	0.5565217
Enhancer__chr2:40943671-40944072	5	34	115	0.2956522
Enhancer__chr2:40946753-40946876	12	58	115	0.5043478
Enhancer__chr2:40950073-40950087	29	71	115	0.6173913
Enhancer__chr2:40958599-40958755	26	22	115	0.1913043
intergenic__p1@ENST00000420187__chr2:40973618..40973627,+	35	97	115	0.8434783
Enhancer__chr2:40961979-40962343	9	46	115	0.4000000
Enhancer__chr2:40964157-40964324	4	53	115	0.4608696
Enhancer__chr2:41141715-41142190	25	86	115	0.7478261
Enhancer__chr2:41280845-41281242	41	108	115	0.9391304
Enhancer__chr2:41716160-41716289	21	84	115	0.7304348
Enhancer__chr2:41736624-41736708	19	85	115	0.7391304
Enhancer__chr2:41887358-41887712	10	38	115	0.3304348
Enhancer__chr2:41935071-41935335	6	26	115	0.2260870
Enhancer__chr2:41955228-41955283	8	58	115	0.5043478
Enhancer__chr2:41963199-41963639	19	79	115	0.6869565
Enhancer__chr2:41997270-41997551	4	10	115	0.0869565
Enhancer__chr2:42030306-42030675	8	37	115	0.3217391
Enhancer__chr2:42046531-42047126	23	74	115	0.6434783
Enhancer__chr2:42053679-42053991	7	65	115	0.5652174
Enhancer__chr2:42065825-42066032	13	22	115	0.1913043
Enhancer__chr2:42068299-42068635	30	74	115	0.6434783
intergenic__p1@ENST00000418836__chr2:42103896..42103907,+	16	85	115	0.7391304
Enhancer__chr2:42105680-42106005	23	60	115	0.5217391
Enhancer__chr2:42133288-42133295	9	56	115	0.4869565
Enhancer__chr2:42149327-42149700	42	92	115	0.8000000
intergenic__p1@ENST00000436551__chr2:42161051..42161083,-	8	46	115	0.4000000
Enhancer__chr2:42157961-42158315	8	47	115	0.4086956
protein_coding__p1@LOC400950__chr2:42180940..42180951,-	32	77	115	0.6695652
Enhancer__chr2:42190702-42191089	48	73	115	0.6347826
Enhancer__chr2:42193606-42193918	26	70	115	0.6086956
Enhancer__chr2:42194638-42194757	35	67	115	0.5826087
Enhancer__chr2:42217488-42217883	15	44	115	0.3826087
Enhancer__chr2:42224568-42224788	1	15	115	0.1304348
Enhancer__chr2:42236347-42236733	6	29	115	0.2521739
intergenic__p2@ENST00000451514__chr2:42252409..42252416,-	28	86	115	0.7478261
Enhancer__chr2:42245014-42245155	16	67	115	0.5826087
protein_coding__p1@PKDCC__chr2:42275153..42275171,+	119	96	115	0.8347826
Enhancer__chr2:42325725-42326329	10	64	115	0.5565217
Enhancer__chr2:42328958-42329862	84	90	115	0.7826087
Enhancer__chr2:42329971-42330163	64	87	115	0.7565218
Enhancer__chr2:42332532-42332812	58	62	115	0.5391304
Enhancer__chr2:42333001-42333603	74	85	115	0.7391304
Enhancer__chr2:42351253-42351626	20	89	115	0.7739130
Enhancer__chr2:42354917-42355159	42	63	115	0.5478261
Enhancer__chr2:42355776-42356012	21	49	115	0.4260870
Enhancer__chr2:42356539-42356712	33	75	115	0.6521739
Enhancer__chr2:42358402-42358546	87	45	115	0.3913043
Enhancer__chr2:42359577-42359846	48	63	115	0.5478261
Enhancer__chr2:42360195-42360705	24	61	115	0.5304348
Enhancer__chr2:42363980-42364100	34	49	115	0.4260870
Enhancer__chr2:42364243-42364571	58	112	115	0.9739130
Enhancer__chr2:42368526-42368635	36	54	115	0.4695652
div_pc__p1@EML4__chr2:42396472..42396563,+	116	98	115	0.8521739
div_lnc__NA__chr2:42397420..42397445,-	16	50	115	0.4347826
protein_coding__NA__chr2:42652221..42652253,-	48	93	115	0.8086957
protein_coding__p1@KCNG3__chr2:42721110..42721130,-	56	72	115	0.6260870
protein_coding__p6@MTA3__chr2:42721689..42721723,+	18	63	115	0.5478261
protein_coding__p1@AB528920__chr2:42991257..42991280,-	15	60	115	0.5217391
protein_coding__p1@HAAO__chr2:43019698..43019739,-	12	78	115	0.6782609
Enhancer__chr2:43023230-43023314	58	61	115	0.5304348
Enhancer__chr2:43023531-43023735	24	63	115	0.5478261
Enhancer__chr2:43031591-43031944	24	72	115	0.6260870
Enhancer__chr2:43037224-43037999	36	89	115	0.7739130
Enhancer__chr2:43038629-43038924	13	77	115	0.6695652
Enhancer__chr2:43063239-43063414	27	88	115	0.7652174
Enhancer__chr2:43108872-43109201	18	37	115	0.3217391
Enhancer__chr2:43109886-43110249	10	63	115	0.5478261
Enhancer__chr2:43144669-43144850	24	73	115	0.6347826
Enhancer__chr2:43145341-43145449	76	102	115	0.8869565
Enhancer__chr2:43150049-43150433	36	78	115	0.6782609
Enhancer__chr2:43151826-43152270	69	69	115	0.6000000
Enhancer__chr2:43152648-43152978	108	95	115	0.8260869
Enhancer__chr2:43153788-43153898	150	56	115	0.4869565
Enhancer__chr2:43155191-43155549	32	43	115	0.3739130
Enhancer__chr2:43157114-43157487	7	43	115	0.3739130
Enhancer__chr2:43158886-43159240	16	54	115	0.4695652
Enhancer__chr2:43163572-43163725	20	81	115	0.7043478
Enhancer__chr2:43186488-43186945	42	83	115	0.7217391
Enhancer__chr2:43195156-43195444	19	76	115	0.6608695
Enhancer__chr2:43197884-43198002	8	43	115	0.3739130
Enhancer__chr2:43201925-43202517	48	105	115	0.9130435
Enhancer__chr2:43205442-43205824	38	76	115	0.6608695
Enhancer__chr2:43206770-43207218	42	79	115	0.6869565
intergenic__p1@ENST00000457457__chr2:43233377..43233385,-	23	82	115	0.7130435
Enhancer__chr2:43241761-43242055	37	93	115	0.8086957
Enhancer__chr2:43245528-43245689	29	76	115	0.6608695
intergenic__p1@ENST00000449766__chr2:43266686..43266701,-	21	69	115	0.6000000
Enhancer__chr2:43265724-43265951	54	61	115	0.5304348
Enhancer__chr2:43267467-43267802	76	96	115	0.8347826
Enhancer__chr2:43269026-43269323	38	99	115	0.8608696
intergenic__NA__chr2:43271226..43271227,-	36	104	115	0.9043478
Enhancer__chr2:43273834-43273859	26	57	115	0.4956522
Enhancer__chr2:43278597-43278622	19	86	115	0.7478261
Enhancer__chr2:43302253-43302513	22	85	115	0.7391304
Enhancer__chr2:43310956-43311104	21	61	115	0.5304348
Enhancer__chr2:43313736-43313941	32	63	115	0.5478261
intergenic__p4@ENST00000434020__chr2:43329785..43329796,-	14	89	115	0.7739130
Enhancer__chr2:43327979-43328013	39	76	115	0.6608695
Enhancer__chr2:43334152-43334550	46	96	115	0.8347826
Enhancer__chr2:43335031-43335157	45	76	115	0.6608695
Enhancer__chr2:43336478-43336881	24	65	115	0.5652174
Enhancer__chr2:43354941-43355119	18	51	115	0.4434783
Enhancer__chr2:43355395-43355512	76	47	115	0.4086956
Enhancer__chr2:43355812-43355984	60	86	115	0.7478261
Enhancer__chr2:43357055-43357391	34	63	115	0.5478261
Enhancer__chr2:43358229-43358771	70	73	115	0.6347826
Enhancer__chr2:43359752-43360119	21	66	115	0.5739130
Enhancer__chr2:43361205-43361386	48	65	115	0.5652174
Enhancer__chr2:43361604-43361811	123	115	115	1.0000000
Enhancer__chr2:43363400-43363787	24	63	115	0.5478261
Enhancer__chr2:43364025-43364471	48	54	115	0.4695652
Enhancer__chr2:43367145-43367375	18	85	115	0.7391304
Enhancer__chr2:43379449-43379628	12	35	115	0.3043478
Enhancer__chr2:43385044-43385249	28	87	115	0.7565218
Enhancer__chr2:43385938-43386506	41	79	115	0.6869565
Enhancer__chr2:43390138-43390489	10	68	115	0.5913044
protein_coding__p1@ZFP36L2__chr2:43453734..43453751,-	66	95	115	0.8260869
antisense__NA__chr2:43455028..43455035,+	30	56	115	0.4869565
protein_coding__p1@THADA__chr2:43823119..43823209,-	14	79	115	0.6869565
Enhancer__chr2:43846144-43846165	8	41	115	0.3565217
protein_coding__p1@PLEKHH2__chr2:43864387..43864472,+	34	99	115	0.8608696
protein_coding__p1@DYNC2LI1__chr2:44001172..44001230,+	16	72	115	0.6260870
protein_coding__p2@ABCG5__chr2:44065971..44065983,-	20	40	115	0.3478261
protein_coding__p1@ABCG8__chr2:44066101..44066124,+	42	68	115	0.5913044
protein_coding__p2@LRPPRC__chr2:44223138..44223149,-	16	61	115	0.5304348
Enhancer__chr2:44362673-44362844	21	63	115	0.5478261
Enhancer__chr2:44370877-44371159	19	62	115	0.5391304
div_pc__NA__chr2:44395039..44395088,+	32	80	115	0.6956522
div_lnc__NA__chr2:44395527..44395539,-	30	63	115	0.5478261
protein_coding__p2@SLC3A1__chr2:44502597..44502609,+	20	72	115	0.6260870
protein_coding__p4@PREPL__chr2:44588893..44588960,-	84	89	115	0.7739130
protein_coding__p1@CAMKMT__chr2:44589036..44589149,+	22	60	115	0.5217391
Enhancer__chr2:45017050-45017056	12	41	115	0.3565217
Enhancer__chr2:45028438-45028723	96	75	115	0.6521739
Enhancer__chr2:45030101-45030473	18	97	115	0.8434783
Enhancer__chr2:45063166-45063621	44	52	115	0.4521739
Enhancer__chr2:45064476-45064840	14	51	115	0.4434783
Enhancer__chr2:45065314-45065642	38	41	115	0.3565217
intergenic__p1@ENST00000437916__chr2:45166354..45166379,-	48	90	115	0.7826087
div_pc__p1@SIX3__chr2:45168875..45168916,+	16	41	115	0.3565217
div_lnc__p1@ENST00000419364__chr2:45169039..45169058,-	62	108	115	0.9391304
Enhancer__chr2:45160125-45160245	72	68	115	0.5913044
Enhancer__chr2:45160746-45160936	63	75	115	0.6521739
Enhancer__chr2:45161073-45161475	71	81	115	0.7043478
Enhancer__chr2:45164223-45164580	58	93	115	0.8086957
Enhancer__chr2:45164818-45165169	92	81	115	0.7043478
intergenic__NA__chr2:45181802..45181808,+	29	62	115	0.5391304
Enhancer__chr2:45176497-45176546	42	65	115	0.5652174
Enhancer__chr2:45177079-45177275	58	71	115	0.6173913
Enhancer__chr2:45225232-45225342	26	64	115	0.5565217
protein_coding__p1@SIX2__chr2:45236540..45236577,-	10	70	115	0.6086956
intergenic__NA__chr2:45241294..45241329,-	13	43	115	0.3739130
intergenic__NA__chr2:45395941..45395969,+	22	76	115	0.6608695
Enhancer__chr2:45405025-45405418	9	21	115	0.1826087
Enhancer__chr2:45411635-45411970	17	79	115	0.6869565
Enhancer__chr2:45464369-45464490	26	75	115	0.6521739
Enhancer__chr2:45486924-45487080	15	81	115	0.7043478
intergenic__NA__chr2:45550513..45550552,-	17	65	115	0.5652174
protein_coding__p1@SRBD1__chr2:45838374..45838418,-	42	71	115	0.6173913
Enhancer__chr2:45870946-45871356	11	37	115	0.3217391
protein_coding__p1@PRKCE__chr2:45878407..45878491,+	19	94	115	0.8173913
antisense__NA__chr2:45902570..45902573,-	22	65	115	0.5652174
antisense__NA__chr2:46395118..46395141,-	9	71	115	0.6173913
Enhancer__chr2:46451921-46452099	12	33	115	0.2869565
Enhancer__chr2:46452124-46452363	60	71	115	0.6173913
Enhancer__chr2:46456791-46456944	18	94	115	0.8173913
Enhancer__chr2:46483860-46484088	19	57	115	0.4956522
protein_coding__NA__chr2:46520817..46520822,+	14	36	115	0.3130435
intergenic__p1@ENST00000418415__chr2:46621340..46621359,-	7	20	115	0.1739130
Enhancer__chr2:46636668-46636826	12	92	115	0.8000000
Enhancer__chr2:46639844-46640062	25	66	115	0.5739130
protein_coding__p3@LOC388946__chr2:46656327..46656345,+	18	99	115	0.8608696
antisense__NA__chr2:46726853..46726854,+	18	70	115	0.6086956
protein_coding__NA__chr2:46768945..46768959,+	30	56	115	0.4869565
