unique_id	wt_id	SNP	rna_3_wt_med	rna_4_wt_med	rna_5_wt_med	rna_6_wt_med	rna_7_wt_med	rna_8_wt_med	rna_9_wt_med	rna_10_wt_med	rna_11_wt_med	rna_12_wt_med	rna_13_wt_med	rna_14_wt_med	combined_wt_med	rna_3_snp_med	rna_4_snp_med	rna_5_snp_med	rna_6_snp_med	rna_7_snp_med	rna_8_snp_med	rna_9_snp_med	rna_10_snp_med	rna_11_snp_med	rna_12_snp_med	rna_13_snp_med	rna_14_snp_med	combined_snp_med	rna_3_l2fc	rna_4_l2fc	rna_5_l2fc	rna_6_l2fc	rna_7_l2fc	rna_8_l2fc	rna_9_l2fc	rna_10_l2fc	rna_11_l2fc	rna_12_l2fc	rna_13_l2fc	rna_14_l2fc	combined_l2fc	rna_3_pval	rna_4_pval	rna_5_pval	rna_6_pval	rna_7_pval	rna_8_pval	rna_9_pval	rna_10_pval	rna_11_pval	rna_12_pval	rna_13_pval	rna_14_pval	combined_pval	rna_3_padj	rna_4_padj	rna_5_padj	rna_6_padj	rna_7_padj	rna_8_padj	rna_9_padj	rna_10_padj	rna_11_padj	rna_12_padj	rna_13_padj	rna_14_padj	combined_padj	rna_3_sig	rna_4_sig	rna_5_sig	rna_6_sig	rna_7_sig	rna_8_sig	rna_9_sig	rna_10_sig	rna_11_sig	rna_12_sig	rna_13_sig	rna_14_sig	combined_sig	downsamp_sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.0.0	rs11829968	-0.9957513140507084	-1.1725693677960218	-1.1323492938234334	-1.1570887539766346	-1.3001953956316363	-1.0982683320953035	-0.9838388935347366	-0.9601999926687081	-0.967912686084145	-1.2050701207666652	-0.7594208816994645	-1.0721318029781657	-1.0670664029254686	-1.023572503297257	-1.1364701780038318	-1.2143781312118147	-1.0884313956561624	-1.3499776103866346	-0.8711493991565507	-1.2729067016212081	-1.0552913492470346	-1.0925012148501991	-1.451934649169719	-1.417973328982297	-0.8845389942784775	-1.1549271213217656	-0.027821189246548528	0.03609918979219007	-0.08202883738838129	0.06865735832047215	-0.04978221475499822	0.22711893293875285	-0.2890678080864715	-0.09509135657832646	-0.12458852876605409	-0.24686452840305373	-0.6585524472828326	0.1875928086996882	-0.08786071839629694	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	rs7329823	0.2591079740596114	0.6250768148225309	0.668449486286967	0.3521989916239585	0.5226224066864759	0.7435346104016383	0.7859915704597492	0.7456710182540895	0.7697854760014596	0.5633204185513301	0.9449871139702389	0.8913904408706507	0.6560113601657249	1.589121389475757	1.9093689000921739	1.6165440946405645	1.5220843059521416	1.554458713873701	1.6344268082869622	1.9245649826127709	1.7620032343133007	1.538395043441308	1.6693196270691724	1.425263343645145	1.5298365435752783	1.63961558224819	1.3300134154161456	1.2842920852696431	0.9480946083535975	1.169885314328183	1.0318363071872252	0.8908921978853239	1.1385734121530215	1.0163322160592112	0.7686095674398484	1.1059992085178423	0.480276229674906	0.6384461027046276	0.9836042220824646	4.77393269186e-07	6.76305944647e-07	0.000104264461287	5.66885732617e-06	5.88658815831e-07	2.15438690979e-08	1.75892558936e-07	0.000137117000352	1.35890743059e-05	1.75236973871e-06	0.000116396943443	0.000889602493713	2.92549969266e-52	0.000337994434584	0.000503171622818	0.0776770236589	0.00417794784939	0.000454444605821	1.64595159908e-05	0.000129984601053	0.099684059256	0.0105043544384	0.00137561024488	0.0895092495077	0.693000342602	2.45156874245e-49	sig	sig	not sig	sig	sig	sig	sig	not sig	sig	sig	not sig	not sig	sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	rs7324188	0.2591079740596114	0.6250768148225309	0.668449486286967	0.3521989916239585	0.5226224066864759	0.7435346104016383	0.7859915704597492	0.7456710182540895	0.7697854760014596	0.5633204185513301	0.9449871139702389	0.8913904408706507	0.6560113601657249	0.11166613572454874	0.21871573404611108	-0.05030084816336195	-0.1267239443214842	0.09042987433914998	0.3742232553847533	0.23433549440210602	0.3752298754815514	0.21247898162078738	0.35678295413992256	0.27834035369343424	0.22549169399950172	0.1917224633622517	-0.14744183833506264	-0.40636108077641975	-0.718750334450329	-0.4789229359454427	-0.4321925323473259	-0.36931135501688495	-0.5516560760576432	-0.37044114277253815	-0.5573064943806723	-0.20653746441140752	-0.6666467602768047	-0.6658987468711489	-0.46428889680347346	0.757452311924	0.0296152123457	0.0249397487324	0.326996172605	0.141483179219	0.13967914143	0.0120431385799	0.0440018610392	0.0296152123457	0.125844655769	0.0057923255826	0.039939114746	4.45615579685e-07	1	1	1	1	1	1	1	1	1	1	1	1	0.000373425855776	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.3.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	rs35891640	0.2591079740596114	0.6250768148225309	0.668449486286967	0.3521989916239585	0.5226224066864759	0.7435346104016383	0.7859915704597492	0.7456710182540895	0.7697854760014596	0.5633204185513301	0.9449871139702389	0.8913904408706507	0.6560113601657249	1.9931312701065953	2.094975651788434	1.8667810407964576	1.730565084797934	1.9482345954504523	2.016699571731902	1.9606975045303212	2.3384325229749807	2.0196343489987996	2.0039049713413477	1.9643754666004662	2.1131441016415993	2.004214677563274	1.734023296046984	1.4698988369659034	1.1983315545094906	1.3783660931739754	1.4256121887639766	1.2731649613302636	1.1747059340705719	1.5927615047208912	1.2498488729973398	1.4405845527900176	1.0193883526302274	1.2217536607709487	1.3482033173975492	5.8094165088e-08	9.84020831162e-09	1.5208503355e-07	3.12503971844e-07	5.52754458971e-10	3.46395922999e-09	5.52754458971e-10	4.99679411993e-08	1.57825746834e-08	7.40729972622e-11	1.99366201481e-08	6.60792836258e-09	1.02594468341e-84	4.11306688823e-05	7.32111498385e-06	0.000113303349995	0.000230315427249	4.26726442325e-07	2.64646485171e-06	4.08485545179e-07	3.63266932519e-05	1.21999302302e-05	5.81473028508e-08	1.53312608939e-05	5.14757619445e-06	8.59741644698e-82	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.4.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	rs7324189	0.2591079740596114	0.6250768148225309	0.668449486286967	0.3521989916239585	0.5226224066864759	0.7435346104016383	0.7859915704597492	0.7456710182540895	0.7697854760014596	0.5633204185513301	0.9449871139702389	0.8913904408706507	0.6560113601657249	0.08621875102876751	0.4882815725203187	0.5975171953306218	0.21426779291850115	0.6919650565616171	0.682702335573796	0.9192182255042357	0.9613032910405244	0.5625006579563756	0.7028808859228239	0.6790621828140142	0.6627729787116443	0.6040575771569368	-0.17288922303084386	-0.13679524230221218	-0.07093229095634523	-0.13793119870545736	0.16934264987514125	-0.06083227482784226	0.1332266550444865	0.21563227278643482	-0.20728481804508403	0.13956046737149386	-0.26592493115622473	-0.22861746215900636	-0.0519537830087883	0.840380101088	0.727009731456	0.742179092338	0.861430881609	0.452098798395	0.732052639825	0.788276589059	0.253741740693	0.536806685117	0.282745459933	0.259370210024	0.609884951243	0.816458469531	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.4.1	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	rs7329823,rs7324188,rs35891640,rs7324189	0.2591079740596114	0.6250768148225309	0.668449486286967	0.3521989916239585	0.5226224066864759	0.7435346104016383	0.7859915704597492	0.7456710182540895	0.7697854760014596	0.5633204185513301	0.9449871139702389	0.8913904408706507	0.6560113601657249	2.2227296203653895	2.370078564778939	2.2100216822902388	1.991966125297185	2.104157436346599	2.089399837492791	2.089558046041458	2.007929753667926	2.2220372202865053	2.3969489662920713	2.346971326711766	2.1581246572370674	2.184160269733995	1.963621646305778	1.7450017499564083	1.5415721960032718	1.6397671336732265	1.5815350296601234	1.3458652270911526	1.3035664755817087	1.2622587354138366	1.4522517442850456	1.8336285477407412	1.4019842127415272	1.2667342163664168	1.5281489095682697	3.30166096949e-10	3.46395922999e-09	6.55420316999e-10	3.68889472684e-08	7.40729972622e-11	8.85463967688e-11	1.39854909491e-09	3.98069788177e-08	1.08804472643e-09	1.08960636655e-11	9.67857429079e-11	1.2859458219e-09	1.33379833542e-97	6.40522228081e-08	6.99719764457e-07	1.30428643083e-07	6.97201103372e-06	1.51849644387e-08	1.77978257505e-08	2.79709818981e-07	7.76236086946e-06	2.24137213645e-07	2.26638124243e-09	1.98410772961e-08	2.64904839311e-07	3.0277222214e-95	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	rs73457071	-1.262724795383399	-1.2975182078903449	-1.3486192147119451	-1.225450063359944	-0.9627353939705343	-1.208607715990495	-1.232278822836704	-1.442804251379685	-1.1243938259111452	-1.0219419511207308	-0.970358539296192	-1.094434776799639	-1.1826556298875632	-1.0647003002693087	-0.7374415714590157	-0.6274513611495971	-0.5306919865605493	-0.7985631176151283	-0.8924016260775257	-0.6848216489928141	-0.5132622408345764	-0.8653438183107693	-0.7921203485257736	-0.6735516139013854	-0.6525738188201433	-0.7360769543763821	0.19802449511409037	0.5600766364313292	0.721167853562348	0.6947580767993948	0.164172276355406	0.3162060899129694	0.54745717384389	0.9295420105451087	0.2590500076003759	0.2298216025949572	0.2968069253948066	0.44186095797949565	0.44657867551118097	NA__no_active_tile	NA__no_active_tile	0.379136386009	0.90381429355	0.747262025795	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	0.13611090909	0.259370210024	0.485461917178	NA__no_active_tile	NA__no_active_tile	1	1	1	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	1	1	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	not sig	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.2.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	rs79204554	-1.262724795383399	-1.2975182078903449	-1.3486192147119451	-1.225450063359944	-0.9627353939705343	-1.208607715990495	-1.232278822836704	-1.442804251379685	-1.1243938259111452	-1.0219419511207308	-0.970358539296192	-1.094434776799639	-1.1826556298875632	-1.1755212262037842	-0.966479273019359	-1.205410689843455	-1.000068722466412	-0.8823435110950476	-0.7784431954232619	-0.9595871522820536	-0.8477866234912751	-0.7725368440666024	-0.7922715335619785	-0.8158424758814207	-0.7356977742576656	-0.9109990851326929	0.08720356917961491	0.3310389348709859	0.14320852486849023	0.22538134089353212	0.08039188287548671	0.4301645205672332	0.2726916705546505	0.59501762788841	0.35185698184454284	0.22967041755875228	0.1545160634147713	0.3587370025419734	0.2716565447548703	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.3.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	rs12876699	-1.262724795383399	-1.2975182078903449	-1.3486192147119451	-1.225450063359944	-0.9627353939705343	-1.208607715990495	-1.232278822836704	-1.442804251379685	-1.1243938259111452	-1.0219419511207308	-0.970358539296192	-1.094434776799639	-1.1826556298875632	-0.9498999759963724	-1.215431609046013	-0.8809691687409351	-1.0608535157796335	-1.2351765193535962	-1.4130455867460432	-1.3069289276698597	-1.0342925568437482	-0.9807678661115642	-0.8982691184774417	-1.0154350235161165	-1.1520870999235346	-1.0952630806837382	0.31282481938702666	0.08208659884433178	0.46765004597101	0.16459654758031061	-0.27244112538306187	-0.2044378707555481	-0.0746501048331556	0.40851169453593683	0.14362595979958104	0.1236728326432891	-0.045076484219924495	-0.05765232312389568	0.08739254920382504	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.3.1	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	rs73457071,rs79204554,rs12876699	-1.262724795383399	-1.2975182078903449	-1.3486192147119451	-1.225450063359944	-0.9627353939705343	-1.208607715990495	-1.232278822836704	-1.442804251379685	-1.1243938259111452	-1.0219419511207308	-0.970358539296192	-1.094434776799639	-1.1826556298875632	-1.1291329042020564	-1.0854415813443965	-1.0006543321410155	-1.3012950045057934	-1.3773384451573556	-1.2773996602055497	-0.9017734346638944	-1.2917668135755451	-1.3263604785998564	-1.142685988233818	-1.3079396806209396	-1.0721318029781657	-1.1844933438523657	0.13359189118134274	0.2120766265459484	0.3479648825709296	-0.07584494114584928	-0.4146030511868213	-0.06879194421505463	0.3305053881728097	0.15103743780413992	-0.20196665268871117	-0.12074403711308723	-0.3375811413247476	0.022302973821473282	-0.0018377139648022938	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr14:101159639..101159753,-__2241.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159639..101159753,-__2241.1.0.0	rs9671394	2.432979974280926	2.907773519857037	2.327880852818895	2.301023114750154	2.4125142527598786	2.409650153666363	1.469804346200613	1.8606422776417078	2.364221200410997	2.4232734190165024	2.260296746862605	2.366257185321757	2.2946930869656197	1.7979371278113685	2.1384065085346657	1.8037808406733733	1.6516955237403597	1.7773370428041773	1.832219501574493	1.1502649919934391	1.0985047817228004	1.815261544655271	1.7939348150364405	1.6799745226082692	1.8560032823707413	1.6996100402937835	-0.6350428464695577	-0.7693670113223714	-0.5241000121455217	-0.6493275910097944	-0.6351772099557014	-0.5774306520918697	-0.31953935420717383	-0.7621374959189073	-0.5489596557557259	-0.6293386039800619	-0.5803222242543358	-0.5102539029510158	-0.5950830466718365	0.000751093855117	5.95166561664e-05	0.00086866520518	0.00167824394514	0.000303956631358	4.98941474284e-06	0.0316863885398	1.2780782346e-05	0.000911503005752	3.85703616239e-06	0.00133155906714	0.00160288548718	6.13132689214e-32	0.531774449423	0.0442803921878	0.647155577859	1	0.234654519409	0.00381191286353	1	0.00929162876551	0.704591823446	0.00302777338748	1	1	5.13805193562e-29	not sig	sig	not sig	not sig	not sig	sig	not sig	sig	not sig	sig	not sig	not sig	sig	sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr14:55574540..55574654,-__2242.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:55574540..55574654,-__2242.1.0.0	rs17253695	-1.2783768868793808	-1.3547548180873905	-1.2448502318764865	-1.8607226221878117	-1.2270168305495506	-1.2263172393271422	-1.3279707427856922	-1.4866003038501965	-1.7974946119733242	-1.7788990330385	-1.0631796644635692	-1.615259730102915	-1.4384535595934966	-0.7717060130381239	-0.9218904162296593	-1.4167068550345523	-1.2556072078222942	-1.0435311656847022	-1.3410814026424633	-1.2552832653305144	-1.4967055581843216	-1.0216701433687887	-1.0538404807532062	-1.4600085926063129	-0.6698457290052695	-1.142323069141684	0.5066708738412569	0.43286440185773123	-0.17185662315806582	0.6051154143655175	0.1834856648648484	-0.11476416331532113	0.07268747745517778	-0.010105254334125124	0.7758244686045355	0.7250585522852937	-0.39682892814274373	0.9454140010976455	0.29613049045181256	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr14:75741656..75741770,-__2243.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741656..75741770,-__2243.1.0.0	rs1569328	-0.8773738251019603	-1.118865224384555	-0.8786375956778376	-1.2363867383899643	-1.1525957884401978	-1.0031949593903409	-1.1494045308924759	-1.1157877024561884	-1.0102853382097177	-0.8278783424116845	-0.9239239107295167	-0.9155254523897418	-1.0174882840395152	-1.1637162069748497	-1.111348700897254	-1.2189462649988725	-1.6701626879444906	-1.140171560905082	-1.1116513152114322	-1.0711886798521182	-1.1366511877528689	-1.1125912482139477	-1.3004249896484312	-1.0872100859873786	-1.099191536018507	-1.1852712053671028	-0.2863423818728894	0.007516523487300919	-0.3403086693210349	-0.43377594955452636	0.01242422753511585	-0.10845635582109137	0.07821585104035766	-0.020863485296680473	-0.10230591000423006	-0.4725466472367468	-0.16328617525786182	-0.18366608362876513	-0.16778292132758765	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	0.00480682187369	0.113101776132	NA__no_active_tile	0.00360767791159	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	1	1	NA__no_active_tile	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	not sig	NA__too_many_rep_NAs	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr16:75410614..75410728,-__2245.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:75410614..75410728,-__2245.1.0.0	rs8054586	-1.6154137909273425	-1.1092009215630774	-1.1672595272806987	-1.2025201049998508	-1.448047981875736	-1.3551162586159213	-1.061440596657854	-1.564672361455988	-1.6957894377322091	-1.2030931634229145	-1.3571501287869927	-1.7784302789851747	-1.3798445460253135	-0.8624893657868179	-1.6103828116667844	-1.5239344507492218	-1.5587062220493746	-1.7184900542164443	-1.0257168713038107	-1.1158747995558118	-1.226424391948182	-1.27671944480606	-2.303916774737212	-1.3913546437922584	-1.8051857155620856	-1.4515996288478386	0.7529244251405246	-0.5011818901037071	-0.35667492346852314	-0.35618611704952374	-0.2704420723407084	0.3293993873121106	-0.05443420289795786	0.338247969507806	0.4190699929261492	-1.1008236113142973	-0.03420451500526567	-0.02675543657691093	-0.07175508282252531	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__not_enough_barcodes	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__no_active_tile	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Enhancer.flip.sense__chr18:21417670..21417784,-__2246.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr18:21417670..21417784,-__2246.1.0.0	rs4800516	-0.37824023538882845	-0.25364243905920747	-0.34145971873668096	-0.6762613174584697	-0.5383776726247882	-0.5185144660406557	-0.5568050995485014	-0.7558722950074408	-0.5623307553498282	-0.5516919732344587	-0.4907315465215982	-0.6101821044602412	-0.5195091352858916	-0.8415425562496943	-0.6809212668800146	-0.6735931336836395	-0.6205582965702102	-0.5250761008096	-0.39262771114074224	-0.7330610908891858	-0.7518200243537737	-0.4982737051718765	-0.35923330711676105	-0.5985998098217548	-0.5345918563344485	-0.6008249049184752	-0.46330232086086587	-0.42727882782080717	-0.3321334149469585	0.055703020888259513	0.013301571815188207	0.1258867548999134	-0.17625599134068437	0.004052270653667089	0.06405705017795171	0.19245866611769769	-0.10786826330015653	0.07559024812579274	-0.08131576963258351	0.113101776132	0.116187990183	0.162586850726	0.657696241675	0.677233097055	0.572794651112	0.809021331888	0.757455001208	0.716953652062	0.232080506959	0.313917214294	0.716953652062	0.404714804001	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.1.0	WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.0.0	rs118025673	-0.6792519111135478	-0.21613702028984857	-0.3020557957095506	-0.5312551653294401	-0.15547724033814703	-0.17866543048558214	-0.27405072375500983	-0.4960371037953133	-0.3494588494558093	-0.07996987606314976	-0.39789830066247656	-0.1876515641932608	-0.3206590817659279	-0.15381153173416542	0.23122602384713686	0.09521195575238163	0.015089042172886109	0.08528368447991945	-0.19315847010664006	-0.18284304328074985	0.09701805079557496	0.3211260393708085	0.017209844440312226	-0.023728454534651573	-0.2154980300830628	0.007760425926645838	0.5254403793793824	0.44736304413698547	0.3972677514619322	0.5463442075023262	0.2407609248180665	-0.014493039621057913	0.09120768047425998	0.5930551545908882	0.6705848888266178	0.09717972050346199	0.374169846127825	-0.027846465889802025	0.32841950769257383	0.175048880887	0.340423946445	0.285759223278	0.63839046467	0.652843982252	0.87199428352	0.829894465792	0.0515422504639	0.0906800339379	0.757455001208	0.468411351413	0.809021331888	0.437126500482	1	1	1	1	1	1	1	1	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig	not sig
