SNP	unique_id	HepG2_ref_activ	HepG2_alt_activ	HepG2_effect_size	HepG2_padj	HepG2_sig_status	HepG2_downsampled_sig_status	K562_ref_activ	K562_alt_activ	K562_effect_size	K562_padj	K562_sig_status
rs3755061	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:220325375..220325489,+__1360.1.1.0	0.9053919204307729	0.7842843101710303	-0.12110761025974252	1.0	not sig	not sig	0.44642264718821717	0.42508963897330265	-0.021333008214914517	1.0	not sig
rs150821427	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.1.0	3.3620756217628145	3.0170937498259547	-0.34498187193686	0.012013496200494102	sig	not sig	2.6542060404395085	2.337726600907166	-0.3164794395323421	1.0	not sig
rs7298989	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:6745090..6745204,-__1367.1.1.0	-0.646982636782185	-0.7480463849377496	-0.10106374815556458	1.0	not sig	not sig	-0.610607887322338	-0.579459839561726	0.03114804776061192	1.0	not sig
rs12847396	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:114827744..114827858,+__1368.1.1.0	-1.5618623973514971	-1.7004636910431572	-0.13860129369166027				-1.8100303501238608	-1.6061663024539021	0.20386404766995853		
rs75432828	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr14:100772772..100772886,-__1371.1.1.0	0.09924361533797359	1.2890680122149345	1.189824396876961				1.4444609165608928	0.6198241970422582	-0.8246367195186347		
rs539171055	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr14:100772772..100772886,-__1371.1.2.0	0.09924361533797359	0.37089678683166594	0.27165317149369234				1.4444609165608928	0.07267123451459151	-2.1490623823805937		
rs75432828,rs539171055	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr14:100772772..100772886,-__1371.1.2.1	0.09924361533797359	-0.15442224845991362	-0.2536658637978872				1.4444609165608928				
rs7173647	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr15:90744482..90744596,+__1374.1.1.0	1.7182210100840967	1.650534369406187	-0.06768664067790957	1.0	not sig	not sig	2.4831482403987657	2.405166897903415	-0.07798134249535027	1.0	not sig
rs7173647,rs7175006	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr15:90744482..90744596,+__1374.1.1.1	1.7182210100840967	1.8581396124153196	0.13991860233122308	1.0	not sig	not sig	2.4831482403987657	2.50079614831438	0.017647907915614325	1.0	not sig
rs75517044	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:64173609..64173723,+__1375.1.1.0	-0.16059733067686002	0.10606235446878244	0.2666596851456425	1.0	not sig	not sig	-1.6478603792435607	-1.7332250921462917	-0.08536471290273123		
rs2294943	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:19577983..19578097,-__1377.1.1.0	1.8437369442260854	3.595811239901074	1.7520742956749888				2.0455712818194582	2.9009242492294476	0.8553529674099889		
rs6680255	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:19577983..19578097,-__1377.1.2.0	1.8437369442260854	3.5964265085137814	1.7526895642876965				2.0455712818194582	2.79467251042169	0.7491012286022317		
rs17523685	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:19577983..19578097,-__1377.1.3.0	1.8437369442260854	2.953865571419891	1.1101286271938062				2.0455712818194582	2.445545458207649	0.3999741763881902		
rs2294943,rs6680255,rs17523685	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:19577983..19578097,-__1377.1.3.1	1.8437369442260854	3.114063241868724	1.2703262976426384				2.0455712818194582	2.111426744309808	0.06585546249034913		
rs45486998	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr20:44441554..44441668,+__1379.1.1.0	-1.0309497886445884	-0.9936490399608312	0.0373007486837575				-2.335434383566769	-1.8724306611675083	0.4630037223992599		
rs111341344	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr2:264820..264934,+__1382.1.1.0	1.678034642196092	0.1826091887395549	-1.4954254534565372				0.9758788453241123	0.9707786225787811	-0.005100222745331118		
rs4854300	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr2:264820..264934,+__1382.1.2.0	1.678034642196092	1.552154834667724	-0.12587980752836767				0.9758788453241123	1.4641950403789976	0.48831619505488527		
rs111341344,rs4854300	WILDTYPE_SNP_PLUS_HAPLO__mrna.flip.sense__chr2:264820..264934,+__1382.1.2.1	1.678034642196092	0.7605534830449593	-0.917481159151133				0.9758788453241123	1.6121768386245574	0.6362979933004451		
rs35656124	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr4:186732868..186732982,-__1385.1.1.0	-1.3848531805722344	-1.2542595458596049	0.13059363471262944				-2.6112783606388392	-2.2692299885545046	0.3420483720843343		
rs17323034	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr4:119606468..119606582,+__1392.1.1.0	3.2895775738671413	3.218337382532567	-0.07124019133457386	1.0	not sig	not sig	2.9224313521099745	2.950698742876434	0.028267390766459843	1.0	not sig
rs17323034,rs17050450	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr4:119606468..119606582,+__1392.1.1.1	3.2895775738671413	3.321671954967478	0.0320943811003361	1.0	not sig	not sig	2.9224313521099745	2.9328093611992316	0.010378009089256734	1.0	not sig
rs7219079	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr17:4458644..4458758,-__1394.1.1.0	1.4043172364953158	1.3749385925836861	-0.029378643911630014	1.0	not sig	not sig	1.898916168691453	1.743869521552066	-0.15504664713938704	1.0	not sig
ss1388081888	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:8834116..8834230,+__1396.1.1.0	-0.6819470241335769	-0.9104329046638077	-0.2284858805302307	0.018838157657980265	sig	not sig	-1.1438239186455852	-2.0384220316058226	-0.8945981129602374	1.0	not sig
ss1388081889	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:8834116..8834230,+__1396.1.2.0	-0.6819470241335769	-0.6756745927998319	0.0062724313337449294	1.0	not sig	not sig	-1.1438239186455852	-1.1827276221880605	-0.038903703542475354	1.0	not sig
ss1388081888,ss1388081889	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr12:8834116..8834230,+__1396.1.2.1	-0.6819470241335769	-0.587959812913148	0.09398721122042897	1.0	not sig	not sig	-1.1438239186455852	-1.366641410299592	-0.222817491654007	1.0	not sig
rs2071225	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:100662878..100662992,-__1398.1.1.0	-0.18987062763045462	-0.8626279990236357	-0.6727573713931813	2.7911913357683348e-27	sig	sig	-0.6513622954270746	-1.719717968649825	-1.0683556732227504	0.0033429078777006687	sig
rs3027585	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:100662878..100662992,-__1398.1.2.0	-0.18987062763045462	-0.5170998679470669	-0.3272292403166122	1.0	not sig	not sig	-0.6513622954270746	-1.39537681742836	-0.7440145220012855	1.0	not sig
rs2071225,rs3027585	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chrX:100662878..100662992,-__1398.1.2.1	-0.18987062763045462	-0.9597084128465845	-0.7698377852161299	7.301890756328916e-16	sig	sig	-0.6513622954270746	-2.0939373883446715	-1.4425750929175967	0.4922738239663021	not sig
rs112664243	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr16:4987114..4987228,-__1401.1.1.0	-0.5049442223092814	0.6974740273431305	1.302387695051525				1.5918727074168568	1.2848479620658455	0.7312448461267502		
rs191389305	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr16:2587909..2588023,+__1404.1.1.0		1.1637688349503919						1.3141047778529868			
rs138529836	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:50017127..50017241,+__1405.1.1.0	1.6514677447858366	-0.7040829943181134	-2.3555507391039496				0.751200897381577	0.3747426263901222	-0.5773753332788344		
rs2253422	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:5932135..5932249,+__1408.1.1.0	1.0834807453909356	0.9547605397070859	-0.1287202056838499				1.4922567461909364	0.9455295047558614	-0.546727241435075		
rs188143833	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:5932135..5932249,+__1408.1.2.0	1.0834807453909356	0.7102678131320492	-0.3732129322588867				1.4922567461909364	1.1315018863116884	-0.8893720632899706		
rs2253422,rs188143833	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:5932135..5932249,+__1408.1.2.1	1.0834807453909356	1.0099108396478342	-0.07356990574310165				1.4922567461909364	1.7321921650742633	0.23993541888332687		
rs141394498	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:116286634..116286748,-__1409.1.1.0	-1.4068743941820918	-1.1135748258279585	0.2932995683541337				-1.58825744015415	-1.9442283374937928	-0.3559708973396426		
rs56729718,rs141394498	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:116286634..116286748,-__1409.1.1.1	-1.4068743941820918	-1.0657136990442275	0.34116069513786434				-1.58825744015415	-1.8076619995823935	-0.2194045594282436		
rs367729754	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr6:30584985..30585099,-__1411.1.1.0	1.847961232679664	1.5506740964010488	-0.29728713627861536	1.907809714032099e-07	sig	not sig	1.7407696058166007	1.153684122770081	-0.5870854830465195	0.172642305536681	not sig
rs4970765	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:110009111..110009225,+__1412.1.1.0	-0.17706809220254108	-0.35529216508397415	-0.17822407288143308	1.0	not sig	not sig	-0.6759369873030914	-0.5742635253864744	0.10167346191661703	1.0	not sig
rs4970765	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:110009143..110009257,+__1413.1.1.0	-0.8115319798522718	-0.6737319891284562	0.13779999072381546	1.0	not sig	not sig	-2.1274672268831023	-2.287042955735506	-0.15957572885240362		
rs17552394	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:11159873..11159987,-__1414.1.1.0	1.996908550264016	2.370095283955362	0.3731867336913462	7.754632626034653e-05	sig	not sig	1.7588814054283533	2.057727791864456	0.29884638643610295	1.0	not sig
rs1797052	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:145727624..145727738,+__1416.1.1.0	-1.6900950286728869	-1.845978742384589	-0.1558837137117016				-3.0538905202433813	-2.682106177840568	0.3717843424028129		
rs267738	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:150940574..150940688,-__1417.1.1.0	-1.0822339024365857	-0.7590343285341438	0.3231995739024422	1.0	not sig	not sig	-2.57855068188483	-2.6143429215928986	-0.03579223970806866		
rs2666826	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:155658069..155658183,-__1418.1.1.0	2.483643509794572	2.5905724994072616	0.10692898961268904	1.0	not sig	not sig	0.9752653577508548	1.248877271231095	0.2736119134802403	1.0	not sig
rs3806415	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr1:156698202..156698316,-__1419.1.1.0	1.9612436781204448	2.209256843791272	0.24801316567082685	1.0	not sig	not sig	2.448103537230594	2.564589919327637	0.1164863820970431	1.0	not sig
rs3806415	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr1:156698181..156698295,+__1420.1.1.0	1.4188897398551648	1.6364810215418226	0.21759128168665817	0.09113659812377685	not sig	not sig	2.258666332219959	2.4745909142835063	0.21592458206354725	1.0	not sig
rs11264799	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:157670668..157670782,-__1421.1.1.0	-1.6135478706971815	-1.242532617930286	0.37101525276689534				-2.475141576230187	-0.9015902742399793	1.5735513019902077		
rs2814778	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:159174613..159174727,+__1422.1.1.0	-1.779893101602724	-1.8300979839872065	-0.05020488238448284				-1.472454373389782	-1.1486724649782567	0.32378190841152504		
rs2251746	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:159272046..159272160,+__1423.1.1.0	-1.4413545551380282	-1.4380261015490146	0.003328453589013347				-1.6224525324410068	-2.673873252970762	-1.0514207205297552		
rs186023662	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:166944741..166944855,-__1424.1.1.0		-1.4173377019474604						-0.09923821427454427			
rs112416021,rs186023662	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:166944741..166944855,-__1424.1.1.1		2.4348073532899392						3.495027280864881			
rs114491252	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:183605164..183605278,+__1425.1.1.0	-0.6819760506081547	-0.648016705960612	0.03395934464754267	1.0	not sig	not sig	-1.61543752511069	-0.6913234867155447	0.9241140383951454		
rs4950928	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:203155796..203155910,-__1426.1.1.0	-0.9417503336687562	-0.4916541358660165	0.45009619780273963	1.0	not sig	not sig	-1.3245178906889112	-1.5331851978757072	-0.20866730718679605		
rs340839	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:214161796..214161910,+__1428.1.1.0	-1.5020423883134526	-1.3526679894461981	0.14937439886725434				-0.7853522534940824	-1.1606499312638636	-0.3752976777697812		
rs1566523	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:21766575..21766689,+__1429.1.1.0	0.36248357207651244	0.190248277395447	-0.17223529468106538	1.0	not sig	not sig	0.055111728411921884	-0.5401337130918237	-0.5952454415037456		
rs2227313	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:2487730..2487844,+__1430.1.1.0	-0.3563161832798538	-0.37314432238682693	-0.016828139106973092	1.0	not sig	not sig	-0.7082933002412364	-1.3378053835146557	-0.6295120832734193	1.0	not sig
rs115208084	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:38156154..38156268,-__1432.1.1.0	-0.1780684661518891	-0.17103632841003294	0.007032137741856137	1.0	not sig	not sig	-0.10503072027084034	-0.8246427772853043	-0.719612057014464	1.0	not sig
rs679742	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:38156154..38156268,-__1432.1.2.0	-0.1780684661518891	-0.05370462931358461	0.12436383683830447	1.0	not sig	not sig	-0.10503072027084034	-0.7931829310306862	-0.6881522107598458	1.0	not sig
rs58877851	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:38156154..38156268,-__1432.1.3.0	-0.1780684661518891	-0.11282664555541838	0.0652418205964707	1.0	not sig	not sig	-0.10503072027084034	-0.6793431997154573	-0.5743124794446169	1.0	not sig
rs115208084,rs679742,rs58877851	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:38156154..38156268,-__1432.1.3.1	-0.1780684661518891	-0.1774678691125028	0.0006005970393862479	1.0	not sig	not sig	-0.10503072027084034	-0.48282310861618416	-0.3777923883453439	1.0	not sig
rs3748643	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:45965599..45965713,-__1433.1.1.0	-0.9697102437409856	-0.629815977602315	0.3398942661386703	1.0	not sig	not sig	-1.6835473064762716	-1.8206857561741892	-0.13713844969791755		
rs835367	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:59762425..59762539,+__1435.1.1.0	-0.1899971915218538						1.5639606885052681				
rs17523802	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:8021691..8021805,+__1436.1.1.0	2.1745836893960644	2.186453267083912	0.011869577687847762	1.0	not sig	not sig	1.799896666747597	1.7615640994350983	-0.038332567312498816	1.0	not sig
rs226249	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:8021691..8021805,+__1436.1.2.0	2.1745836893960644	1.7916729676715202	-0.38291072172454416	1.0	not sig	not sig	1.799896666747597	1.6155220609508003	-0.1843746057967967	1.0	not sig
rs17523802,rs226249	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:8021691..8021805,+__1436.1.2.1	2.1745836893960644	2.064747585767862	-0.10983610362820252	1.0	not sig	not sig	1.799896666747597	1.528774886099168	-0.2711217806484291	1.0	not sig
rs10047070	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:90098628..90098742,+__1438.1.1.0	-0.1851506805095986	-0.4179170742636047	-0.23276639375400612				-0.2829006223537737	0.20485805557833175	0.4877586779321055		
rs10047070	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:90098668..90098782,+__1439.1.1.0	-0.9145234525316012	-1.0158183476500733	-0.10129489511847228	1.0	not sig	not sig	-1.4050889503302324	-1.6589947899281712	-0.2539058395979386		
rs10047070,rs183209113	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:90098668..90098782,+__1439.1.1.1	-0.9145234525316012	-0.8650580411861483	0.04946541134545288	1.0	not sig	not sig	-1.4050889503302324	-0.9475351689585816	0.4575537813716509		
rs12772979	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr10:1034322..1034436,+__1440.1.1.0	1.6926945080500968	1.235171038664913	-0.4575234693851839	3.21338122738589e-09	sig	not sig	-0.02289825495355463	-0.4749382179270587	-0.4520399629735041	1.0	not sig
rs743572	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:104597135..104597249,-__1441.1.1.0	-1.2610004918017743	-1.593728645393418	-0.3327281535916438				-1.1754310111076705	-1.2207419737115837	-0.04531096260391343		
rs12250188	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:135192695..135192809,+__1442.1.1.0	0.518209717930811	0.8006457675705824	0.28243604963977137				1.1233409440395654	0.17656664863985802	-0.9467742953997076		
rs12250188	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:135192712..135192826,+__1443.1.1.0	1.3505164298772838	1.2143100344715583	-0.13620639540572524	0.28365550263416917	not sig	not sig	2.1384142705527136	1.6656858918740747	-0.4727283786786386	0.7861105620600349	not sig
rs10993994	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:51549473..51549587,+__1444.1.1.0	-2.0011416754692877	-1.698381390427403	0.3027602850418844				-2.892205139192745	-2.5427335799462805	0.3494715592464642		
rs4935176	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:51549473..51549587,+__1444.1.2.0	-2.0011416754692877	-1.680707955415863	0.32043372005342463				-2.892205139192745	-2.361614937194024	0.5305902019987205		
rs10993994,rs4935176	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:51549473..51549587,+__1444.1.2.1	-2.0011416754692877	-1.4450296119502257	0.5561120635190618				-2.892205139192745	-1.6094011994819115	1.2828039397108335		
rs10994860	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:52645352..52645466,-__1445.1.1.0	-1.4307949513047873	-1.6321401350099274	-0.20134518370514043				-2.1849725756249385	-2.8877703935450567	-0.702797817920118		
rs10994860	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:52645397..52645511,-__1446.1.1.0	0.9995900175659506	0.6369836693830583	-0.36260634818289245	0.0009613965313874639	sig	not sig	-1.3667551873052226	-2.213133683867751	-0.8463784965625284		
rs2251039	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:60028845..60028959,+__1447.1.1.0	0.37081865753266885	0.4331712154210496	0.062352557888380705	1.0	not sig	not sig	0.00672227605443293	0.14907003387594883	0.14234775782151587	1.0	not sig
rs2790171	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:60028845..60028959,+__1447.1.2.0	0.37081865753266885	0.22511310438045415	-0.14570555315221473	1.0	not sig	not sig	0.00672227605443293	-0.44590543846899655	-0.45262771452342954	1.0	not sig
rs35093457,rs2251039,rs2790171	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr10:60028845..60028959,+__1447.1.2.1	0.37081865753266885	0.414197037739889	0.04337838020722016	1.0	not sig	not sig	0.00672227605443293	0.032778925898971786	0.026056649844538857	1.0	not sig
rs7090365	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:64564400..64564514,+__1448.1.1.0	1.8085020290215645	1.9822960824948543	0.17379405347329002	1.0	not sig	not sig	1.8646069056324706	2.044505075964256	0.17989817033178512	1.0	not sig
rs4417181	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr10:90967036..90967150,-__1449.1.1.0	0.6565101413328209	0.7144405488218847	0.05793040748906373	1.0	not sig	not sig	-0.3099011898778785	-0.2875045339509032	0.022396655926975317	1.0	not sig
rs41302375	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:101454532..101454646,-__1450.1.1.0	-1.1351192201460294	-1.0960848304094715	0.03903438973655807				-1.9446861866429006	-1.790140695320352	0.15454549132254852		
rs11213823	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:111169954..111170068,+__1451.1.1.0	-1.5831860424803563	-1.6783688116143345	-0.09518276913397766				-0.988417388607642	-1.3577282182113508	-0.36931082960370887		
rs651821	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:116662560..116662674,-__1452.1.1.0	-1.4871468168504096	-1.0833176000614568	0.4038292167889527				-3.3960845447847277	-2.3819086591041776	1.0141758856805496		
rs1784559	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:118901547..118901661,-__1453.1.1.0	1.2200733897941165	1.1538257189233248	-0.06624767087079163	1.0	not sig	not sig	2.3263943435733454	2.1575992626819183	-0.16879508089142747	1.0	not sig
rs114116089	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:118901547..118901661,-__1453.1.2.0	1.2200733897941165	1.1035397268466887	-0.11653366294742805	1.0	not sig	not sig	2.3263943435733454	2.365862417521915	0.03946807394856933	1.0	not sig
rs1784559,rs114116089	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr11:118901547..118901661,-__1453.1.2.1	1.2200733897941165	1.3076968776741766	0.0876234878800601	1.0	not sig	not sig	2.3263943435733454	2.3084159853307504	-0.017978358242595305	1.0	not sig
rs3017281	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:125439321..125439435,+__1454.1.1.0	1.4712797888974432	0.906774716954701	-0.5645050719427419				0.7966202652504902	-0.008441959071245009	-1.4274302646762556		
rs11606613	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:129685665..129685779,+__1455.1.1.0	-0.31242200124580566	0.12315951997030866	0.43558152121611426				-0.14998350386598203	0.8823081222634117	1.032291626129394		
rs1829575	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:18287731..18287845,+__1456.1.1.0	-1.0994551789248759	-1.2380884999455986	-0.1386333210207228				-0.9246670934654952	-1.0831761567934644	-0.15850906332796882		
rs11024595	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:18287731..18287845,+__1456.1.2.0	-1.0994551789248759	-1.2541266570757885	-0.15467147815091298				-0.9246670934654952	-2.108042513167448	-1.1833754197019524		
rs2445166	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:18287731..18287845,+__1456.1.3.0	-1.0994551789248759	-1.3137955858581523	-0.2143404069332766				-0.9246670934654952	-2.3471896941911985	-1.4225226007257028		
rs1829575,rs11024595,rs2445166	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr11:18287731..18287845,+__1456.1.3.1	-1.0994551789248759	-1.36173561900247	-0.26228044007759427				-0.9246670934654952	-1.7839266751603602	-0.8592595816948647		
rs3802967	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:18344014..18344128,+__1457.1.1.0	2.3014961569621843	2.399573530043526	0.09807737308134142	1.0	not sig	not sig	1.83969776654112	1.7728869023720744	-0.0668108641690457	1.0	not sig
rs3802967	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:18344034..18344148,+__1458.1.1.0	1.7070674954242395	1.8990013694379861	0.19193387401374665	1.0	not sig	not sig	0.6544409123328527	0.7074741854208445	0.05303327308799172	1.0	not sig
rs78405116	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:1892488..1892602,+__1459.1.1.0	-0.7274910417996788	-0.9542323497919037	-0.22674130799222472	1.0	not sig	not sig	-1.5756579336834764	-1.1371335132593556	0.43852442042412076		
rs4980389	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:1892488..1892602,+__1459.1.2.0	-0.7274910417996788	-0.7203190259886342	0.007172015811044642	1.0	not sig	not sig	-1.5756579336834764	-1.3912988145394238	0.18435911914405245		
rs78405116,rs4980389	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr11:1892488..1892602,+__1459.1.2.1	-0.7274910417996788	-0.743440400596588	-0.01594935879690927	1.0	not sig	not sig	-1.5756579336834764	-1.3325503756157617	0.24310755806771472		
rs71487219	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr11:207356..207470,-__1460.1.1.0	2.3164927434684777	2.155914667769555	-0.16057807569892227	1.0	not sig	not sig	2.867475251377505	2.812902363434608	-0.054572887942896886	1.0	not sig
rs58692051	WILDTYPE_SNP_INDIV__mrna.flip.sense__chr11:207356..207470,-__1460.1.2.0	2.3164927434684777	2.781037175218158	0.4645444317496816	0.9711625665079588	not sig	not sig	2.867475251377505	3.138161852448066	0.2706866010705614	1.0	not sig
rs71487219,rs58692051,rs11245998	WILDTYPE_SNP_PLUS_HAPLO__mrna.flip.sense__chr11:207356..207470,-__1460.1.2.1	2.3164927434684777	1.9767875995496007	-0.3397051439188763	1.0	not sig	not sig	2.867475251377505	2.603586782563201	-0.26388846881430406	1.0	not sig
rs2074038	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:44087929..44088043,+__1461.1.1.0	0.44373206498746703	1.4954363885649278	1.051704323577461	1.80499727424089e-47	sig	sig	-0.6635712717840874	1.9067924244712984	2.5703636962553857	1.1862201719840602e-12	sig
rs2074038	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:44087955..44088069,+__1462.1.1.0	1.1049671799657885	1.7491835272417895	0.6442163472760011	6.495376463123101e-33	sig	sig	1.005356508724116	2.4237859989455486	1.4184294902214327	7.512574520513545e-22	sig
rs7932354	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:46722124..46722238,-__1463.1.1.0	2.217422497488165	2.1324942571229086	-0.08492824036525531	1.0	not sig	not sig	2.53347818074591	2.43817072535087	-0.0953074553950401	1.0	not sig
rs17787930	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:46958249..46958363,+__1464.1.1.0	-0.9818721282233503	-1.3485527494129697	-0.366680621189619				-1.7179158906819492	-1.0791375019025773	0.6387783887793719		
rs77436432,rs17787930	WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr11:46958249..46958363,+__1464.1.1.1	-0.9818721282233503	-1.2173313831187897	-0.23545925489543928				-1.7179158906819492	-1.3786916258011939	0.3392242648807554		
rs116101630	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:506733..506847,-__1465.1.1.0	1.1586906126427925	2.2069012204707943	1.0482106078280016	4.914900338991688e-18	sig	sig	1.1523356136845395	2.3449029146960387	1.1925673010114992	0.0034555081937950546	not sig
rs112360405	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:537447..537561,+__1466.1.1.0	1.0289077665910076	0.9341638967771709	-0.09474386981383671	1.0	not sig	not sig	0.6673753359388639	0.5204071847708496	-0.14696815116801426	1.0	not sig
rs112687793	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:537447..537561,+__1466.1.2.0	1.0289077665910076	0.9933522218893268	-0.03555554470168063	1.0	not sig	not sig	0.6673753359388639	1.0493582853043908	0.381982949365527	1.0	not sig
rs61877795	WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:537447..537561,+__1466.1.3.0	1.0289077665910076	0.8562086966170098	-0.17269906997399764	1.0	not sig	not sig	0.6673753359388639	0.21727194511928194	-0.45010339081958195	1.0	not sig
