unique_id	wt_id	SNP	rna_1_wt_med	rna_2_wt_med	rna_3_wt_med	rna_4_wt_med	combined_wt_med	rna_1_snp_med	rna_2_snp_med	rna_3_snp_med	rna_4_snp_med	combined_snp_med	rna_1_l2fc	rna_2_l2fc	rna_3_l2fc	rna_4_l2fc	combined_l2fc	rna_1_pval	rna_2_pval	rna_3_pval	rna_4_pval	combined_pval	rna_1_padj	rna_2_padj	rna_3_padj	rna_4_padj	combined_padj	rna_1_sig	rna_2_sig	rna_3_sig	rna_4_sig	combined_sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr3:12838101..12838215,+__1238.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:12838101..12838215,+__1238.1.0.0	rs114757581,rs78302043	1.953926114282114	-0.08450147665320976	1.8431666128991404	3.3520993175229843	1.7661726420127573	0.08052750528487991	1.2310896521721408	1.7528107735659688	0.17734936863351208	0.8104443249141254	-1.873398608997234	1.3155911288253506	-0.0903558393331716	-3.174749948889472	-0.9557283170986318	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.0.0	rs549281862		-1.065996222080459	2.069869234479669	-1.8659350775854653	-0.28735402172875174	-0.04758287415045048	-0.9613951679047281	-0.0340625509280334	0.30274230786075895	-0.18507457128061328		0.10460105417573096	-2.1039317854077026	2.168677385446224	0.056448884738084106	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.0.0	rs184467783		-1.065996222080459	2.069869234479669	-1.8659350775854653	-0.28735402172875174		2.338150769767484	0.6413171097069422	2.365454929069926	1.7816409361814507		3.4041469918479432	-1.428552124772727	4.231390006655391	2.0689949579102023	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:94124143..94124257,-__1239.1.0.0	rs549281862,rs184467783		-1.065996222080459	2.069869234479669	-1.8659350775854653	-0.28735402172875174	-1.2652797726008065	1.7868828523149234	3.1056988724611783	1.4238519704167618	1.2627884806480143		2.8528790743953825	1.035829637981509	3.289787048002227	2.392831920126373	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.0.0	rs111634786	-0.4185132632703292	-1.0054883489532918	-0.9579191225823716	-2.258819414084728	-1.1601850372226803	0.9801278749843082	1.3295729827141858	1.9075784938574698	1.0074394840957395	1.3061797089129257	1.3986411382546375	2.3350613316674775	2.8654976164398414	3.2662588981804674	2.466364746135606	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.0.0	rs10481675	-0.4185132632703292	-1.0054883489532918	-0.9579191225823716	-2.258819414084728	-1.1601850372226803		-1.2788431302942913	2.433354283140672	-0.3535043620598252	0.26700226359551843		-0.27335478134099955	3.3912734057230436	1.905315052024903	1.6744112254689825	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:116102499..116102613,-__1240.1.0.0	rs111634786,rs10481675	-0.4185132632703292	-1.0054883489532918	-0.9579191225823716	-2.258819414084728	-1.1601850372226803	2.486670245763729				2.486670245763729	2.9051835090340585				2.9051835090340585	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.0.0	rs740531	1.553490786780627	2.92721759809435	3.2610721579677264	2.1959420882000664	2.4844306577606923	1.2764291683805282	2.701201284772727	3.4298160161839717	2.497941913012766	2.4763470955874984	-0.2770616184000987	-0.22601631332162286	0.16874385821624527	0.3019998248126994	-0.008083562173194225	0.30750859871	0.777966336216	0.747262025795	0.501992688725	0.679626951713	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.0.0	rs740530	1.553490786780627	2.92721759809435	3.2610721579677264	2.1959420882000664	2.4844306577606923	1.3165537146120612	2.881964356120613	3.4657573178531287	2.6000210754576933	2.566074116010874	-0.23693707216856574	-0.04525324197373681	0.20468515988540226	0.4040789872576269	0.08164345825018166	0.0856734395523	0.30750859871	0.619326784864	0.493479697885	0.214261237319	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:7222095..7222209,+__1242.1.0.0	rs740531,rs740530	1.553490786780627	2.92721759809435	3.2610721579677264	2.1959420882000664	2.4844306577606923	1.559127727092599	2.8234027891534588	3.5623019033099848	2.4883156291148056	2.608287012167712	0.0056369403119720385	-0.10381480894089101	0.3012297453422583	0.2923735409147392	0.12385635440701964	0.166665831608	0.30750859871	0.397602565759	0.313917214294	0.134073015989	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.0.0	rs77838064	0.9315699439638168	2.5145827018000695	3.4596288018339347	2.321018705633654	2.306700038307869	1.3171611306147837	2.587443687242568	3.523848591951854	2.2370451359152432	2.416374636431112	0.3855911866509669	0.07286098544249864	0.06421979011791912	-0.08397356971841097	0.10967459812324343	0.0741297894045	0.519249062249	0.158583637061	0.777966336216	0.207194250318	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.0.0	rs111541274	0.9315699439638168	2.5145827018000695	3.4596288018339347	2.321018705633654	2.306700038307869	1.1310037998465827	2.614240469903568	3.3795122825562816	2.394236507415805	2.3797482649305595	0.19943385588276596	0.09965776810349869	-0.08011651927765318	0.07321780178215098	0.07304822662269062	0.554657938956	0.347268461228	0.510582765025	0.501992688725	0.455462866233	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr17:3539539..3539653,-__1245.1.0.0	rs77838064,rs111541274	0.9315699439638168	2.5145827018000695	3.4596288018339347	2.321018705633654	2.306700038307869	1.1956188451675036	2.573033311882071	3.396860966170135	2.2633743742450814	2.3572218743661977	0.26404890120368685	0.058450610082001475	-0.06276783566379951	-0.057644331388572834	0.050521836058328995	0.270885072145	0.819442862795	0.925117039075	0.777966336216	0.895152336474	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chrX:31285000..31285114,-__1247.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chrX:31285000..31285114,-__1247.1.0.0	rs145666976	2.5675480472276164	-0.6381277209459482	0.5818954689229484	-2.6838732682968223	-0.043139368273051426		-0.0008607978569695196	-0.10558510932117338		-0.05322295358907145		0.6372669230889787	-0.6874805782441218		-0.025106827577571544	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr8:146277773..146277887,+__1250.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr8:146277773..146277887,+__1250.1.0.0	rs138689758	1.6581306103871736	2.8730517521282515	3.5093520653844994	2.6592588348017827	2.674948315675427	1.8836043464958352	3.032024290646859	3.5876738466234284	2.5533937131541484	2.7641740492300677	0.22547373610866162	0.15897253851860738	0.07832178123892897	-0.10586512164763429	0.08922573355464092	0.819442862795	0.202104162379	0.216719559135	0.63839046467	0.430530911239	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr13:22033372..22033486,-__1255.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr13:22033372..22033486,-__1255.1.0.0	rs149977193	-2.3870608552869603	-2.1385326468399968	-1.2592773691564711	-2.4404974440883924	-2.056342078842955	-2.196167179390577	-0.7175877725566608	-1.4639970798952175	-1.7605530417099005	-1.5345762683880888	0.19089367589638329	1.420944874283336	-0.2047197107387464	0.679944402378492	0.5217658104548661	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr19:53073460..53073574,+__1256.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:53073460..53073574,+__1256.1.0.0	rs75660813	1.7990065571344533	3.290948777250451	3.906412490576399	3.051626089254217	3.0119984785538803	2.005706606236961	3.3776269661700407	3.9066374177555696	2.9785113435331048	3.0671205834239195	0.20670004910250772	0.08667818891958978	0.00022492717917055316	-0.07311474572111232	0.055122104870038935	0.226876581559	0.333666485083	0.8931878581	0.737113058664	0.636670737422	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr19:50431928..50432042,+__1257.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:50431928..50432042,+__1257.1.0.0	rs4802640	-1.793714367519283	-2.0259577232049253	-1.7575034042019935	-2.510018758585259	-2.0217985633778652	-2.6046143533884303	-1.124812242683052	-0.712281515662456	-2.211417145917795	-1.6632813144129333	-0.8108999858691472	0.9011454805218733	1.0452218885395375	0.298601612667464	0.35851724896493187	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr7:76139852..76139966,+__1259.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr7:76139852..76139966,+__1259.1.0.0	rs77544843	-3.003427444661873	-2.8588795665269826	-2.4327270046065985	-2.966481908556162	-2.815378981087904	-1.5259629286338356	-3.4314859831363074	-2.034737464170525	-1.816611831068951	-2.202199551752405	1.4774645160280373	-0.5726064166093248	0.3979895404360736	1.1498700774872108	0.6131794293354993	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr2:122042743..122042857,-__1271.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:122042743..122042857,-__1271.1.0.0	rs140736460	2.7420742477848794	1.1955405476471392	3.79037037769032	2.5507877933192615	2.5696932416104		1.1687663063862561	-1.0187642407620932	-1.4221202893446412	-0.4240394079068261		-0.026774241260883125	-4.809134618452413	-3.9729080826639027	-2.9362723141257328	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr2:122042743..122042857,-__1271.1.1.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:122042743..122042857,-__1271.1.0.0	rs13415738,rs140736460	2.7420742477848794	1.1955405476471392	3.79037037769032	2.5507877933192615	2.5696932416104			0.4274758874245229		0.4274758874245229			-3.362894490265797		-3.362894490265797	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:32526143..32526257,-__1273.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:32526143..32526257,-__1273.1.0.0	rs3739674	-1.5811844286094074	-0.8826604555045148	-0.6170935114752772	-0.9778324256377056	-1.0146927053067263	-0.9906558114802072	-0.7864397300621886	-0.5084822108302213	-0.5477758260095825	-0.7083383945955499	0.5905286171292002	0.09622072544232618	0.10861130064505597	0.43005659962812304	0.30635431071117636	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr9:32526143..32526257,-__1273.1.1.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:32526143..32526257,-__1273.1.0.0	rs10813831,rs3739674	-1.5811844286094074	-0.8826604555045148	-0.6170935114752772	-0.9778324256377056	-1.0146927053067263	-1.6455217785995941	-1.3288295541601758	-0.8891911047924648	-1.0857128831188727	-1.2373138301677769	-0.0643373499901867	-0.446169098655661	-0.2720975933171875	-0.10788045748116715	-0.2226211248610506	NA__no_active_tile	NA__no_active_tile	0.476688253492	NA__not_enough_barcodes	0.476688253492	NA__no_active_tile	NA__no_active_tile	1	NA__not_enough_barcodes	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	NA__too_many_rep_NAs	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.0.0	rs41311209	0.15853429753843495	1.8209538859126913	2.496487690170145	1.2223321085515295	1.4245769955432002	0.0868597297491196	1.6046141440271522	2.6365319219952363	1.1856052641212886	1.3784027649731994	-0.07167456778931536	-0.21633974188553906	0.14004423182509118	-0.03672684443024088	-0.04617423057000103	0.79863356553	0.66743649171	0.192768091005	0.946473618223	0.842965058358	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.0.0	rs3790583	0.15853429753843495	1.8209538859126913	2.496487690170145	1.2223321085515295	1.4245769955432002	0.21172529791477457	1.8693309721789344	2.542611942346328	1.3800301271756337	1.5009245849039177	0.053191000376339614	0.04837708626624315	0.04612425217618288	0.15769801862410415	0.07634758936071745	0.687084607526	0.282745459933	0.493479697885	0.619326784864	0.53988083051	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr1:45956777..45956891,-__1277.1.0.0	rs41311209,rs3790583	0.15853429753843495	1.8209538859126913	2.496487690170145	1.2223321085515295	1.4245769955432002	0.3331251503584518	2.256855162239871	2.687979631478119	1.5886601472901596	1.7166550228416504	0.17459085282001685	0.4359012763271799	0.19149194130797387	0.36632803873863007	0.29207802729845017	0.221756412245	0.00849533044186	0.0362033618716	0.0959193233604	0.000881655004621	1	1	1	1	0.164869485864	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr11:44117148..44117262,+__1278.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr11:44117148..44117262,+__1278.1.0.0	rs78395259	1.6341390761810308	2.962668990748593	3.466084855667508	2.4461279570929046	2.6272552199225094	1.1659312677878724	2.975331610614077	3.6635433344748836	2.5151833749947445	2.5799973969678947	-0.46820780839315845	0.012662619865484004	0.19745847880737566	0.06905541790183989	-0.047257822954614725	0.147021540231	0.183752894264	0.747262025795	0.727009731456	0.366785937102	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr12:66563807..66563921,-__1280.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:66563807..66563921,-__1280.1.0.0	rs12297278	-1.635644902262547	0.04057933685686227	0.8859305207353059	-0.7562527165089092	-0.366346940294822	-1.5036782564329871	-0.05228122995291284	0.8049380145572671	-0.9535927980760736	-0.4261535674761766	0.13196664582955986	-0.09286056680977511	-0.08099250617803877	-0.19734008156716432	-0.059806627181354585	NA__no_active_tile	0.989287003123	0.619326784864	0.129198935732	0.8026064155	NA__no_active_tile	1	1	1	1	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.0.0	rs140110518	0.8799091964446555	1.065418458971692	0.6290108806059422	3.6469293448876465	1.555316970227484	1.9960183007098975	-0.5226036203642199	4.043068721891887		1.8388278007458547	1.116109104265242	-1.5880220793359119	3.4140578412859446		0.9807149554050915	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.2.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.0.0	rs183320694	0.8799091964446555	1.065418458971692	0.6290108806059422	3.6469293448876465	1.555316970227484			-0.9467362838410855	-3.9068986992354984	-2.426817491538292			-1.5757471644470278	-7.553828044123145	-4.564787604285087	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.2.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr6:137113580..137113694,-__1281.1.0.0	rs140110518,rs183320694	0.8799091964446555	1.065418458971692	0.6290108806059422	3.6469293448876465	1.555316970227484		-2.881376525778064	-1.0772952275061347	0.5068955956589956	-1.1505920525417344		-3.946794984749756	-1.706306108112077	-3.140033749228651	-2.9310449473634947	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr6:126220956..126221070,+__1283.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr6:126220956..126221070,+__1283.1.0.0	rs11154336	-3.7145405292138616	-1.7990161395736384	-0.8809193328493465	-0.8609781788603115	-1.8138635451242895	-0.22948673726306176	-1.922330146600711	-1.8006080978761538	-1.3458380478310956	-1.3245657573927554	3.4850537919508	-0.12331400702707263	-0.9196887650268073	-0.48485986897078415	0.48929778773153393	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__mrna.flip.sense__chr4:110354902..110355016,+__1284.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr4:110354902..110355016,+__1284.1.0.0	rs72896632	1.6024276923304963	2.7807596536756973	3.4675244607894333	2.5401670340915783	2.5977197102218015	1.9537862211817365	3.1672177038612306	3.6588257311296513	2.6977525969706946	2.869395563285828	0.3513585288512402	0.38645805018553325	0.19130127034021793	0.1575855628791163	0.2716758530640269	0.361218104761	0.143314270352	0.0698833862508	0.282745459933	0.0412767656437	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr19:8428960..8429074,+__1285.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:8428960..8429074,+__1285.1.0.0	rs4076317	-0.6735457447386419	0.4803699248184558	1.7593339211214754	0.41596692885867403	0.49553125751499083	-0.4354600382993892	1.0426444538492898	2.041594261684312	0.4558900586504974	0.7761671839711776	0.23808570643925275	0.562274529030834	0.28226034056283655	0.039923129791823386	0.2806359264561867	0.85089220831	0.428242856315	0.657696241675	0.397602565759	0.692525683868	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__mrna.noflip.NA__chr19:8428960..8429074,+__1285.1.1.1	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:8428960..8429074,+__1285.1.0.0	rs4076317,rs35137994	-0.6735457447386419	0.4803699248184558	1.7593339211214754	0.41596692885867403	0.49553125751499083	-0.12177393959754629	1.5315017169245282	2.462073225713132	0.9823432948457168	1.2135360744714576	0.5517718051410956	1.0511317921060723	0.7027393045916566	0.5663763659870428	0.7180048169564669	0.30750859871	0.0249397487324	0.0327677521954	0.727009731456	0.0320950608286	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__mrna.noflip.NA__chr9:32526158..32526272,-__1288.1.1.0	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr9:32526158..32526272,-__1288.1.0.0	rs3739674	-2.0632483577562457	-1.103150628057497	-0.6073255084125115	-1.5712068405642101	-1.3362328336976161	-1.9068815214552657	-1.3487740008444074	-1.2638688712067956	-1.5250368561826217	-1.5111403124222726	0.15636683630098003	-0.24562337278691038	-0.656543362794284	0.04616998438158837	-0.1749074787246565	NA__not_enough_barcodes	NA__no_active_tile	0.122558611289	NA__no_active_tile	0.122558611289	NA__not_enough_barcodes	NA__no_active_tile	1	NA__no_active_tile	1	NA__too_many_rep_NAs	NA__too_many_rep_NAs	not sig	NA__too_many_rep_NAs	not sig
