oligo_reg	TSS_id	selected	PromType2
chr6:135818912..135819026,+	chr6:135818979..135819059,+	lncRNA	div_lnc
chr6:135818912..135819026,-	chr6:135818979..135819059,+	lncRNA	div_lnc
chr6:30294128..30294242,-	chr6:30294148..30294194,-	lncRNA	div_lnc
chr6:30294598..30294712,-	chr6:30294614..30294674,-	lncRNA	div_lnc
chr6:30294598..30294712,+	chr6:30294614..30294674,-	lncRNA	div_lnc
chr6:30294093..30294207,-	chr6:30294120..30294143,-	lncRNA	div_lnc
chr6:30294128..30294242,+	chr6:30294148..30294194,-	lncRNA	div_lnc
chr9:93195787..93195901,-	chr9:93195809..93195841,-	lncRNA	intergenic
chr20:45981279..45981393,+	chr20:45981343..45981375,+	lncRNA	antisense
chr1:114355154..114355268,-	chr1:114355226..114355280,+	lncRNA	div_lnc
chr1:114355154..114355268,+	chr1:114355226..114355280,+	lncRNA	div_lnc
chr10:54215018..54215132,-	chr10:54215046..54215061,-	lncRNA	intergenic
chrX:102942115..102942229,+	chrX:102942182..102942208,+	lncRNA	div_lnc
chr5:141704779..141704893,+	chr5:141704852..141704867,+	lncRNA	antisense
chr10:106113294..106113408,-	chr10:106113320..106113338,-	lncRNA	div_lnc
chr3:4534827..4534941,-	chr3:4534847..4534867,-	lncRNA	div_lnc
chr20:57090475..57090589,+	chr20:57090544..57090561,+	lncRNA	div_lnc
chr10:4720371..4720485,-	chr10:4720389..4720416,-	lncRNA	intergenic
chr2:70352408..70352522,-	chr2:70352421..70352480,-	lncRNA	intergenic
chr1:119682960..119683074,+	chr1:119683002..119683047,+	lncRNA	div_lnc
chr1:119682960..119683074,-	chr1:119683002..119683047,+	lncRNA	div_lnc
chr1:119683314..119683428,+	chr1:119683378..119683406,+	lncRNA	div_lnc
chr13:48877802..48877916,+	chr13:48877818..48877843,-	lncRNA	div_lnc
chr13:48877802..48877916,-	chr13:48877818..48877843,-	lncRNA	div_lnc
chr1:65533394..65533508,-	chr1:65533390..65533443,-	lncRNA	intergenic
chr2:89165673..89165787,-	chr2:89165690..89165730,-	lncRNA	intergenic
chrX:45710927..45711041,-	chrX:45710950..45710998,-	lncRNA	intergenic
chr3:177545491..177545605,+	chr3:177545563..177545579,+	lncRNA	intergenic
chr13:50656092..50656206,-	chr13:50656108..50656164,-	lncRNA	antisense
chr13:50656092..50656206,+	chr13:50656108..50656164,-	lncRNA	antisense
chr13:50656063..50656177,-	chr13:50656080..50656102,-	lncRNA	antisense
chr1:234509363..234509477,+	chr1:234509387..234509419,-	lncRNA	div_lnc
chr1:234509363..234509477,-	chr1:234509387..234509419,-	lncRNA	div_lnc
chr2:235363204..235363318,-	chr2:235363231..235363253,-	lncRNA	intergenic
chr7:130792821..130792935,-	chr7:130792843..130792864,-	lncRNA	div_lnc
chr7:130792770..130792884,-	chr7:130792754..130792811,-	lncRNA	div_lnc
chr20:48789024..48789138,+	chr20:48789098..48789119,+	lncRNA	intergenic
chr3:194304663..194304777,+	chr3:194304713..194304758,+	lncRNA	intergenic
chr1:9747587..9747701,-	chr1:9747612..9747646,-	lncRNA	antisense
chr1:9747587..9747701,+	chr1:9747612..9747646,-	lncRNA	antisense
chr1:201798621..201798735,-	chr1:201798648..201798696,-	lncRNA	div_lnc
chr6:111804714..111804828,-	chr6:111804786..111804800,+	lncRNA	div_lnc
chr6:111804660..111804774,+	chr6:111804731..111804775,+	lncRNA	div_lnc
chr6:111804714..111804828,+	chr6:111804786..111804800,+	lncRNA	div_lnc
chr2:136742667..136742781,+	chr2:136742739..136742772,+	lncRNA	div_lnc
chr2:209119873..209119987,-	chr2:209119940..209119962,+	lncRNA	antisense
chr2:209119873..209119987,+	chr2:209119940..209119962,+	lncRNA	antisense
chr1:90098430..90098544,-	chr1:90098448..90098516,-	lncRNA	div_lnc
chr1:90098430..90098544,+	chr1:90098448..90098516,-	lncRNA	div_lnc
chr7:135777593..135777707,+	chr7:135777671..135777676,+	lncRNA	intergenic
chr3:196359454..196359568,-	chr3:196359483..196359514,-	lncRNA	intergenic
chr3:48481587..48481701,-	chr3:48481658..48481678,+	mRNA.gwas	protein_coding
chr3:48481587..48481701,+	chr3:48481658..48481678,+	mRNA.gwas	protein_coding
chr1:68297906..68298020,+	chr1:68297969..68298004,+	lncRNA	antisense
chr7:100942814..100942928,+	chr7:100942887..100942911,+	lncRNA	intergenic
chr19:54367930..54368044,+	chr19:54368001..54368022,+	lncRNA	intergenic
chr15:101389877..101389991,+	chr15:101389945..101390002,+	lncRNA	intergenic
chr20:18547998..18548112,+	chr20:18548055..18548112,+	lncRNA	intergenic
chr20:18547998..18548112,-	chr20:18548055..18548112,+	lncRNA	intergenic
chr20:62258506..62258620,-	chr20:62258559..62258618,+	lncRNA	div_lnc
chr20:62258506..62258620,+	chr20:62258559..62258618,+	lncRNA	div_lnc
chr2:217363440..217363554,-	chr2:217363456..217363486,-	lncRNA	div_lnc
chr2:217363440..217363554,+	chr2:217363456..217363486,-	lncRNA	div_lnc
chr2:86116324..86116438,+	chr2:86116396..86116411,+	lncRNA	div_lnc
chrX:53123253..53123367,+	chrX:53123314..53123399,+	lncRNA	intergenic
chr20:23338727..23338841,-	chr20:23338711..23338776,-	lncRNA	intergenic
chr19:36822620..36822734,-	chr19:36822595..36822668,-	lncRNA	intergenic
chr7:22602876..22602990,+	chr7:22602920..22602972,+	lncRNA	antisense
chr20:61297965..61298079,-	chr20:61297994..61298009,-	lncRNA	antisense
chr10:5987842..5987956,-	chr10:5987859..5987890,-	lncRNA	intergenic
chr21:16126131..16126245,-	chr21:16126160..16126176,-	lncRNA	intergenic
chr20:35201756..35201870,-	chr20:35201784..35201813,-	lncRNA	div_lnc
chr6:33217265..33217379,+	chr6:33217317..33217396,+	lncRNA	intergenic
chr5:131705526..131705640,+	chr5:131705540..131705599,-	lncRNA	div_lnc
chr5:131705263..131705377,-	chr5:131705291..131705362,-	lncRNA	div_lnc
chr5:131705263..131705377,+	chr5:131705291..131705362,-	lncRNA	div_lnc
chr5:131705526..131705640,-	chr5:131705540..131705599,-	lncRNA	div_lnc
chr1:84326664..84326778,-	chr1:84326670..84326728,-	lncRNA	intergenic
chr9:139622601..139622715,+	chr9:139622626..139622643,-	lncRNA	intergenic
chr9:139622601..139622715,-	chr9:139622626..139622643,-	lncRNA	intergenic
chr22:35627013..35627127,-	chr22:35627045..35627052,-	lncRNA	intergenic
chr22:35627013..35627127,+	chr22:35627045..35627052,-	lncRNA	intergenic
chr17:20771760..20771874,-	chr17:20771833..20771846,+	lncRNA	antisense
chr17:20771760..20771874,+	chr17:20771833..20771846,+	lncRNA	antisense
chr17:46667702..46667816,+	chr17:46667774..46667790,+	lncRNA	antisense
chr17:46667702..46667816,-	chr17:46667774..46667790,+	lncRNA	antisense
chr10:4285846..4285960,-	chr10:4285875..4285904,-	lncRNA	intergenic
chr10:4285914..4286028,-	chr10:4285923..4285997,-	lncRNA	intergenic
chr9:37079834..37079948,+	chr9:37079888..37079916,+	lncRNA	intergenic
chr17:7487369..7487483,-	chr17:7487393..7487416,-	lncRNA	div_lnc
chr2:48133874..48133988,+	chr2:48133949..48133962,+	lncRNA	div_lnc
chr6:72129833..72129947,-	chr6:72129842..72129883,-	lncRNA	intergenic
chr6:72130481..72130595,-	chr6:72130512..72130519,-	lncRNA	intergenic
chr2:165697165..165697279,+	chr2:165697225..165697270,+	lncRNA.gwas	antisense
chr3:49395727..49395841,-	chr3:49395753..49395769,-	mRNA.gwas	protein_coding
chr3:49395692..49395806,-	chr3:49395705..49395738,-	mRNA.gwas	protein_coding
chr1:239882369..239882483,-	chr1:239882397..239882410,-	lncRNA	antisense
chr1:145382340..145382454,-	chr1:145382365..145382409,-	lncRNA	intergenic
chr7:27135651..27135765,+	chr7:27135705..27135768,+	lncRNA	div_lnc
chr7:27135651..27135765,-	chr7:27135705..27135768,+	lncRNA	div_lnc
chr7:27135709..27135823,+	chr7:27135773..27135822,+	lncRNA	div_lnc
chr6:147453054..147453168,-	chr6:147453079..147453129,-	lncRNA	div_lnc
chr1:231664267..231664381,-	chr1:231664287..231664369,-	lncRNA	div_lnc
chr1:231664267..231664381,+	chr1:231664287..231664369,-	lncRNA	div_lnc
chr22:27620605..27620719,-	chr22:27620603..27620700,-	lncRNA	intergenic
chr19:37064191..37064305,-	chr19:37064242..37064291,+	lncRNA	antisense
chr19:37064191..37064305,+	chr19:37064242..37064291,+	lncRNA	antisense
chr1:91317140..91317254,-	chr1:91317158..91317226,-	lncRNA	intergenic
chr1:91317140..91317254,+	chr1:91317158..91317226,-	lncRNA	intergenic
chr2:237076010..237076124,+	chr2:237076069..237076110,+	lncRNA	div_lnc
chr1:37939973..37940087,-	chr1:37939957..37940027,-	lncRNA	div_lnc
chr2:105467876..105467990,-	chr2:105467904..105467924,-	lncRNA	intergenic
chr2:105469612..105469726,-	chr2:105469636..105469702,-	lncRNA	intergenic
chr2:192711181..192711295,+	chr2:192711232..192711273,+	lncRNA	div_lnc
chr1:203274402..203274516,-	chr1:203274418..203274461,-	lncRNA	div_lnc
chr1:203274366..203274480,-	chr1:203274387..203274417,-	lncRNA	div_lnc
chr6:96969541..96969655,-	chr6:96969545..96969603,-	lncRNA	div_lnc
chr6:96969541..96969655,+	chr6:96969545..96969603,-	lncRNA	div_lnc
chr2:70528456..70528570,+	chr2:70528533..70528538,+	lncRNA	div_lnc
chr20:19738227..19738341,+	chr20:19738300..19738326,+	lncRNA	div_lnc
chr9:132099122..132099236,+	chr9:132099194..132099208,+	lncRNA	intergenic
chr9:132096126..132096240,+	chr9:132096166..132096211,+	lncRNA	intergenic
chr3:5228988..5229102,-	chr3:5228976..5229045,-	lncRNA	div_lnc
chr21:47013488..47013602,+	chr21:47013566..47013571,+	lncRNA	intergenic
chr10:20017419..20017533,-	chr10:20017445..20017464,-	lncRNA	antisense
chr10:96990853..96990967,-	chr10:96990865..96990895,-	lncRNA	intergenic
chrX:135991522..135991636,+	chrX:135991539..135991613,+	lncRNA	intergenic
chrX:135991522..135991636,-	chrX:135991539..135991613,+	lncRNA	intergenic
chr2:27579927..27580041,-	chr2:27579995..27580065,+	lncRNA	div_lnc
chr2:27579075..27579189,+	chr2:27579140..27579158,+	lncRNA	div_lnc
chr2:27579927..27580041,+	chr2:27579995..27580065,+	lncRNA	div_lnc
chr3:188665428..188665542,-	chr3:188665447..188665478,-	lncRNA	div_lnc
chrX:11129223..11129337,-	chrX:11129245..11129273,-	lncRNA	div_lnc
chr2:3606196..3606310,+	chr2:3606215..3606308,+	lncRNA	div_lnc
chr2:3606196..3606310,-	chr2:3606215..3606308,+	lncRNA	div_lnc
chr2:3605981..3606095,-	chr2:3606028..3606081,+	lncRNA	div_lnc
chr2:3605981..3606095,+	chr2:3606028..3606081,+	lncRNA	div_lnc
chr1:81106885..81106999,+	chr1:81106951..81107001,+	lncRNA	intergenic
chr1:145507431..145507545,-	chr1:145507436..145507501,-	lncRNA	div_lnc
chr1:145507431..145507545,+	chr1:145507436..145507501,-	lncRNA	div_lnc
chr7:23720421..23720535,-	chr7:23720431..23720470,-	lncRNA	div_lnc
chr17:5015167..5015281,-	chr17:5015216..5015290,+	lncRNA	antisense
chr17:5015167..5015281,+	chr17:5015216..5015290,+	lncRNA	antisense
chr21:36118057..36118171,+	chr21:36118096..36118142,+	lncRNA	intergenic
chr7:79083301..79083415,+	chr7:79083347..79083410,+	lncRNA	div_lnc
chr7:79082114..79082228,+	chr7:79082186..79082203,+	lncRNA	div_lnc
chr7:79083189..79083303,+	chr7:79083233..79083345,+	lncRNA	div_lnc
chr17:46018723..46018837,-	chr17:46018744..46018768,-	lncRNA	div_lnc
chr9:71161496..71161610,-	chr9:71161525..71161544,-	lncRNA	intergenic
chr7:112635647..112635761,-	chr7:112635675..112635720,-	lncRNA	intergenic
chr1:9242168..9242282,+	chr1:9242221..9242293,+	lncRNA	intergenic
chr12:112279665..112279779,-	chr12:112279694..112279705,-	lncRNA	div_lnc
chr12:112279699..112279813,+	chr12:112279714..112279743,-	lncRNA	div_lnc
chr12:112279699..112279813,-	chr12:112279714..112279743,-	lncRNA	div_lnc
chr1:146989664..146989778,-	chr1:146989697..146989701,-	lncRNA	intergenic
chr2:181988577..181988691,+	chr2:181988620..181988686,+	lncRNA	intergenic
chr20:1305983..1306097,-	chr20:1306037..1306075,+	lncRNA	antisense
chr20:1305983..1306097,+	chr20:1306037..1306075,+	lncRNA	antisense
chr2:47572092..47572206,-	chr2:47572119..47572151,-	lncRNA	div_lnc
chr2:47572180..47572294,-	chr2:47572207..47572229,-	lncRNA	div_lnc
chr1:43824309..43824423,-	chr1:43824332..43824352,-	lncRNA	div_lnc
chr7:54826976..54827090,-	chr7:54826998..54827071,+	lncRNA	div_lnc
chr7:54826976..54827090,+	chr7:54826998..54827071,+	lncRNA	div_lnc
chr1:173835815..173835929,-	chr1:173835843..173835856,-	lncRNA	div_lnc
chr1:173837092..173837206,-	chr1:173837113..173837137,-	lncRNA	div_lnc
chr1:173837092..173837206,+	chr1:173837113..173837137,-	lncRNA	div_lnc
chr1:173834005..173834119,-	chr1:173834038..173834043,-	lncRNA	div_lnc
chr1:173833547..173833661,-	chr1:173833579..173833584,-	lncRNA	div_lnc
chr6:41513910..41514024,-	chr6:41513920..41513957,-	lncRNA	antisense
chr19:12305750..12305864,+	chr19:12305824..12305890,+	lncRNA	intergenic
chr1:59250755..59250869,+	chr1:59250815..59250848,+	lncRNA	intergenic
chr19:45449206..45449320,+	chr19:45449266..45449297,+	mRNA.gwas	protein_coding
chr20:50827123..50827237,+	chr20:50827192..50827208,+	lncRNA	intergenic
chr10:17276772..17276886,-	chr10:17276801..17276827,-	lncRNA	antisense
chr1:202830822..202830936,+	chr1:202830896..202830916,+	lncRNA	intergenic
chr9:136890532..136890646,+	chr9:136890577..136890635,+	lncRNA	intergenic
chr9:136890532..136890646,-	chr9:136890577..136890635,+	lncRNA	intergenic
chr9:136890491..136890605,+	chr9:136890565..136890576,+	lncRNA	intergenic
chr9:117160717..117160831,-	chr9:117160738..117160782,-	lncRNA	intergenic
chr6:107235351..107235465,-	chr6:107235378..107235418,-	lncRNA	intergenic
chr6:107235224..107235338,-	chr6:107235249..107235267,-	lncRNA	intergenic
chr22:46465717..46465831,-	chr22:46465731..46465765,-	lncRNA	antisense
chr5:169758351..169758465,+	chr5:169758393..169758440,+	lncRNA	intergenic
chrX:115085410..115085524,-	chrX:115085432..115085485,-	lncRNA	intergenic
chr3:37903224..37903338,+	chr3:37903226..37903290,-	lncRNA	div_lnc
chr3:37903224..37903338,-	chr3:37903226..37903290,-	lncRNA	div_lnc
chr2:168797655..168797769,-	chr2:168797676..168797690,-	lncRNA	intergenic
chrX:13321493..13321607,-	chrX:13321518..13321533,-	lncRNA	intergenic
chr9:12814341..12814455,-	chr9:12814340..12814411,-	lncRNA	antisense
chr6:15248791..15248905,-	chr6:15248792..15248840,-	lncRNA	antisense
chr17:21117577..21117691,+	chr17:21117629..21117684,+	lncRNA	div_lnc
chr13:74805513..74805627,+	chr13:74805561..74805604,+	lncRNA	intergenic
chr16:30546299..30546413,-	chr16:30546359..30546410,+	lncRNA	div_lnc
chr16:30546299..30546413,+	chr16:30546359..30546410,+	lncRNA	div_lnc
chr2:7865830..7865944,+	chr2:7865873..7865921,+	lncRNA	intergenic
chr20:57425898..57426012,-	chr20:57425916..57425979,-	lncRNA	antisense
chr2:105050738..105050852,+	chr2:105050794..105050854,+	lncRNA	intergenic
chr21:16254290..16254404,-	chr21:16254322..16254327,-	lncRNA	intergenic
chrX:149106755..149106869,-	chrX:149106812..149106887,+	lncRNA	div_lnc
chrX:149106755..149106869,+	chrX:149106812..149106887,+	lncRNA	div_lnc
chr14:95623944..95624058,+	chr14:95623976..95624057,+	lncRNA	div_lnc
chr14:95623944..95624058,-	chr14:95623976..95624057,+	lncRNA	div_lnc
chr1:175162049..175162163,-	chr1:175162048..175162094,-	mRNA.expmatch	protein_coding
chr2:127065999..127066113,+	chr2:127066059..127066104,+	lncRNA	intergenic
chr10:102133304..102133418,+	chr10:102133377..102133394,+	lncRNA	intergenic
chr12:30948822..30948936,+	chr12:30948886..30948915,+	lncRNA	intergenic
chr12:30948553..30948667,+	chr12:30948622..30948667,+	lncRNA	intergenic
chr1:155531741..155531855,+	chr1:155531819..155531833,+	lncRNA	div_lnc
chr3:4793267..4793381,-	chr3:4793297..4793312,-	lncRNA	antisense
chr22:28315407..28315521,-	chr22:28315407..28315499,+	lncRNA	div_lnc
chr22:28315407..28315521,+	chr22:28315407..28315499,+	lncRNA	div_lnc
chr1:176176721..176176835,+	chr1:176176764..176176857,+	lncRNA	div_lnc
chr1:176176721..176176835,-	chr1:176176764..176176857,+	lncRNA	div_lnc
chr7:1781881..1781995,-	chr7:1781906..1781951,-	lncRNA	antisense
chr7:1781881..1781995,+	chr7:1781906..1781951,-	lncRNA	antisense
chr7:1781862..1781976,-	chr7:1781892..1781901,-	lncRNA	antisense
chr17:13972761..13972875,-	chr17:13972742..13972814,-	lncRNA	div_lnc
chr17:13972761..13972875,+	chr17:13972742..13972814,-	lncRNA	div_lnc
chr1:117602051..117602165,-	chr1:117602077..117602122,-	lncRNA	div_lnc
chr19:36036367..36036481,-	chr19:36036366..36036422,-	lncRNA	div_lnc
chr19:36036367..36036481,+	chr19:36036366..36036422,-	lncRNA	div_lnc
chr1:44173001..44173115,-	chr1:44173030..44173047,-	lncRNA	antisense
chr1:44172974..44173088,-	chr1:44172999..44173025,-	lncRNA	antisense
chrX:96819497..96819611,-	chrX:96819517..96819540,-	lncRNA	intergenic
chr7:100450224..100450338,+	chr7:100450215..100450268,-	lncRNA	antisense
chr7:100450224..100450338,-	chr7:100450215..100450268,-	lncRNA	antisense
chr12:72667252..72667366,-	chr12:72667278..72667297,-	lncRNA	antisense
chr12:72667252..72667366,+	chr12:72667278..72667297,-	lncRNA	antisense
chr1:3816890..3817004,+	chr1:3816953..3816985,+	lncRNA	div_lnc
chr1:3816890..3817004,-	chr1:3816953..3816985,+	lncRNA	div_lnc
chr2:175412030..175412144,+	chr2:175412101..175412118,+	lncRNA.gwas	intergenic
chr7:93652038..93652152,+	chr7:93652116..93652122,+	lncRNA	intergenic
chr10:38146597..38146711,+	chr10:38146669..38146685,+	lncRNA	div_lnc
chr10:38146597..38146711,-	chr10:38146669..38146685,+	lncRNA	div_lnc
chr6:149353715..149353829,-	chr6:149353741..149353758,-	lncRNA	antisense
chr17:1420139..1420253,+	chr17:1420193..1420241,+	lncRNA	div_lnc
chr17:1420139..1420253,-	chr17:1420193..1420241,+	lncRNA	div_lnc
chr1:45965664..45965778,-	chr1:45965687..45965704,-	mRNA.gwas	protein_coding
chr1:45965599..45965713,-	chr1:45965606..45965652,-	mRNA.gwas	protein_coding
chr6:134758778..134758892,+	chr6:134758827..134758863,+	lncRNA	intergenic
chrX:46187043..46187157,-	chrX:46187069..46187090,-	lncRNA	intergenic
chr7:131012503..131012617,-	chr7:131012466..131012559,-	lncRNA	antisense
chr7:131012503..131012617,+	chr7:131012466..131012559,-	lncRNA	antisense
chr1:24104745..24104859,+	chr1:24104755..24104793,-	lncRNA	div_lnc
chr1:24104745..24104859,-	chr1:24104755..24104793,-	lncRNA	div_lnc
chr17:20978781..20978895,+	chr17:20978854..20978914,+	lncRNA	intergenic
chr2:122407144..122407258,-	chr2:122407190..122407253,+	lncRNA	div_lnc
chr2:122407144..122407258,+	chr2:122407190..122407253,+	lncRNA	div_lnc
chr2:122407602..122407716,+	chr2:122407653..122407697,+	lncRNA	div_lnc
chr1:120838297..120838411,-	chr1:120838328..120838358,-	lncRNA	div_lnc
chr10:31607957..31608071,-	chr10:31607943..31608005,-	lncRNA	antisense
chr10:31607957..31608071,+	chr10:31607943..31608005,-	lncRNA	antisense
chr22:42486869..42486983,+	chr22:42486923..42487002,+	lncRNA	div_lnc
chr14:23388585..23388699,+	chr14:23388656..23388671,+	lncRNA	div_lnc
chr4:174451533..174451647,+	chr4:174451596..174451632,+	lncRNA	antisense
chr5:92916714..92916828,-	chr5:92916723..92916768,-	lncRNA	antisense
chr5:92916971..92917085,-	chr5:92916997..92917017,-	lncRNA	antisense
chr7:65958634..65958748,+	chr7:65958695..65958733,+	lncRNA	intergenic
chr7:65958634..65958748,-	chr7:65958695..65958733,+	lncRNA	intergenic
chrX:65219544..65219658,+	chrX:65219618..65219630,+	lncRNA	intergenic
chr9:92316487..92316601,+	chr9:92316557..92316587,+	lncRNA	intergenic
chr9:102582142..102582256,-	chr9:102582155..102582189,-	lncRNA	intergenic
chr22:21311317..21311431,+	chr22:21311367..21311423,+	lncRNA	intergenic
chr21:25800972..25801086,+	chr21:25801041..25801080,+	lncRNA	intergenic
chr10:131909050..131909164,-	chr10:131909071..131909102,-	lncRNA	intergenic
chr21:45595258..45595372,+	chr21:45595301..45595347,+	lncRNA	intergenic
chr6:71104510..71104624,-	chr6:71104588..71104593,+	lncRNA	intergenic
chr6:71104510..71104624,+	chr6:71104588..71104593,+	lncRNA	intergenic
chr1:169073251..169073365,+	chr1:169073323..169073334,+	lncRNA.gwas	intergenic
chr2:74612556..74612670,+	chr2:74612614..74612643,+	lncRNA	antisense
chr7:17338909..17339023,-	chr7:17338894..17338964,-	lncRNA	div_lnc
chr8:54436488..54436602,-	chr8:54436508..54436541,-	lncRNA	intergenic
chr7:92465723..92465837,+	chr7:92465794..92465809,+	lncRNA	div_lnc
chr9:98189077..98189191,-	chr9:98189097..98189118,-	lncRNA	intergenic
chr10:6625539..6625653,+	chr10:6625605..6625634,+	lncRNA	div_lnc
chr10:6622301..6622415,+	chr10:6622345..6622400,+	lncRNA	div_lnc
chr10:6622333..6622447,+	chr10:6622404..6622421,+	lncRNA	div_lnc
chr10:6622301..6622415,-	chr10:6622345..6622400,+	lncRNA	div_lnc
chr10:60759312..60759426,+	chr10:60759378..60759409,+	lncRNA	intergenic
chr1:152161701..152161815,+	chr1:152161773..152161820,+	lncRNA	intergenic
chr1:151319404..151319518,+	chr1:151319470..151319510,+	lncRNA	div_lnc
chr9:138799602..138799716,+	chr9:138799628..138799710,+	lncRNA	div_lnc
chr13:30951056..30951170,-	chr13:30951074..30951122,-	lncRNA	intergenic
chr2:174146730..174146844,-	chr2:174146763..174146766,-	lncRNA	intergenic
chr1:17216132..17216246,-	chr1:17216143..17216182,-	lncRNA	antisense
chr1:17216082..17216196,-	chr1:17216109..17216138,-	lncRNA	antisense
chr5:131762332..131762446,-	chr5:131762330..131762373,-	lncRNA	antisense
chr11:2399192..2399306,-	chr11:2399215..2399267,-	lncRNA	antisense
chr21:34100346..34100460,+	chr21:34100407..34100438,+	lncRNA	div_lnc
chr21:34100395..34100509,+	chr21:34100469..34100483,+	lncRNA	div_lnc
chr21:34100346..34100460,-	chr21:34100407..34100438,+	lncRNA	div_lnc
chr1:40974319..40974433,+	chr1:40974347..40974387,-	lncRNA	div_lnc
chr1:40974319..40974433,-	chr1:40974347..40974387,-	lncRNA	div_lnc
chr3:136580886..136581000,+	chr3:136580907..136580927,-	lncRNA	div_lnc
chr3:136580886..136581000,-	chr3:136580907..136580927,-	lncRNA	div_lnc
chr3:136580826..136580940,-	chr3:136580853..136580904,-	lncRNA	div_lnc
chr3:82035247..82035361,+	chr3:82035321..82035334,+	lncRNA	intergenic
chr2:171627474..171627588,+	chr2:171627515..171627592,+	lncRNA	intergenic
chr2:171627474..171627588,-	chr2:171627515..171627592,+	lncRNA	intergenic
chr3:123304323..123304437,+	chr3:123304353..123304432,+	lncRNA	div_lnc
chr3:94656976..94657090,+	chr3:94657049..94657061,+	lncRNA	intergenic
chr3:94657011..94657125,+	chr3:94657086..94657104,+	lncRNA	intergenic
chr3:94657045..94657159,+	chr3:94657119..94657130,+	lncRNA	intergenic
chr1:36043343..36043457,-	chr1:36043332..36043393,-	lncRNA	antisense
chr9:128003872..128003986,+	chr9:128003927..128003958,+	lncRNA	div_lnc
chr7:151574513..151574627,+	chr7:151574505..151574628,+	lncRNA	div_lnc
chr3:147657712..147657826,+	chr3:147657764..147657816,+	lncRNA	intergenic
chr3:112738285..112738399,-	chr3:112738343..112738389,+	lncRNA	div_lnc
chr3:112738285..112738399,+	chr3:112738343..112738389,+	lncRNA	div_lnc
chr3:150421720..150421834,+	chr3:150421776..150421805,+	lncRNA	div_lnc
chr3:150421720..150421834,-	chr3:150421776..150421805,+	lncRNA	div_lnc
chr3:150421249..150421363,+	chr3:150421315..150421335,+	lncRNA	div_lnc
chr3:70048804..70048918,+	chr3:70048881..70048888,+	lncRNA	intergenic
chr3:98699819..98699933,+	chr3:98699880..98699906,+	lncRNA	intergenic
chr7:149678..149792,+	chr7:149714..149772,+	lncRNA	intergenic
chr3:156534767..156534881,-	chr3:156534754..156534833,-	lncRNA	intergenic
chr7:27224936..27225050,+	chr7:27225007..27225030,+	lncRNA	div_lnc
chr3:72149976..72150090,-	chr3:72150005..72150035,-	lncRNA	intergenic
chr3:67705091..67705205,-	chr3:67705146..67705207,+	lncRNA	div_lnc
chr3:67705091..67705205,+	chr3:67705146..67705207,+	lncRNA	div_lnc
chr3:62304532..62304646,-	chr3:62304560..62304577,-	lncRNA	intergenic
chr3:62304532..62304646,+	chr3:62304560..62304577,-	lncRNA	intergenic
chr3:113933158..113933272,+	chr3:113933230..113933262,+	lncRNA	intergenic
chr3:156799495..156799609,+	chr3:156799567..156799581,+	lncRNA	intergenic
chr7:142198030..142198144,-	chr7:142198049..142198072,-	lncRNA	intergenic
chr3:64670485..64670599,+	chr3:64670551..64670629,+	lncRNA	antisense
chr3:64670704..64670818,+	chr3:64670757..64670798,+	lncRNA	antisense
chr22:32034427..32034541,-	chr22:32034409..32034470,-	mRNA.gwas	protein_coding
chr22:32021734..32021848,-	chr22:32021762..32021805,-	mRNA.gwas	protein_coding
chr5:163723891..163724005,+	chr5:163723950..163723997,+	lncRNA	intergenic
chr22:32601053..32601167,+	chr22:32601104..32601159,+	lncRNA	div_lnc
chr21:38593665..38593779,+	chr21:38593701..38593756,+	lncRNA	intergenic
chr16:451865..451979,+	chr16:451923..451951,+	mRNA.random	protein_coding
chr3:119814016..119814130,+	chr3:119814070..119814134,+	lncRNA	div_lnc
chr3:106959450..106959564,-	chr3:106959424..106959518,-	lncRNA	intergenic
chr3:106959450..106959564,+	chr3:106959424..106959518,-	lncRNA	intergenic
chr3:153839086..153839200,-	chr3:153839109..153839134,-	lncRNA	div_lnc
chr3:153839086..153839200,+	chr3:153839109..153839134,-	lncRNA	div_lnc
chr3:156892932..156893046,+	chr3:156892978..156893024,+	lncRNA	intergenic
chr3:156893031..156893145,+	chr3:156893074..156893141,+	lncRNA	intergenic
chr3:156892962..156893076,+	chr3:156893031..156893048,+	lncRNA	intergenic
chr3:52273191..52273305,+	chr3:52273259..52273285,+	lncRNA	div_lnc
chr3:52273191..52273305,-	chr3:52273259..52273285,+	lncRNA	div_lnc
chr7:76139852..76139966,+	chr7:76139925..76139937,+	mRNA.random	protein_coding
chr21:34638592..34638706,-	chr21:34638656..34638709,+	mRNA.bidirec70-160	div_pc
chr21:34638592..34638706,+	chr21:34638656..34638709,+	mRNA.bidirec70-160	div_pc
chr3:106959485..106959599,+	chr3:106959552..106959576,+	lncRNA	intergenic
chr3:106959459..106959573,+	chr3:106959530..106959548,+	lncRNA	intergenic
chr7:151106242..151106356,+	chr7:151106315..151106364,+	lncRNA	antisense
chr3:156392133..156392247,-	chr3:156392156..156392176,-	lncRNA	antisense
chr7:8301765..8301879,-	chr7:8301829..8301856,+	lncRNA	div_lnc
chr7:8301765..8301879,+	chr7:8301829..8301856,+	lncRNA	div_lnc
chr3:150479644..150479758,+	chr3:150479703..150479733,+	lncRNA	antisense
chr3:128208007..128208121,-	chr3:128208039..128208096,+	lncRNA	antisense
