unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:24256287..24256401,+__1796.1.0.0	Enhancer.noflip.NA	48	80	19		3.8918202981106265	4.394449154672439	2.995732273553991	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:24999088..24999202,+__1598.1.0.0	chr22:24999088..24999202,+	57	81	18		4.060443010546419	4.406719247264253	2.9444389791664403	
WILDTYPE__Lincrna.noflip.NA__chr22:27053142..27053256,+__514.1.0.0	chr22:27053142..27053256,+	19	73	11		2.995732273553991	4.30406509320417	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr22:27053403..27053517,+__515.1.0.0	chr22:27053403..27053517,+	15	68	5		2.772588722239781	4.23410650459726	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr22:27053472..27053586,+__516.1.0.0	chr22:27053472..27053586,+	17	95	5		2.8903717578961645	4.564348191467836	1.791759469228055	
WILDTYPE__Lincrna.noflip.NA__chr22:27053495..27053609,+__517.1.0.0	chr22:27053495..27053609,+	12	81	2		2.5649493574615367	4.406719247264253	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr22:27068673..27068787,+__518.1.0.0	chr22:27068673..27068787,+	52	61	18		3.970291913552122	4.127134385045092	2.9444389791664403	
WILDTYPE__Lincrna.noflip.NA__chr22:27068708..27068822,+__519.1.0.0	chr22:27068708..27068822,+	52	46	18		3.970291913552122	3.8501476017100584	2.9444389791664403	
WILDTYPE__Lincrna.noflip.NA__chr22:27620605..27620719,-__520.1.0.0	chr22:27620605..27620719,-	30	95	10		3.4339872044851463	4.564348191467836	2.3978952727983707	
WILDTYPE__Lincrna.noflip.NA__chr22:27727668..27727782,+__521.1.0.0	chr22:27727668..27727782,+	7	34	5		2.0794415416798357	3.5553480614894135	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr22:28315407..28315521,+__522.1.0.0	chr22:28315407..28315521,+	13	54	4		2.6390573296152584	4.007333185232471	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr22:29196522..29196636,-__1188.1.0.0	chr22:29196522..29196636,-	26	79	16		3.295836866004329	4.382026634673881	2.833213344056216	
WILDTYPE__Lincrna.flip.sense__chr22:29196597..29196711,+__523.1.0.0	chr22:29196597..29196711,+	41	96	16		3.7376696182833684	4.574710978503383	2.833213344056216	
WILDTYPE__Enhancer.noflip.NA__chr22:29260988..29261102,-__2255.1.0.0	Enhancer.noflip.NA	22	64	14		3.1354942159291497	4.174387269895637	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:29261115..29261229,+__1962.1.0.0	Enhancer.noflip.NA	4	15	2		1.6094379124341003	2.772588722239781	1.0986122886681098	
WILDTYPE__Enhancer.noflip.NA__chr22:30666981..30667095,-__2298.1.0.0	Enhancer.noflip.NA	11	76	4		2.4849066497880004	4.343805421853684	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr22:30666985..30667099,+__2005.1.0.0	Enhancer.noflip.NA	11	73	4		2.4849066497880004	4.30406509320417	1.6094379124341003	
WILDTYPE__mrna.noflip.NA__chr22:30970575..30970689,-__1067.1.0.0	chr22:30970575..30970689,-	27	108	6		3.332204510175204	4.6913478822291435	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr22:31631071..31631185,-__2189.1.0.0	Enhancer.flip.sense	8	37	4		2.1972245773362196	3.6375861597263857	1.6094379124341003	
WILDTYPE__Enhancer.flip.sense__chr22:31631182..31631296,+__1896.1.0.0	Enhancer.flip.sense	19	60	5		2.995732273553991	4.110873864173311	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:32021734..32021848,-__1600.1.0.0	chr22:32021734..32021848,-	21	70	11		3.091042453358316	4.2626798770413155	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:32034427..32034541,-__1601.1.0.0	chr22:32034427..32034541,-	32	83	11		3.4965075614664802	4.430816798843313	2.4849066497880004	
WILDTYPE__Lincrna.noflip.NA__chr2:232379053..232379167,-__423.1.0.0	chr2:232379053..232379167,-	19	86	8		2.995732273553991	4.465908118654584	2.1972245773362196	
WILDTYPE__Antisense.noflip.NA__chr22:32601053..32601167,+__524.1.0.0	chr22:32601053..32601167,+	17	77	7		2.8903717578961645	4.356708826689592	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:32870634..32870748,+__1602.1.0.0	chr22:32870634..32870748,+	9	68	2		2.302585092994046	4.23410650459726	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:234160269..234160383,+__1565.1.0.0	chr2:234160269..234160383,+	28	78	14		3.367295829986474	4.3694478524670215	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:234160301..234160415,+__1566.1.0.0	chr2:234160301..234160415,+	28	84	14		3.367295829986474	4.442651256490317	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:235363204..235363318,-__424.1.0.0	chr2:235363204..235363318,-	6	49	2		1.9459101490553132	3.912023005428146	1.0986122886681098	
WILDTYPE__Lincrna.flip.sense__chr22:35627013..35627127,-__525.1.0.0	chr22:35627013..35627127,-	23	71	13		3.1780538303479458	4.276666119016055	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:35653411..35653525,+__1603.1.0.0	chr22:35653411..35653525,+	13	43	4		2.6390573296152584	3.784189633918261	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr2:237076010..237076124,+__425.1.0.0	chr2:237076010..237076124,+	52	93	16		3.970291913552122	4.543294782270004	2.833213344056216	
WILDTYPE__Antisense.flip.sense__chr2:237994429..237994543,-__426.1.0.0	chr2:237994429..237994543,-	8	74	3		2.1972245773362196	4.31748811353631	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:237994477..237994591,+__1179.1.0.0	chr2:237994477..237994591,+	15	80	3		2.772588722239781	4.394449154672439	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:38004967..38005081,+__1604.1.0.0	chr22:38004967..38005081,+	48	82	18		3.8918202981106265	4.418840607796598	2.9444389791664403	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:238343430..238343544,-__427.1.0.0	chr2:238343430..238343544,-	29	84	11		3.4011973816621555	4.442651256490317	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:238499342..238499456,-__1567.1.0.0	chr2:238499342..238499456,-	32	74	10		3.4965075614664802	4.31748811353631	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:238499697..238499811,-__1568.1.0.0	chr2:238499697..238499811,-	60	82	20		4.110873864173311	4.418840607796598	3.044522437723423	
WILDTYPE__mrna.noflip.NA__chr22:38713333..38713447,-__1068.1.0.0	chr22:38713333..38713447,-	45	90	12		3.828641396489095	4.51085950651685	2.5649493574615367	
WILDTYPE__Antisense.flip.sense__chr22:39077826..39077940,-__526.1.0.0	chr22:39077826..39077940,-	11	88	4		2.4849066497880004	4.48863636973214	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr22:39077900..39078014,+__1189.1.0.0	chr22:39077900..39078014,+	18	59	13		2.9444389791664403	4.0943445622221	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:39350132..39350246,-__2190.1.0.0	Enhancer.flip.sense	11	72	5		2.4849066497880004	4.290459441148391	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:39350183..39350297,+__1897.1.0.0	Enhancer.flip.sense	13	53	5		2.6390573296152584	3.9889840465642745	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:41047707..41047821,-__2256.1.0.0	Enhancer.flip.sense	20	63	6		3.044522437723423	4.1588830833596715	1.9459101490553132	
WILDTYPE__Enhancer.flip.sense__chr22:41047771..41047885,+__1963.1.0.0	Enhancer.flip.sense	36	94	12		3.6109179126442243	4.553876891600541	2.5649493574615367	
WILDTYPE__Lincrna.noflip.NA__chr2:241195438..241195552,-__428.1.0.0	chr2:241195438..241195552,-	7	50	4		2.0794415416798357	3.9318256327243257	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr22:41417964..41418078,-__2257.1.0.0	Enhancer.noflip.NA	59	92	21		4.0943445622221	4.532599493153256	3.091042453358316	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:41418056..41418170,+__1964.1.0.0	Enhancer.noflip.NA	53	76	15		3.9889840465642745	4.343805421853684	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:41777866..41777980,+__1605.1.0.0	chr22:41777866..41777980,+	43	86	14		3.784189633918261	4.465908118654584	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr2:241796855..241796969,-__2250.1.0.0	Enhancer.flip.sense	61	97	24		4.127134385045092	4.584967478670572	3.2188758248682006	
WILDTYPE__Enhancer.flip.sense__chr2:241796909..241797023,+__1957.1.0.0	Enhancer.flip.sense	52	80	24		3.970291913552122	4.394449154672439	3.2188758248682006	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:41940330..41940444,-__1606.1.0.0	chr22:41940330..41940444,-	62	92	29		4.143134726391533	4.532599493153256	3.4011973816621555	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:41940439..41940553,-__1607.1.0.0	chr22:41940439..41940553,-	40	86	17		3.713572066704308	4.465908118654584	2.8903717578961645	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:42343064..42343178,-__1608.1.0.0	chr22:42343064..42343178,-	39	27	28		3.6888794541139363	3.332204510175204	3.367295829986474	
WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0	chr22:42486869..42486983,+	9	58	4		2.302585092994046	4.07753744390572	1.6094379124341003	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr22:42765220..42765334,-__529.1.0.0	chr22:42765220..42765334,-	50	107	16		3.9318256327243257	4.68213122712422	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr22:43011170..43011284,+__530.1.0.0	chr22:43011170..43011284,+	2	25	1		1.0986122886681098	3.258096538021482	0.6931471805599453	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr22:45559539..45559653,-__531.1.0.0	chr22:45559539..45559653,-	35	82	13		3.58351893845611	4.418840607796598	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr22:45559619..45559733,-__532.1.0.0	chr22:45559619..45559733,-	42	68	13		3.7612001156935624	4.23410650459726	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr22:48027372..48027486,+__534.1.0.0	chr22:48027372..48027486,+	34	84	18		3.5553480614894135	4.442651256490317	2.9444389791664403	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:50342708..50342822,+__1965.1.0.0	Enhancer.noflip.NA	37	75	16		3.6375861597263857	4.330733340286331	2.833213344056216	
WILDTYPE__Enhancer.noflip.NA__chr22:50342723..50342837,-__2258.1.0.0	Enhancer.noflip.NA	37	71	16		3.6375861597263857	4.276666119016055	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr22:50964836..50964950,-__1609.1.0.0	chr22:50964836..50964950,-	35	60	14		3.58351893845611	4.110873864173311	2.70805020110221	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr22:50976713..50976827,-__2259.1.0.0	Enhancer.noflip.NA	24	87	6		3.2188758248682006	4.477336814478207	1.9459101490553132	
WILDTYPE__Enhancer.noflip.NA__chr22:50976805..50976919,+__1966.1.0.0	Enhancer.noflip.NA	15	45	5		2.772588722239781	3.828641396489095	1.791759469228055	
WILDTYPE__Enhancer.flip.sense__chr22:50978102..50978216,-__2191.1.0.0	Enhancer.flip.sense	16	60	10		2.833213344056216	4.110873864173311	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:50978212..50978326,+__1898.1.0.0	Enhancer.flip.sense	27	63	9		3.332204510175204	4.1588830833596715	2.302585092994046	
WILDTYPE__Antisense.flip.sense__chr2:25194915..25195029,+__429.1.0.0	chr2:25194915..25195029,+	37	96	10		3.6375861597263857	4.574710978503383	2.3978952727983707	
WILDTYPE__Antisense.noflip.NA__chr2:25194963..25195077,+__430.1.0.0	chr2:25194963..25195077,+	28	77	10		3.367295829986474	4.356708826689592	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:264820..264934,+__1382.1.0.0	chr2:264820..264934,+	19	94	5		2.995732273553991	4.553876891600541	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr2:27579075..27579189,+__431.1.0.0	chr2:27579075..27579189,+	5	24	4		1.791759469228055	3.2188758248682006	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr2:27579833..27579947,-__1180.1.0.0	chr2:27579833..27579947,-	7	47	3		2.0794415416798357	3.871201010907891	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851832..27851946,-__1569.1.0.0	chr2:27851832..27851946,-	39	72	16		3.6888794541139363	4.290459441148391	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:27851837..27851951,+__1570.1.0.0	chr2:27851837..27851951,+	39	75	16		3.6888794541139363	4.330733340286331	2.833213344056216	
WILDTYPE__Enhancer.noflip.NA__chr2:28143515..28143629,-__2078.1.0.0	Enhancer.noflip.NA	20	65	10		3.044522437723423	4.189654742026425	2.3978952727983707	
WILDTYPE__Enhancer.noflip.NA__chr2:28143527..28143641,+__1785.1.0.0	Enhancer.noflip.NA	20	76	10		3.044522437723423	4.343805421853684	2.3978952727983707	
WILDTYPE__Enhancer.noflip.NA__chr2:28583861..28583975,-__2251.1.0.0	Enhancer.noflip.NA	35	91	9		3.58351893845611	4.5217885770490405	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:28583975..28584089,+__1958.1.0.0	Enhancer.noflip.NA	32	60	15		3.4965075614664802	4.110873864173311	2.772588722239781	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:28974390..28974504,+__1571.1.0.0	chr2:28974390..28974504,+	13	84	3		2.6390573296152584	4.442651256490317	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr2:3605885..3605999,-__1181.1.0.0	chr2:3605885..3605999,-	82	100	21		4.418840607796598	4.61512051684126	3.091042453358316	
WILDTYPE__Antisense.flip.sense__chr2:3605981..3606095,+__434.1.0.0	chr2:3605981..3606095,+	68	85	21		4.23410650459726	4.454347296253507	3.091042453358316	
WILDTYPE__Antisense.flip.sense__chr2:3606196..3606310,+__435.1.0.0	chr2:3606196..3606310,+	60	103	16		4.110873864173311	4.6443908991413725	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:38466697..38466811,-__436.1.0.0	chr2:38466697..38466811,-	19	36	11		2.995732273553991	3.6109179126442243	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:40006352..40006466,-__1572.1.0.0	chr2:40006352..40006466,-	77	96	35		4.356708826689592	4.574710978503383	3.58351893845611	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:43019645..43019759,-__1573.1.0.0	chr2:43019645..43019759,-	16	45	10		2.833213344056216	3.828641396489095	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:43019688..43019802,-__1574.1.0.0	chr2:43019688..43019802,-	20	81	10		3.044522437723423	4.406719247264253	2.3978952727983707	
WILDTYPE__mrna.flip.sense__chr2:46524825..46524939,+__1059.1.0.0	chr2:46524825..46524939,+	30	72	15		3.4339872044851463	4.290459441148391	2.772588722239781	
WILDTYPE__mrna.noflip.NA__chr2:46844112..46844226,-__1279.1.0.0	chr2:46844112..46844226,-	16	76	5		2.833213344056216	4.343805421853684	1.791759469228055	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:47572092..47572206,-__437.1.0.0	chr2:47572092..47572206,-	11	61	2		2.4849066497880004	4.127134385045092	1.0986122886681098	
WILDTYPE__Lincrna.noflip.NA__chr2:47572180..47572294,-__438.1.0.0	chr2:47572180..47572294,-	40	77	23		3.713572066704308	4.356708826689592	3.1780538303479458	
WILDTYPE__Antisense.noflip.NA__chr2:48133874..48133988,+__439.1.0.0	chr2:48133874..48133988,+	27	90	12		3.332204510175204	4.51085950651685	2.5649493574615367	
WILDTYPE__mrna.noflip.NA__chr2:54342721..54342835,+__1060.1.0.0	chr2:54342721..54342835,+	15	78	8		2.772588722239781	4.3694478524670215	2.1972245773362196	
WILDTYPE__mrna.noflip.NA__chr2:60778007..60778121,-__1233.1.0.0	chr2:60778007..60778121,-	49	88	13		3.912023005428146	4.48863636973214	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:61108734..61108848,+__1575.1.0.0	chr2:61108734..61108848,+	36	98	11		3.6109179126442243	4.59511985013459	2.4849066497880004	
WILDTYPE__Antisense.flip.sense__chr2:61372069..61372183,-__440.1.0.0	chr2:61372069..61372183,-	14	71	4		2.70805020110221	4.276666119016055	1.6094379124341003	
WILDTYPE__mrna.flip.sense__chr2:61372171..61372285,+__1182.1.0.0	chr2:61372171..61372285,+	11	67	3		2.4849066497880004	4.219507705176107	1.3862943611198906	
WILDTYPE__mrna.flip.sense__chr2:63277906..63278020,+__1061.1.0.0	chr2:63277906..63278020,+	4	40	2		1.6094379124341003	3.713572066704308	1.0986122886681098	
WILDTYPE__mrna.flip.sense__chr2:65454829..65454943,+__1062.1.0.0	chr2:65454829..65454943,+	23	52	13		3.1780538303479458	3.970291913552122	2.6390573296152584	
WILDTYPE__Lincrna.noflip.NA__chr2:70352408..70352522,-__443.1.0.0	chr2:70352408..70352522,-	20	88	10		3.044522437723423	4.48863636973214	2.3978952727983707	
WILDTYPE__Antisense.noflip.NA__chr2:70528456..70528570,+__444.1.0.0	chr2:70528456..70528570,+	13	55	7		2.6390573296152584	4.02535169073515	2.0794415416798357	
WILDTYPE__mrna.noflip.NA__chr2:73298418..73298532,-__1063.1.0.0	chr2:73298418..73298532,-	17	92	8		2.8903717578961645	4.532599493153256	2.1972245773362196	
WILDTYPE__mrna.flip.sense__chr2:74375052..74375166,-__1183.1.0.0	chr2:74375052..74375166,-	54	78	16		4.007333185232471	4.3694478524670215	2.833213344056216	
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr2:74375092..74375206,+__445.1.0.0	chr2:74375092..74375206,+	54	100	16		4.007333185232471	4.61512051684126	2.833213344056216	
WILDTYPE__Antisense.noflip.NA__chr2:74729664..74729778,+__447.1.0.0	chr2:74729664..74729778,+	23	83	9		3.1780538303479458	4.430816798843313	2.302585092994046	
WILDTYPE__Lincrna.noflip.NA__chr2:7865830..7865944,+__448.1.0.0	chr2:7865830..7865944,+	15	52	11		2.772588722239781	3.970291913552122	2.4849066497880004	
WILDTYPE__Enhancer.flip.sense__chr2:85147094..85147208,-__2079.1.0.0	Enhancer.flip.sense	31	64	11		3.4657359027997265	4.174387269895637	2.4849066497880004	
WILDTYPE__Enhancer.flip.sense__chr2:85147134..85147248,+__1786.1.0.0	Enhancer.flip.sense	32	83	11		3.4965075614664802	4.430816798843313	2.4849066497880004	
WILDTYPE__Lincrna.noflip.NA__chr2:86116324..86116438,+__449.1.0.0	chr2:86116324..86116438,+	11	71	4		2.4849066497880004	4.276666119016055	1.6094379124341003	
WILDTYPE__Enhancer.noflip.NA__chr2:8628329..8628443,-__2080.1.0.0	Enhancer.noflip.NA	17	69	7		2.8903717578961645	4.248495242049359	2.0794415416798357	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:8628425..8628539,+__1787.1.0.0	Enhancer.noflip.NA	21	75	6		3.091042453358316	4.330733340286331	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:87754921..87755035,+__450.1.0.0	chr2:87754921..87755035,+	52	99	16		3.970291913552122	4.605170185988092	2.833213344056216	
WILDTYPE__Lincrna.noflip.NA__chr2:87754981..87755095,+__451.1.0.0	chr2:87754981..87755095,+	11	68	3		2.4849066497880004	4.23410650459726	1.3862943611198906	
WILDTYPE__Lincrna.noflip.NA__chr2:87769389..87769503,+__452.1.0.0	chr2:87769389..87769503,+	3	33	2		1.3862943611198906	3.5263605246161616	1.0986122886681098	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr2:89165673..89165787,-__453.1.0.0	chr2:89165673..89165787,-	19	77	8		2.995732273553991	4.356708826689592	2.1972245773362196	
WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0	chr2:96874065..96874179,+	32	88	11		3.4965075614664802	4.48863636973214	2.4849066497880004	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:96874530..96874644,-__1576.1.0.0	chr2:96874530..96874644,-	20	81	3		3.044522437723423	4.406719247264253	1.3862943611198906	
WILDTYPE__Enhancer.noflip.NA__chr2:97151771..97151885,+__1998.1.0.0	Enhancer.noflip.NA	18	65	9		2.9444389791664403	4.189654742026425	2.302585092994046	
WILDTYPE__Enhancer.noflip.NA__chr2:97151793..97151907,-__2291.1.0.0	Enhancer.noflip.NA	23	68	9		3.1780538303479458	4.23410650459726	2.302585092994046	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:97304076..97304190,-__1577.1.0.0	chr2:97304076..97304190,-	23	67	8		3.1780538303479458	4.219507705176107	2.1972245773362196	
WILDTYPE__Lincrna.noflip.NA__chr2:98280645..98280759,+__455.1.0.0	chr2:98280645..98280759,+	18	71	8		2.9444389791664403	4.276666119016055	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:99771457..99771571,+__1064.1.0.0	chr2:99771457..99771571,+	28	77	18		3.367295829986474	4.356708826689592	2.9444389791664403	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:100428198..100428312,+__1610.1.0.0	chr3:100428198..100428312,+	14	74	8		2.70805020110221	4.31748811353631	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr3:101659611..101659725,+__536.1.0.0	chr3:101659611..101659725,+	4	28	3		1.6094379124341003	3.367295829986474	1.3862943611198906	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:105587821..105587935,-__1611.1.0.0	chr3:105587821..105587935,-	63	77	17		4.1588830833596715	4.356708826689592	2.8903717578961645	
WILDTYPE__Lincrna.noflip.NA__chr3:106959485..106959599,+__539.1.0.0	chr3:106959485..106959599,+	25	68	10		3.258096538021482	4.23410650459726	2.3978952727983707	
WILDTYPE__mrna.noflip.NA__chr3:109056358..109056472,-__1069.1.0.0	chr3:109056358..109056472,-	18	82	6		2.9444389791664403	4.418840607796598	1.9459101490553132	
WILDTYPE__mrna.flip.sense__chr3:112738478..112738592,-__1190.1.0.0	chr3:112738478..112738592,-	25	88	8		3.258096538021482	4.48863636973214	2.1972245773362196	
WILDTYPE__Enhancer.noflip.NA__chr3:11315710..11315824,-__2314.1.0.0	Enhancer.noflip.NA	15	84	8		2.772588722239781	4.442651256490317	2.1972245773362196	
WILDTYPE__Enhancer.noflip.NA__chr3:11315762..11315876,+__2021.1.0.0	Enhancer.noflip.NA	23	81	8		3.1780538303479458	4.406719247264253	2.1972245773362196	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr3:113933158..113933272,+__541.1.0.0	chr3:113933158..113933272,+	4	34	3		1.6094379124341003	3.5553480614894135	1.3862943611198906	
WILDTYPE__mrna.noflip.NA__chr3:114012795..114012909,+__1070.1.0.0	chr3:114012795..114012909,+	9	49	4		2.302585092994046	3.912023005428146	1.6094379124341003	
WILDTYPE__Lincrna.noflip.NA__chr3:119814016..119814130,+__542.1.0.0	chr3:119814016..119814130,+	9	22	9		2.302585092994046	3.1354942159291497	2.302585092994046	
WILDTYPE__Antisense.noflip.NA__chr3:123304323..123304437,+__543.1.0.0	chr3:123304323..123304437,+	8	41	6		2.1972245773362196	3.7376696182833684	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr3:124553929..124554043,-__2192.1.0.0	Enhancer.noflip.NA	123	100	31		4.820281565605037	4.61512051684126	3.4657359027997265	
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr3:124553965..124554079,+__1899.1.0.0	Enhancer.noflip.NA	117	113	31		4.770684624465665	4.736198448394496	3.4657359027997265	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:12838101..12838215,+__1238.1.0.0	chr3:12838101..12838215,+	36	97	10		3.6109179126442243	4.584967478670572	2.3978952727983707	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204786..134204900,+__1613.1.0.0	chr3:134204786..134204900,+	126	87	27		4.844187086458591	4.477336814478207	3.332204510175204	
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr3:134204792..134204906,-__1612.1.0.0	chr3:134204792..134204906,-	126	87	27		4.844187086458591	4.477336814478207	3.332204510175204	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:134204822..134204936,+__1614.1.0.0	chr3:134204822..134204936,+	125	73	27		4.836281906951478	4.30406509320417	3.332204510175204	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:134204992..134205106,+__1615.1.0.0	chr3:134204992..134205106,+	20	85	6		3.044522437723423	4.454347296253507	1.9459101490553132	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:134316577..134316691,+__1616.1.0.0	chr3:134316577..134316691,+	52	102	21		3.970291913552122	4.634728988229636	3.091042453358316	
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr3:13521485..13521599,-__547.1.0.0	chr3:13521485..13521599,-	42	75	20		3.7612001156935624	4.330733340286331	3.044522437723423	
WILDTYPE__Antisense.noflip.NA__chr3:136580826..136580940,-__548.1.0.0	chr3:136580826..136580940,-	17	56	6		2.8903717578961645	4.04305126783455	1.9459101490553132	
WILDTYPE__Antisense.flip.sense__chr3:136580886..136581000,-__549.1.0.0	chr3:136580886..136581000,-	19	69	6		2.995732273553991	4.248495242049359	1.9459101490553132	
WILDTYPE__mrna.flip.sense__chr3:136580995..136581109,+__1191.1.0.0	chr3:136580995..136581109,+	24	63	16		3.2188758248682006	4.1588830833596715	2.833213344056216	
WILDTYPE__Antisense.noflip.NA__chr3:139108607..139108721,+__550.1.0.0	chr3:139108607..139108721,+	26	81	13		3.295836866004329	4.406719247264253	2.6390573296152584	
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr3:142607993..142608107,-__1617.1.0.0	chr3:142607993..142608107,-	14	64	7		2.70805020110221	4.174387269895637	2.0794415416798357	
WILDTYPE__Lincrna.noflip.NA__chr3:147657712..147657826,+__551.1.0.0	chr3:147657712..147657826,+	7	56	2		2.0794415416798357	4.04305126783455	1.0986122886681098	
