unique_id	cage_id	n_motifs	n_bp_cov	max_cov	avg_tf_tissue_sp	log_n_motifs	log_bp_cov	log_max_cov	log_avg_tf_tissue_sp
WILDTYPE__Enhancer.flip.sense__chr19:16189775..16189889,+__1888.1.0.0	chr19:16188924-16190024	4	41	2	0.48864679488227286	1.6094379124341003	3.7376696182833684	1.0986122886681098	0.39786751594755476
WILDTYPE__Enhancer.flip.sense__chr19:16189780..16189894,-__2181.1.0.0	chr19:16188924-16190024	4	41	2	0.48864679488227286	1.6094379124341003	3.7376696182833684	1.0986122886681098	0.39786751594755476
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:16582746..16582860,-__1536.1.0.0	chr19:16582758..16582797,-	11	62	6	0.3721101625058918	2.4849066497880004	4.143134726391533	1.9459101490553132	0.31634981945199453
WILDTYPE__Enhancer.flip.sense__chr19:18526347..18526461,+__1889.1.0.0	chr19:18526337-18526644	33	93	4	0.39095934645564107	3.5263605246161616	4.543294782270004	1.6094379124341003	0.32999368638599075
WILDTYPE__Enhancer.flip.sense__chr19:18526355..18526469,-__2182.1.0.0	chr19:18526337-18526644	33	91	4	0.39095934645564107	3.5263605246161616	4.5217885770490405	1.6094379124341003	0.32999368638599075
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:19431574..19431688,+__1361.1.0.0	chr19:19431626..19431665,+	14	85	7	0.28310772758589964	2.70805020110221	4.454347296253507	2.0794415416798357	0.24928504749122263
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2169005..2169119,+__1776.1.0.0	chr19:2168890-2169464	26	78	8	0.2943364915708051	3.295836866004329	4.3694478524670215	2.1972245773362196	0.2579982021279969
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2169044..2169158,-__2069.1.0.0	chr19:2168890-2169464	22	65	5	0.2943364915708051	3.1354942159291497	4.189654742026425	1.791759469228055	0.2579982021279969
WILDTYPE__Lincrna.noflip.NA__chr1:9242168..9242282,+__96.1.0.0	chr1:9242221..9242293,+	6	44	3	0.5074368194613001	1.9459101490553132	3.8066624897703196	1.3862943611198906	0.41041073793581345
WILDTYPE__mrna.noflip.NA__chr1:92495469..92495583,+__970.1.0.0	chr1:92495528..92495604,+	3	26	1	0.397496720513446	1.3862943611198906	3.295836866004329	0.6931471805599453	0.33468257936346646
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2627581..2627695,+__1777.1.0.0	chr19:2627461-2627884	8	23	5	0.49025295209668995	2.1972245773362196	3.1780538303479458	1.791759469228055	0.39894587205651044
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:2627596..2627710,-__2070.1.0.0	chr19:2627461-2627884	8	23	5	0.49025295209668995	2.1972245773362196	3.1780538303479458	1.791759469228055	0.39894587205651044
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:2900875..2900989,+__1537.1.0.0	chr19:2900917..2900981,+	26	65	10	0.3983530400754614	3.295836866004329	4.189654742026425	2.3978952727983707	0.3352951441735382
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr19:36036367..36036481,-__379.1.0.0	chr19:36036366..36036422,-	8	50	5	0.3734595839539014	2.1972245773362196	3.9318256327243257	1.791759469228055	0.31733280053153645
WILDTYPE__mrna.flip.sense__chr19:36036448..36036562,+__1170.1.0.0	chr19:36036477..36036564,+	10	55	5	0.3180760723660715	2.3978952727983707	4.02535169073515	1.791759469228055	0.2761731524466146
WILDTYPE__mrna.noflip.NA__chr19:3606824..3606938,-__1266.1.0.0	chr19:3606847..3606898,-	7	59	3	0.34811268934040035	2.0794415416798357	4.0943445622221	1.3862943611198906	0.29870560642957594
WILDTYPE__Lincrna.noflip.NA__chr19:36822620..36822734,-__380.1.0.0	chr19:36822595..36822668,-	15	65	4	0.30144612120322606	2.772588722239781	4.189654742026425	1.6094379124341003	0.263476047133599
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:37064159..37064273,-__1171.1.0.0	chr19:37064145..37064216,-	14	56	6	0.4861154436669527	2.70805020110221	4.04305126783455	1.9459101490553132	0.3961656308062797
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr19:37178274..37178388,-__382.1.0.0	chr19:37178284..37178348,-	12	56	6	0.45021238927315355	2.5649493574615367	4.04305126783455	1.9459101490553132	0.37171002106681034
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr19:37742733..37742847,+__383.1.0.0	chr19:37742773..37742824,+	9	44	4	0.4402303395118704	2.302585092994046	3.8066624897703196	1.6094379124341003	0.36480305879034775
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:93811262..93811376,-__97.1.0.0	chr1:93811291..93811302,-	6	29	4	0.3140207362463517	1.9459101490553132	3.4011973816621555	1.6094379124341003	0.27309170094729995
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.0.0	chr1:93811339..93811410,-	32	72	8	0.4516847278390368	3.4965075614664802	4.290459441148391	2.1972245773362196	0.37272476323912246
WILDTYPE__mrna.flip.sense__chr1:93811384..93811498,+__1142.1.0.0	chr1:93811438..93811548,+	31	53	8	0.491176994067351	3.4657359027997265	3.9889840465642745	2.1972245773362196	0.39956573703199794
WILDTYPE__mrna.noflip.NA__chr19:4007669..4007783,+__1248.1.0.0	chr19:4007713..4007759,+	15	64	5	0.33282572543240796	2.772588722239781	4.174387269895637	1.791759469228055	0.287301294039188
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:41196520..41196634,-__1538.1.0.0	chr19:41196534..41196568,-	25	76	7	0.3853416556607454	3.258096538021482	4.343805421853684	2.0794415416798357	0.32594679200564763
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr19:42037894..42038008,-__2293.1.0.0	chr19:42037922-42038313	10	48	5	0.32369539675299464	2.3978952727983707	3.8918202981106265	1.791759469228055	0.28042736817091185
WILDTYPE__Enhancer.flip.sense__chr19:42037972..42038086,+__2000.1.0.0	chr19:42037922-42038313	13	81	5	0.32369539675299464	2.6390573296152584	4.406719247264253	1.791759469228055	0.28042736817091185
WILDTYPE__mrna.noflip.NA__chr19:44285398..44285512,-__1047.1.0.0	chr19:44285401..44285446,-	7	24	5	0.40851101801593326	2.0794415416798357	3.2188758248682006	1.791759469228055	0.342533130821219
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287119..44287233,-__2247.1.0.0	chr19:44287065-44287299	9	50	3	0.4793373581258798	2.302585092994046	3.9318256327243257	1.3862943611198906	0.3915942565185462
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:44287212..44287326,+__1954.1.0.0	chr19:44287065-44287299	8	63	3	0.4793373581258798	2.1972245773362196	4.1588830833596715	1.3862943611198906	0.3915942565185462
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:45228582..45228696,-__2071.1.0.0	chr19:45228436-45228775	11	54	4	0.45509349666865917	2.4849066497880004	4.007333185232471	1.6094379124341003	0.37507015743774613
WILDTYPE__Enhancer.noflip.NA__chr19:45228694..45228808,+__1778.1.0.0	chr19:45228436-45228775	2	25	2	0.45509349666865917	1.0986122886681098	3.258096538021482	1.0986122886681098	0.37507015743774613
WILDTYPE__mrna.noflip.NA__chr19:45417885..45417999,+__1048.1.0.0	chr19:45417959..45417970,+	6	37	3	0.37319773341155077	1.9459101490553132	3.6375861597263857	1.3862943611198906	0.317142132011304
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:45449206..45449320,+__1539.1.0.0	chr19:45449266..45449297,+	4	38	2	0.5810832600053717	1.6094379124341003	3.6635616461296463	1.0986122886681098	0.4581102197156924
WILDTYPE__Lincrna.noflip.NA__chr19:4769065..4769179,+__384.1.0.0	chr19:4769143..4769147,+	7	69	3	0.31823281844599105	2.0794415416798357	4.248495242049359	1.3862943611198906	0.27629206573530446
WILDTYPE__Enhancer.noflip.NA__chr19:47792905..47793019,-__2248.1.0.0	chr19:47792934-47793257	5	65	1	0.4710028535251928	1.791759469228055	4.189654742026425	0.6931471805599453	0.3859443814713909
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:47793086..47793200,+__1955.1.0.0	chr19:47792934-47793257	4	15	3	0.4710028535251928	1.6094379124341003	2.772588722239781	1.3862943611198906	0.3859443814713909
WILDTYPE__mrna.noflip.NA__chr19:4791666..4791780,+__1373.1.0.0	chr19:4791722..4791764,+	4	47	1	0.1621183478379768	1.6094379124341003	3.871201010907891	0.6931471805599453	0.150244501641094
WILDTYPE__mrna.noflip.NA__chr19:48867670..48867784,+__1049.1.0.0	chr19:48867699..48867772,+	1	8	1	0.3046986894070484	0.6931471805599453	2.1972245773362196	0.6931471805599453	0.2659721247723508
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:49465678..49465792,+__1779.1.0.0	chr19:49465555-49466264	19	64	5	0.4463489325014212	2.995732273553991	4.174387269895637	1.791759469228055	0.3690424034101234
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr19:49465680..49465794,-__2072.1.0.0	chr19:49465555-49466264	19	64	5	0.4463489325014212	2.995732273553991	4.174387269895637	1.791759469228055	0.3690424034101234
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:50084511..50084625,+__1540.1.0.0	chr19:50084561..50084603,+	10	40	5	0.5214192250253925	2.3978952727983707	3.713572066704308	1.791759469228055	0.419643599905453
WILDTYPE__mrna.noflip.NA__chr19:50381546..50381660,-__1301.1.0.0	chr19:50381565..50381605,-	6	39	3	0.4120293029274416	1.9459101490553132	3.6888794541139363	1.3862943611198906	0.34502789163718856
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:50431928..50432042,+__1257.1.0.0	chr19:50431999..50432026,+	17	63	6	0.389263887201353	2.8903717578961645	4.1588830833596715	1.9459101490553132	0.3287740293138978
WILDTYPE__mrna.noflip.NA__chr19:50887484..50887598,+__1410.1.0.0	chr19:50887558..50887569,+	15	67	7	0.41718903417679276	2.772588722239781	4.219507705176107	2.0794415416798357	0.348675356311161
WILDTYPE__Lincrna.flip.sense__chr1:95285753..95285867,-__100.1.0.0	chr1:95285764..95285814,-	5	58	3	0.22508676028158162	1.791759469228055	4.07753744390572	1.3862943611198906	0.2030116662083967
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr1:95285851..95285965,+__1143.1.0.0	chr1:95285896..95285961,+	8	65	3	0.34103208475409474	2.1972245773362196	4.189654742026425	1.3862943611198906	0.29343953000444156
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:53073460..53073574,+__1256.1.0.0	chr19:53073532..53073551,+	12	51	6	0.4366276685076968	2.5649493574615367	3.9512437185814275	1.9459101490553132	0.36229847018888334
WILDTYPE__Lincrna.noflip.NA__chr19:54367930..54368044,+__385.1.0.0	chr19:54368001..54368022,+	3	37	2	0.42795655935569404	1.3862943611198906	3.6375861597263857	1.0986122886681098	0.3562444428354143
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr19:54960184..54960298,-__386.1.0.0	chr19:54960199..54960242,-	19	86	5	0.48527706852291563	2.995732273553991	4.465908118654584	1.791759469228055	0.39560133298103795
WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr19:54960298..54960412,+__1172.1.0.0	chr19:54960358..54960424,+	8	53	4	0.3441770278196059	2.1972245773362196	3.9889840465642745	1.6094379124341003	0.2957819505547016
WILDTYPE__Enhancer.noflip.NA__chr1:956585..956699,-__2136.1.0.0	chr1:956563-956812	11	69	5	0.4275516371694253	2.4849066497880004	4.248495242049359	1.791759469228055	0.3559608350422547
WILDTYPE__Enhancer.noflip.NA__chr1:956631..956745,+__1843.1.0.0	chr1:956563-956812	13	81	5	0.4275516371694253	2.6390573296152584	4.406719247264253	1.791759469228055	0.3559608350422547
WILDTYPE__Antisense.noflip.NA__chr19:56989446..56989560,+__387.1.0.0	chr19:56989485..56989565,+	2	23	1	0.4468075981157681	1.0986122886681098	3.1780538303479458	0.6931471805599453	0.3693594727517478
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:5839678..5839792,-__1541.1.0.0	chr19:5839707..5839718,-	4	25	2	0.2894847002075951	1.6094379124341003	3.258096538021482	1.0986122886681098	0.25424268136588446
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:5839698..5839812,-__1542.1.0.0	chr19:5839721..5839738,-	6	43	2	0.5016924066207019	1.9459101490553132	3.784189633918261	1.0986122886681098	0.4065927431691734
WILDTYPE__mrna.flip.sense__chr19:59084843..59084957,-__1051.1.0.0	chr19:59084872..59084920,-	6	66	3	0.36982763396194684	1.9459101490553132	4.204692619390966	1.3862943611198906	0.3146849172983934
WILDTYPE__mrna.noflip.NA__chr19:663149..663263,-__1384.1.0.0	chr19:663171..663249,-	14	80	5	0.3989759138182768	2.70805020110221	4.394449154672439	1.791759469228055	0.3357404788219659
WILDTYPE__Enhancer.noflip.NA__chr19:752716..752830,-__2074.1.0.0	chr19:752652-753043	6	37	4	0.5220762729869439	1.9459101490553132	3.6375861597263857	1.6094379124341003	0.4200753718414971
WILDTYPE__Enhancer.noflip.NA__chr19:752723..752837,+__1781.1.0.0	chr19:752652-753043	6	31	4	0.5220762729869439	1.9459101490553132	3.4657359027997265	1.6094379124341003	0.4200753718414971
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:8274174..8274288,+__1543.1.0.0	chr19:8274204..8274265,+	18	85	3	0.5349525142076664	2.9444389791664403	4.454347296253507	1.3862943611198906	0.4284994451910536
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:8274209..8274323,+__1544.1.0.0	chr19:8274288..8274291,+	13	73	2	0.41051086195513964	2.6390573296152584	4.30406509320417	1.0986122886681098	0.34395195221377217
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr19:8428960..8429074,+__1285.1.0.0	chr19:8429031..8429048,+	7	62	2	0.362472738909592	2.0794415416798357	4.143134726391533	1.0986122886681098	0.30930123921534763
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:98511745..98511859,-__102.1.0.0	chr1:98511756..98511792,-	1	11	1	0.3817287181867685	0.6931471805599453	2.4849066497880004	0.6931471805599453	0.32333540954044454
WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr20:18547998..18548112,+__457.1.0.0	chr20:18548055..18548112,+	10	47	7	0.3885493639383281	2.3978952727983707	3.871201010907891	2.0794415416798357	0.3282595791229137
WILDTYPE__Lincrna.noflip.NA__chr20:18774588..18774702,-__458.1.0.0	chr20:18774614..18774644,-	14	44	7	0.24255203436090278	2.70805020110221	3.8066624897703196	2.0794415416798357	0.21716735687304595
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:19738227..19738341,+__459.1.0.0	chr20:19738300..19738326,+	2	28	1	0.32428393150926466	1.0986122886681098	3.367295829986474	0.6931471805599453	0.2808718843041606
WILDTYPE__Lincrna.noflip.NA__chr20:21106547..21106661,+__460.1.0.0	chr20:21106622..21106637,+	25	80	7	0.4571163483719446	3.258096538021482	4.394449154672439	2.0794415416798357	0.3764593787756669
WILDTYPE__Lincrna.noflip.NA__chr20:21106583..21106697,+__461.1.0.0	chr20:21106652..21106676,+	23	88	7	0.4469210591020924	3.1780538303479458	4.48863636973214	2.0794415416798357	0.3694378912904725
WILDTYPE__Lincrna.flip.sense__chr20:21106611..21106725,+__462.1.0.0	chr20:21106678..21106706,+	22	81	7	0.4469210591020924	3.1354942159291497	4.406719247264253	2.0794415416798357	0.3694378912904725
WILDTYPE__Enhancer.noflip.NA__chr20:2191874..2191988,-__2288.1.0.0	chr20:2191833-2192468	1	8	1	0.36522856788338215	0.6931471805599453	2.1972245773362196	0.6931471805599453	0.3113218636177191
WILDTYPE__Enhancer.noflip.NA__chr20:2191927..2192041,+__1995.1.0.0	chr20:2191833-2192468	2	21	1	0.36522856788338215	1.0986122886681098	3.091042453358316	0.6931471805599453	0.3113218636177191
WILDTYPE__Lincrna.noflip.NA__chr20:23338727..23338841,-__463.1.0.0	chr20:23338711..23338776,-	6	40	2	0.4660065510212673	1.9459101490553132	3.713572066704308	1.0986122886681098	0.3825420720910835
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:23618557..23618671,-__1579.1.0.0	chr20:23618584..23618603,-	11	58	5	0.5050397500509156	2.4849066497880004	4.07753744390572	1.791759469228055	0.40881930984601234
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25214097..25214211,-__2184.1.0.0	chr20:25214082-25214352	12	35	4	0.5382118771141687	2.5649493574615367	3.58351893845611	1.6094379124341003	0.43062062304786025
WILDTYPE__Enhancer.noflip.NA__chr20:25214220..25214334,+__1891.1.0.0	chr20:25214082-25214352	3	32	3	0.5382118771141687	1.3862943611198906	3.4965075614664802	1.3862943611198906	0.43062062304786025
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25218571..25218685,+__1959.1.0.0	chr20:25218471-25218756	19	47	7	0.4210948031210353	2.995732273553991	3.871201010907891	2.0794415416798357	0.35142756266791497
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:25218583..25218697,-__2252.1.0.0	chr20:25218471-25218756	16	36	7	0.4210948031210353	2.833213344056216	3.6109179126442243	2.0794415416798357	0.35142756266791497
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:25228655..25228769,+__1580.1.0.0	chr20:25228669..25228751,+	9	51	4	0.37299256382717116	2.302585092994046	3.9512437185814275	1.6094379124341003	0.3169927107676504
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604604..25604718,+__464.1.0.0	chr20:25604639..25604693,+	17	68	4	0.35776790008432724	2.8903717578961645	4.23410650459726	1.6094379124341003	0.30584210148379104
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr20:25604643..25604757,+__465.1.0.0	chr20:25604702..25604731,+	13	55	4	0.3204862476298214	2.6390573296152584	4.02535169073515	1.6094379124341003	0.2780000381834548
WILDTYPE__Antisense.noflip.NA__chr20:25604694..25604808,+__466.1.0.0	chr20:25604744..25604807,+	9	53	4	0.18204795401328877	2.302585092994046	3.9889840465642745	1.6094379124341003	0.16724848839216555
WILDTYPE__Lincrna.noflip.NA__chr20:25731754..25731868,+__467.1.0.0	chr20:25731814..25731865,+	16	67	4	0.4872825860271856	2.833213344056216	4.219507705176107	1.6094379124341003	0.3969506871011456
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:30249477..30249591,-__2082.1.0.0	chr20:30249247-30249862	22	59	6	0.4915437741566738	3.1354942159291497	4.0943445622221	1.9459101490553132	0.39981167362457404
WILDTYPE__Enhancer.noflip.NA__chr20:30249548..30249662,+__1789.1.0.0	chr20:30249247-30249862	22	72	6	0.4915437741566738	3.1354942159291497	4.290459441148391	1.9459101490553132	0.39981167362457404
WILDTYPE__mrna.noflip.NA__chr20:31331718..31331832,-__1270.1.0.0	chr20:31331744..31331765,-	6	27	5	0.5000461772625427	1.9459101490553132	3.332204510175204	1.791759469228055	0.405495892476016
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:32077843..32077957,+__1582.1.0.0	chr20:32077880..32077951,+	30	73	8	0.47700008341656136	3.4339872044851463	4.30406509320417	2.1972245773362196	0.390013060026263
WILDTYPE__Antisense.noflip.NA__chr20:32580865..32580979,-__469.1.0.0	chr20:32580881..32580913,-	7	49	3	0.4802734465986617	2.0794415416798357	3.912023005428146	1.3862943611198906	0.39222683192508445
WILDTYPE__Antisense.noflip.NA__chr20:32582199..32582313,-__470.1.0.0	chr20:32582205..32582236,-	16	70	4	0.4057975023676848	2.833213344056216	4.2626798770413155	1.6094379124341003	0.3406047590954668
WILDTYPE__Antisense.noflip.NA__chr20:35201756..35201870,-__472.1.0.0	chr20:35201784..35201813,-	22	84	8	0.46772515493090333	3.1354942159291497	4.442651256490317	2.1972245773362196	0.3837136885021827
WILDTYPE__Lincrna.flip.sense__chr20:37063936..37064050,-__473.1.0.0	chr20:37063946..37064029,-	4	40	2	0.37095605149195876	1.6094379124341003	3.713572066704308	1.0986122886681098	0.3155083442618267
WILDTYPE__Lincrna.flip.sense__chr20:37075235..37075349,+__474.1.0.0	chr20:37075307..37075357,+	6	40	4	0.4168043275099124	1.9459101490553132	3.713572066704308	1.6094379124341003	0.34840386190722605
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:3776356..3776470,+__1583.1.0.0	chr20:3776371..3776506,+	7	43	4	0.43335905549825826	2.0794415416798357	3.784189633918261	1.6094379124341003	0.3600206795668442
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:3776877..3776991,+__1584.1.0.0	chr20:3776936..3776964,+	6	54	3	0.27451547465680975	1.9459101490553132	4.007333185232471	1.3862943611198906	0.24256608650752526
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr20:42839552..42839666,+__475.1.0.0	chr20:42839615..42839654,+	31	75	7	0.2731388600100727	3.4657359027997265	4.330733340286331	2.0794415416798357	0.24148539454552456
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:44441554..44441668,+__1379.1.0.0	chr20:44441626..44441660,+	8	61	4	0.5162288166267885	2.1972245773362196	4.127134385045092	1.6094379124341003	0.41622621028111
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr20:45989575..45989689,-__2185.1.0.0	chr20:45989347-45989834	8	45	3	0.2008967104839164	2.1972245773362196	3.828641396489095	1.3862943611198906	0.1830685364717526
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr20:45989631..45989745,+__1892.1.0.0	chr20:45989347-45989834	8	51	3	0.2008967104839164	2.1972245773362196	3.9512437185814275	1.3862943611198906	0.1830685364717526
WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr20:47895099..47895213,+__478.1.0.0	chr20:47895175..47895182,+	9	35	4	0.3592578857725348	2.302585092994046	3.58351893845611	1.6094379124341003	0.3069388785886125
WILDTYPE__mrna.noflip.NA__chr20:4804219..4804333,-__1372.1.0.0	chr20:4804244..4804293,-	22	103	3	0.3808490309439842	3.1354942159291497	4.6443908991413725	1.3862943611198906	0.3226985498011711
WILDTYPE__Enhancer.noflip.NA__chr20:48391907..48392021,-__2290.1.0.0	chr20:48391675-48392320	3	15	3	0.29402704993259804	1.3862943611198906	2.772588722239781	1.3862943611198906	0.25775909998123936
WILDTYPE__Enhancer.noflip.NA__chr20:48391968..48392082,+__1997.1.0.0	chr20:48391675-48392320	8	27	6	0.29402704993259804	2.1972245773362196	3.332204510175204	1.9459101490553132	0.25775909998123936
WILDTYPE__Lincrna.noflip.NA__chr20:48789024..48789138,+__479.1.0.0	chr20:48789098..48789119,+	3	19	2	0.3149519548587137	1.3862943611198906	2.995732273553991	1.0986122886681098	0.27380012873314846
WILDTYPE__Lincrna.noflip.NA__chr20:48883955..48884069,+__480.1.0.0	chr20:48884002..48884088,+	4	24	4	0.390745313377914	1.6094379124341003	3.2188758248682006	1.6094379124341003	0.3298398001152877
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:48887185..48887299,-__2084.1.0.0	chr20:48887193-48887486	2	14	1	0.4356783547519892	1.0986122886681098	2.70805020110221	0.6931471805599453	0.36163745859569923
WILDTYPE__Enhancer.noflip.NA__chr20:48887282..48887396,+__1791.1.0.0	chr20:48887193-48887486	3	26	2	0.4356783547519892	1.3862943611198906	3.295836866004329	1.0986122886681098	0.36163745859569923
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr20:48909177..48909291,+__482.1.0.0	chr20:48909240..48909269,+	28	84	5	0.37571747050971066	3.367295829986474	4.442651256490317	1.791759469228055	0.31897539176429196
WILDTYPE__mrna.noflip.NA__chr20:49307851..49307965,-__1339.1.0.0	chr20:49307869..49307892,-	3	14	3	0.5926685026764839	1.3862943611198906	2.70805020110221	1.3862943611198906	0.465410913024599
WILDTYPE__mrna.noflip.NA__chr20:49575034..49575148,-__1253.1.0.0	chr20:49575059..49575077,-	12	35	6	0.4576439389178566	2.5649493574615367	3.58351893845611	1.9459101490553132	0.3768213917713663
WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr20:50827123..50827237,+__483.1.0.0	chr20:50827192..50827208,+	3	19	2	0.3475929319615929	1.3862943611198906	2.995732273553991	1.0986122886681098	0.29831998762821954
WILDTYPE__Enhancer.noflip.NA__chr20:52201715..52201829,+__1792.1.0.0	chr20:52201463-52201802	1	10	1	0.1978160442223411	0.6931471805599453	2.3978952727983707	0.6931471805599453	0.18049993550082805
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr20:52268970..52269084,-__2253.1.0.0	chr20:52268867-52269118	13	70	5	0.4281542182419466	2.6390573296152584	4.2626798770413155	1.791759469228055	0.3563828540539977
WILDTYPE__Enhancer.noflip.NA__chr20:52269003..52269117,+__1960.1.0.0	chr20:52268867-52269118	14	89	5	0.4281542182419466	2.70805020110221	4.499809670330265	1.791759469228055	0.3563828540539977
WILDTYPE__mrna.flip.sense__chr20:524399..524513,-__1065.1.0.0	chr20:524415..524442,-	17	83	5	0.45205551244362513	2.8903717578961645	4.430816798843313	1.791759469228055	0.3729801473822768
WILDTYPE__Lincrna.noflip.NA__chr20:57090475..57090589,+__484.1.0.0	chr20:57090544..57090561,+	8	47	3	0.4287346136810235	2.1972245773362196	3.871201010907891	1.3862943611198906	0.3567891669917475
WILDTYPE__Lincrna.noflip.NA__chr20:58713468..58713582,+__487.1.0.0	chr20:58713514..58713554,+	2	28	2	0.07661072729377273	1.0986122886681098	3.367295829986474	1.0986122886681098	0.07381789114279672
WILDTYPE__mrna.flip.sense__chr20:62258393..62258507,-__1184.1.0.0	chr20:62258402..62258464,-	10	49	3	0.33426905889785546	2.3978952727983707	3.912023005428146	1.3862943611198906	0.2883836204827957
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr20:62372641..62372755,+__1585.1.0.0	chr20:62372706..62372740,+	17	59	6	0.4452137464977475	2.8903717578961645	4.0943445622221	1.9459101490553132	0.36825723207682465
WILDTYPE__Enhancer.flip.sense__chr20:62495601..62495715,+__1893.1.0.0	chr20:62494990-62495823	12	65	6	0.49467605568155276	2.5649493574615367	4.189654742026425	1.9459101490553132	0.40190949820018707
WILDTYPE__Enhancer.flip.sense__chr20:62495643..62495757,-__2186.1.0.0	chr20:62494990-62495823	16	86	6	0.49467605568155276	2.833213344056216	4.465908118654584	1.9459101490553132	0.40190949820018707
WILDTYPE__Lincrna.noflip.NA__chr2:105050738..105050852,+__388.1.0.0	chr2:105050794..105050854,+	1	13	1	0.34908955597346075	0.6931471805599453	2.6390573296152584	0.6931471805599453	0.2994299619557294
WILDTYPE__Lincrna.noflip.NA__chr2:105469612..105469726,-__390.1.0.0	chr2:105469636..105469702,-	13	46	1	0.19654134851571511	2.6390573296152584	3.8501476017100584	0.6931471805599453	0.17943518565945665
WILDTYPE__Lincrna.noflip.NA__chr2:10588762..10588876,+__391.1.0.0	chr2:10588791..10588863,+	11	64	3	0.2723602494023098	2.4849066497880004	4.174387269895637	1.3862943611198906	0.2408736397590731
WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr2:111880188..111880302,+__1546.1.0.0	chr2:111880242..111880289,+	18	87	6	0.3238314472193577	2.9444389791664403	4.477336814478207	1.9459101490553132	0.2805301436851942
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr2:113840934..113841048,-__2249.1.0.0	chr2:113840552-113841422	1	21	1	0.42129029299061177	0.6931471805599453	3.091042453358316	0.6931471805599453	0.35156511606991675
