index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE__Antisense.noflip.NA__chr11:76494073..76494187,-__198.1.0.0	40	26	17	85	3.6888794541139363	3.258096538021482	2.833213344056216	4.442651256490317
WILDTYPE__Antisense.noflip.NA__chr11:9779755..9779869,+__203.1.0.0	36	27	17	85	3.58351893845611	3.295836866004329	2.833213344056216	4.442651256490317
WILDTYPE__Antisense.noflip.NA__chr12:109491754..109491868,-__207.1.0.0	18	13	11	41	2.8903717578961645	2.5649493574615367	2.3978952727983707	3.713572066704308
WILDTYPE__Antisense.noflip.NA__chr12:112279665..112279779,-__209.1.0.0	19	17	12	84	2.9444389791664403	2.833213344056216	2.4849066497880004	4.430816798843313
WILDTYPE__Antisense.noflip.NA__chr12:113909731..113909845,+__211.1.0.0	9	9	7	61	2.1972245773362196	2.1972245773362196	1.9459101490553132	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr12:120639049..120639163,+__213.1.0.0	13	13	11	40	2.5649493574615367	2.5649493574615367	2.3978952727983707	3.6888794541139363
WILDTYPE__Antisense.noflip.NA__chr12:120639077..120639191,+__214.1.0.0	11	11	11	21	2.3978952727983707	2.3978952727983707	2.3978952727983707	3.044522437723423
WILDTYPE__Antisense.noflip.NA__chr12:123849435..123849549,+__218.1.0.0	65	36	36	85	4.174387269895637	3.58351893845611	3.58351893845611	4.442651256490317
WILDTYPE__Antisense.noflip.NA__chr12:26278988..26279102,-__224.1.0.0	13	7	3	52	2.5649493574615367	1.9459101490553132	1.0986122886681098	3.9512437185814275
WILDTYPE__Antisense.noflip.NA__chr12:2922044..2922158,-__226.1.0.0	29	28	28	71	3.367295829986474	3.332204510175204	3.332204510175204	4.2626798770413155
WILDTYPE__Antisense.noflip.NA__chr12:47609999..47610113,-__230.1.0.0	7	7	3	43	1.9459101490553132	1.9459101490553132	1.0986122886681098	3.7612001156935624
WILDTYPE__Antisense.noflip.NA__chr12:48099827..48099941,+__232.1.0.0	29	24	21	68	3.367295829986474	3.1780538303479458	3.044522437723423	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr12:49392067..49392181,+__233.1.0.0	26	24	20	52	3.258096538021482	3.1780538303479458	2.995732273553991	3.9512437185814275
WILDTYPE__Antisense.noflip.NA__chr12:53448185..53448299,-__236.1.0.0	23	18	14	75	3.1354942159291497	2.8903717578961645	2.6390573296152584	4.31748811353631
WILDTYPE__Antisense.noflip.NA__chr12:6560633..6560747,-__245.1.0.0	14	13	13	10	2.6390573296152584	2.5649493574615367	2.5649493574615367	2.302585092994046
WILDTYPE__Antisense.noflip.NA__chr12:7261157..7261271,+__252.1.0.0	28	16	15	95	3.332204510175204	2.772588722239781	2.70805020110221	4.553876891600541
WILDTYPE__Antisense.noflip.NA__chr12:92539898..92540012,+__257.1.0.0	21	19	18	61	3.044522437723423	2.9444389791664403	2.8903717578961645	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr12:93965161..93965275,-__258.1.0.0	10	10	9	66	2.302585092994046	2.302585092994046	2.1972245773362196	4.189654742026425
WILDTYPE__Antisense.noflip.NA__chr12:98909913..98910027,-__261.1.0.0	30	24	21	77	3.4011973816621555	3.1780538303479458	3.044522437723423	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr12:98910197..98910311,-__262.1.0.0	12	12	5	46	2.4849066497880004	2.4849066497880004	1.6094379124341003	3.828641396489095
WILDTYPE__Antisense.noflip.NA__chr13:45915618..45915732,+__267.1.0.0	24	21	11	57	3.1780538303479458	3.044522437723423	2.3978952727983707	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr13:45915647..45915761,+__268.1.0.0	21	21	11	63	3.044522437723423	3.044522437723423	2.3978952727983707	4.143134726391533
WILDTYPE__Antisense.noflip.NA__chr13:50656063..50656177,-__270.1.0.0	16	15	8	77	2.772588722239781	2.70805020110221	2.0794415416798357	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr14:101292375..101292489,+__277.1.0.0	22	21	14	70	3.091042453358316	3.044522437723423	2.6390573296152584	4.248495242049359
WILDTYPE__Antisense.noflip.NA__chr14:23388585..23388699,+__283.1.0.0	12	12	8	68	2.4849066497880004	2.4849066497880004	2.0794415416798357	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0	26	22	12	36	3.258096538021482	3.091042453358316	2.4849066497880004	3.58351893845611
WILDTYPE__Antisense.noflip.NA__chr14:55738761..55738875,-__290.1.0.0	16	12	9	46	2.772588722239781	2.4849066497880004	2.1972245773362196	3.828641396489095
WILDTYPE__Antisense.noflip.NA__chr14:62162524..62162638,-__295.1.0.0	24	17	14	89	3.1780538303479458	2.833213344056216	2.6390573296152584	4.48863636973214
WILDTYPE__Antisense.noflip.NA__chr14:62217781..62217895,-__296.1.0.0	19	18	18	77	2.9444389791664403	2.8903717578961645	2.8903717578961645	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr14:71788530..71788644,-__297.1.0.0	8	6	3	50	2.0794415416798357	1.791759469228055	1.0986122886681098	3.912023005428146
WILDTYPE__Antisense.noflip.NA__chr14:75725980..75726094,+__302.1.0.0	24	24	11	79	3.1780538303479458	3.1780538303479458	2.3978952727983707	4.3694478524670215
WILDTYPE__Antisense.noflip.NA__chr14:81636708..81636822,-__305.1.0.0	20	20	18	60	2.995732273553991	2.995732273553991	2.8903717578961645	4.0943445622221
WILDTYPE__Antisense.noflip.NA__chr15:40987241..40987355,-__314.1.0.0	18	15	13	59	2.8903717578961645	2.70805020110221	2.5649493574615367	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr15:44828840..44828954,-__318.1.0.0	16	15	13	54	2.772588722239781	2.70805020110221	2.5649493574615367	3.9889840465642745
WILDTYPE__Antisense.noflip.NA__chr15:45571414..45571528,-__321.1.0.0	30	30	24	80	3.4011973816621555	3.4011973816621555	3.1780538303479458	4.382026634673881
WILDTYPE__Antisense.noflip.NA__chr15:59980629..59980743,+__325.1.0.0	14	14	9	44	2.6390573296152584	2.6390573296152584	2.1972245773362196	3.784189633918261
WILDTYPE__Antisense.noflip.NA__chr15:60771326..60771440,+__326.1.0.0	37	31	22	84	3.6109179126442243	3.4339872044851463	3.091042453358316	4.430816798843313
WILDTYPE__Antisense.noflip.NA__chr15:63892916..63893030,-__327.1.0.0	18	13	7	81	2.8903717578961645	2.5649493574615367	1.9459101490553132	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr15:81616749..81616863,+__334.1.0.0	7	7	4	49	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.8918202981106265
WILDTYPE__Antisense.noflip.NA__chr15:99436728..99436842,-__340.1.0.0	29	23	14	66	3.367295829986474	3.1354942159291497	2.6390573296152584	4.189654742026425
WILDTYPE__Antisense.noflip.NA__chr17:1619469..1619583,-__353.1.0.0	8	8	3	50	2.0794415416798357	2.0794415416798357	1.0986122886681098	3.912023005428146
WILDTYPE__Antisense.noflip.NA__chr17:26926108..26926222,+__360.1.0.0	24	24	18	67	3.1780538303479458	3.1780538303479458	2.8903717578961645	4.204692619390966
WILDTYPE__Antisense.noflip.NA__chr17:44270886..44271000,+__362.1.0.0	38	23	22	91	3.6375861597263857	3.1354942159291497	3.091042453358316	4.51085950651685
WILDTYPE__Antisense.noflip.NA__chr17:46018723..46018837,-__363.1.0.0	53	51	29	94	3.970291913552122	3.9318256327243257	3.367295829986474	4.543294782270004
WILDTYPE__Antisense.noflip.NA__chr17:46623961..46624075,+__364.1.0.0	22	12	11	57	3.091042453358316	2.4849066497880004	2.3978952727983707	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr17:7487369..7487483,-__372.1.0.0	24	23	20	57	3.1780538303479458	3.1354942159291497	2.995732273553991	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr19:56989446..56989560,+__387.1.0.0	14	13	9	72	2.6390573296152584	2.5649493574615367	2.1972245773362196	4.276666119016055
WILDTYPE__Antisense.noflip.NA__chr1:100435456..100435570,-__1.1.0.0	18	15	13	44	2.8903717578961645	2.70805020110221	2.5649493574615367	3.784189633918261
WILDTYPE__Antisense.noflip.NA__chr1:110881743..110881857,-__4.1.0.0	39	34	29	68	3.6635616461296463	3.5263605246161616	3.367295829986474	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr1:120838297..120838411,-__12.1.0.0	11	9	5	59	2.3978952727983707	2.1972245773362196	1.6094379124341003	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr1:151319404..151319518,+__19.1.0.0	47	22	22	76	3.8501476017100584	3.091042453358316	3.091042453358316	4.330733340286331
WILDTYPE__Antisense.noflip.NA__chr1:160231444..160231558,+__26.1.0.0	40	36	19	73	3.6888794541139363	3.58351893845611	2.9444389791664403	4.290459441148391
WILDTYPE__Antisense.noflip.NA__chr1:16162267..16162381,-__27.1.0.0	15	14	10	66	2.70805020110221	2.6390573296152584	2.302585092994046	4.189654742026425
WILDTYPE__Antisense.noflip.NA__chr1:16481632..16481746,+__28.1.0.0	42	42	27	81	3.7376696182833684	3.7376696182833684	3.295836866004329	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr1:172113899..172114013,-__29.1.0.0	13	13	8	77	2.5649493574615367	2.5649493574615367	2.0794415416798357	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr1:173833547..173833661,-__32.1.0.0	24	22	15	40	3.1780538303479458	3.091042453358316	2.70805020110221	3.6888794541139363
WILDTYPE__Antisense.noflip.NA__chr1:32539040..32539154,-__68.1.0.0	33	29	29	70	3.4965075614664802	3.367295829986474	3.367295829986474	4.248495242049359
WILDTYPE__Antisense.noflip.NA__chr1:36043343..36043457,-__69.1.0.0	23	23	21	35	3.1354942159291497	3.1354942159291497	3.044522437723423	3.5553480614894135
WILDTYPE__Antisense.noflip.NA__chr1:3663851..3663965,-__70.1.0.0	18	18	18	23	2.8903717578961645	2.8903717578961645	2.8903717578961645	3.1354942159291497
WILDTYPE__Antisense.noflip.NA__chr1:39325576..39325690,+__73.1.0.0	22	15	9	77	3.091042453358316	2.70805020110221	2.1972245773362196	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr1:44172974..44173088,-__79.1.0.0	25	17	15	58	3.2188758248682006	2.833213344056216	2.70805020110221	4.060443010546419
WILDTYPE__Antisense.noflip.NA__chr1:44173001..44173115,-__80.1.0.0	25	17	15	58	3.2188758248682006	2.833213344056216	2.70805020110221	4.060443010546419
WILDTYPE__Antisense.noflip.NA__chr1:51983864..51983978,+__81.1.0.0	49	48	27	86	3.8918202981106265	3.871201010907891	3.295836866004329	4.454347296253507
WILDTYPE__Antisense.noflip.NA__chr1:68297906..68298020,+__87.1.0.0	28	28	23	69	3.332204510175204	3.332204510175204	3.1354942159291497	4.23410650459726
WILDTYPE__Antisense.noflip.NA__chr1:71546952..71547066,+__89.1.0.0	58	41	23	81	4.060443010546419	3.713572066704308	3.1354942159291497	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr20:25604694..25604808,+__466.1.0.0	13	9	7	64	2.5649493574615367	2.1972245773362196	1.9459101490553132	4.1588830833596715
WILDTYPE__Antisense.noflip.NA__chr20:305877..305991,-__468.1.0.0	15	15	11	57	2.70805020110221	2.70805020110221	2.3978952727983707	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr20:32580865..32580979,-__469.1.0.0	28	28	11	81	3.332204510175204	3.332204510175204	2.3978952727983707	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr20:32582199..32582313,-__470.1.0.0	38	25	17	96	3.6375861597263857	3.2188758248682006	2.833213344056216	4.564348191467836
WILDTYPE__Antisense.noflip.NA__chr20:34078773..34078887,-__471.1.0.0	11	10	6	28	2.3978952727983707	2.302585092994046	1.791759469228055	3.332204510175204
WILDTYPE__Antisense.noflip.NA__chr20:35201756..35201870,-__472.1.0.0	54	32	24	89	3.9889840465642745	3.4657359027997265	3.1780538303479458	4.48863636973214
WILDTYPE__Antisense.noflip.NA__chr20:45981279..45981393,+__477.1.0.0	7	7	6	34	1.9459101490553132	1.9459101490553132	1.791759469228055	3.5263605246161616
WILDTYPE__Antisense.noflip.NA__chr20:61148698..61148812,-__488.1.0.0	46	35	30	89	3.828641396489095	3.5553480614894135	3.4011973816621555	4.48863636973214
WILDTYPE__Antisense.noflip.NA__chr20:61297965..61298079,-__489.1.0.0	12	12	6	61	2.4849066497880004	2.4849066497880004	1.791759469228055	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr21:15399679..15399793,+__491.1.0.0	27	27	17	89	3.295836866004329	3.295836866004329	2.833213344056216	4.48863636973214
WILDTYPE__Antisense.noflip.NA__chr21:34100395..34100509,+__501.1.0.0	28	25	25	80	3.332204510175204	3.2188758248682006	3.2188758248682006	4.382026634673881
WILDTYPE__Antisense.noflip.NA__chr21:38338679..38338793,+__505.1.0.0	40	40	22	60	3.6888794541139363	3.6888794541139363	3.091042453358316	4.0943445622221
WILDTYPE__Antisense.noflip.NA__chr21:38593665..38593779,+__506.1.0.0	35	28	27	61	3.5553480614894135	3.332204510175204	3.295836866004329	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr22:32601053..32601167,+__524.1.0.0	17	13	7	72	2.833213344056216	2.5649493574615367	1.9459101490553132	4.276666119016055
WILDTYPE__Antisense.noflip.NA__chr22:42486869..42486983,+__527.1.0.0	9	9	4	55	2.1972245773362196	2.1972245773362196	1.3862943611198906	4.007333185232471
WILDTYPE__Antisense.noflip.NA__chr22:46465717..46465831,-__533.1.0.0	21	20	10	63	3.044522437723423	2.995732273553991	2.302585092994046	4.143134726391533
WILDTYPE__Antisense.noflip.NA__chr2:122407602..122407716,+__395.1.0.0	31	29	21	68	3.4339872044851463	3.367295829986474	3.044522437723423	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr2:135676141..135676255,-__397.1.0.0	21	19	12	77	3.044522437723423	2.9444389791664403	2.4849066497880004	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr2:136742667..136742781,+__399.1.0.0	35	34	20	68	3.5553480614894135	3.5263605246161616	2.995732273553991	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr2:168797655..168797769,-__404.1.0.0	10	8	5	79	2.302585092994046	2.0794415416798357	1.6094379124341003	4.3694478524670215
WILDTYPE__Antisense.noflip.NA__chr2:173421137..173421251,-__406.1.0.0	23	16	9	92	3.1354942159291497	2.772588722239781	2.1972245773362196	4.5217885770490405
WILDTYPE__Antisense.noflip.NA__chr2:25194963..25195077,+__430.1.0.0	21	16	11	73	3.044522437723423	2.772588722239781	2.3978952727983707	4.290459441148391
WILDTYPE__Antisense.noflip.NA__chr2:28617508..28617622,-__433.1.0.0	20	16	14	70	2.995732273553991	2.772588722239781	2.6390573296152584	4.248495242049359
WILDTYPE__Antisense.noflip.NA__chr2:48133874..48133988,+__439.1.0.0	27	21	15	88	3.295836866004329	3.044522437723423	2.70805020110221	4.477336814478207
WILDTYPE__Antisense.noflip.NA__chr2:64455479..64455593,+__441.1.0.0	25	20	10	61	3.2188758248682006	2.995732273553991	2.302585092994046	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr2:64455507..64455621,+__442.1.0.0	21	16	7	48	3.044522437723423	2.772588722239781	1.9459101490553132	3.871201010907891
WILDTYPE__Antisense.noflip.NA__chr2:70528456..70528570,+__444.1.0.0	13	13	7	52	2.5649493574615367	2.5649493574615367	1.9459101490553132	3.9512437185814275
WILDTYPE__Antisense.noflip.NA__chr2:74612556..74612670,+__446.1.0.0	5	5	2	54	1.6094379124341003	1.6094379124341003	0.6931471805599453	3.9889840465642745
WILDTYPE__Antisense.noflip.NA__chr2:74729664..74729778,+__447.1.0.0	23	23	9	79	3.1354942159291497	3.1354942159291497	2.1972245773362196	4.3694478524670215
WILDTYPE__Antisense.noflip.NA__chr2:96874065..96874179,+__454.1.0.0	32	29	15	85	3.4657359027997265	3.367295829986474	2.70805020110221	4.442651256490317
WILDTYPE__Antisense.noflip.NA__chr3:101395214..101395328,+__535.1.0.0	30	18	18	85	3.4011973816621555	2.8903717578961645	2.8903717578961645	4.442651256490317
WILDTYPE__Antisense.noflip.NA__chr3:123304323..123304437,+__543.1.0.0	8	8	8	40	2.0794415416798357	2.0794415416798357	2.0794415416798357	3.6888794541139363
WILDTYPE__Antisense.noflip.NA__chr3:128208083..128208197,+__545.1.0.0	20	18	15	72	2.995732273553991	2.8903717578961645	2.70805020110221	4.276666119016055
WILDTYPE__Antisense.noflip.NA__chr3:136580826..136580940,-__548.1.0.0	13	12	8	52	2.5649493574615367	2.4849066497880004	2.0794415416798357	3.9512437185814275
WILDTYPE__Antisense.noflip.NA__chr3:139108607..139108721,+__550.1.0.0	26	25	14	77	3.258096538021482	3.2188758248682006	2.6390573296152584	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr3:14989837..14989951,-__553.1.0.0	45	41	34	63	3.8066624897703196	3.713572066704308	3.5263605246161616	4.143134726391533
WILDTYPE__Antisense.noflip.NA__chr3:150421249..150421363,+__554.1.0.0	17	14	11	58	2.833213344056216	2.6390573296152584	2.3978952727983707	4.060443010546419
WILDTYPE__Antisense.noflip.NA__chr3:150479644..150479758,+__556.1.0.0	27	27	14	61	3.295836866004329	3.295836866004329	2.6390573296152584	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr3:151987300..151987414,-__557.1.0.0	10	10	6	47	2.302585092994046	2.302585092994046	1.791759469228055	3.8501476017100584
WILDTYPE__Antisense.noflip.NA__chr3:156892932..156893046,+__562.1.0.0	14	14	12	57	2.6390573296152584	2.6390573296152584	2.4849066497880004	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr3:156892962..156893076,+__563.1.0.0	15	15	12	48	2.70805020110221	2.70805020110221	2.4849066497880004	3.871201010907891
WILDTYPE__Antisense.noflip.NA__chr3:156893031..156893145,+__564.1.0.0	7	7	4	54	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.9889840465642745
WILDTYPE__Antisense.noflip.NA__chr3:18486414..18486528,+__568.1.0.0	37	19	19	49	3.6109179126442243	2.9444389791664403	2.9444389791664403	3.8918202981106265
WILDTYPE__Antisense.noflip.NA__chr3:188665428..188665542,-__569.1.0.0	36	36	21	80	3.58351893845611	3.58351893845611	3.044522437723423	4.382026634673881
WILDTYPE__Antisense.noflip.NA__chr3:194353577..194353691,+__571.1.0.0	12	11	8	59	2.4849066497880004	2.3978952727983707	2.0794415416798357	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr3:195634867..195634981,+__573.1.0.0	36	33	15	68	3.58351893845611	3.4965075614664802	2.70805020110221	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr3:196729743..196729857,+__575.1.0.0	28	22	13	95	3.332204510175204	3.091042453358316	2.5649493574615367	4.553876891600541
WILDTYPE__Antisense.noflip.NA__chr3:42695845..42695959,-__579.1.0.0	29	28	23	68	3.367295829986474	3.332204510175204	3.1354942159291497	4.219507705176107
WILDTYPE__Antisense.noflip.NA__chr3:4793267..4793381,-__583.1.0.0	17	17	7	58	2.833213344056216	2.833213344056216	1.9459101490553132	4.060443010546419
WILDTYPE__Antisense.noflip.NA__chr3:5228988..5229102,-__585.1.0.0	13	13	8	77	2.5649493574615367	2.5649493574615367	2.0794415416798357	4.343805421853684
WILDTYPE__Antisense.noflip.NA__chr3:64670485..64670599,+__587.1.0.0	26	20	20	43	3.258096538021482	2.995732273553991	2.995732273553991	3.7612001156935624
WILDTYPE__Antisense.noflip.NA__chr3:64670704..64670818,+__588.1.0.0	42	30	24	65	3.7376696182833684	3.4011973816621555	3.1780538303479458	4.174387269895637
WILDTYPE__Antisense.noflip.NA__chr3:8543313..8543427,-__593.1.0.0	23	22	12	81	3.1354942159291497	3.091042453358316	2.4849066497880004	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr4:100871614..100871728,+__600.1.0.0	39	22	22	81	3.6635616461296463	3.091042453358316	3.091042453358316	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr4:113569820..113569934,-__602.1.0.0	11	10	4	61	2.3978952727983707	2.302585092994046	1.3862943611198906	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr4:174090228..174090342,-__617.1.0.0	30	22	20	87	3.4011973816621555	3.091042453358316	2.995732273553991	4.465908118654584
WILDTYPE__Antisense.noflip.NA__chr4:177241613..177241727,-__620.1.0.0	23	21	20	66	3.1354942159291497	3.044522437723423	2.995732273553991	4.189654742026425
WILDTYPE__Antisense.noflip.NA__chr4:183065561..183065675,-__622.1.0.0	27	17	17	101	3.295836866004329	2.833213344056216	2.833213344056216	4.61512051684126
WILDTYPE__Antisense.noflip.NA__chr4:39529556..39529670,+__629.1.0.0	31	22	13	63	3.4339872044851463	3.091042453358316	2.5649493574615367	4.143134726391533
WILDTYPE__Antisense.noflip.NA__chr4:57975978..57976092,+__635.1.0.0	18	18	14	72	2.8903717578961645	2.8903717578961645	2.6390573296152584	4.276666119016055
WILDTYPE__Antisense.noflip.NA__chr4:775570..775684,-__643.1.0.0	14	14	12	61	2.6390573296152584	2.6390573296152584	2.4849066497880004	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr4:8068159..8068273,+__648.1.0.0	4	4	3	33	1.3862943611198906	1.3862943611198906	1.0986122886681098	3.4965075614664802
WILDTYPE__Antisense.noflip.NA__chr4:85887872..85887986,+__649.1.0.0	37	15	13	87	3.6109179126442243	2.70805020110221	2.5649493574615367	4.465908118654584
WILDTYPE__Antisense.noflip.NA__chr5:118406499..118406613,-__653.1.0.0	7	7	5	43	1.9459101490553132	1.9459101490553132	1.6094379124341003	3.7612001156935624
WILDTYPE__Antisense.noflip.NA__chr5:131762332..131762446,-__659.1.0.0	20	19	12	53	2.995732273553991	2.9444389791664403	2.4849066497880004	3.970291913552122
WILDTYPE__Antisense.noflip.NA__chr5:134375395..134375509,-__660.1.0.0	17	13	5	81	2.833213344056216	2.5649493574615367	1.6094379124341003	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr5:141704779..141704893,+__662.1.0.0	9	6	2	54	2.1972245773362196	1.791759469228055	0.6931471805599453	3.9889840465642745
WILDTYPE__Antisense.noflip.NA__chr5:153825317..153825431,-__666.1.0.0	18	16	8	47	2.8903717578961645	2.772588722239781	2.0794415416798357	3.8501476017100584
WILDTYPE__Antisense.noflip.NA__chr5:36725253..36725367,-__689.1.0.0	41	32	26	86	3.713572066704308	3.4657359027997265	3.258096538021482	4.454347296253507
WILDTYPE__Antisense.noflip.NA__chr5:38468433..38468547,-__691.1.0.0	14	14	9	52	2.6390573296152584	2.6390573296152584	2.1972245773362196	3.9512437185814275
WILDTYPE__Antisense.noflip.NA__chr5:43602955..43603069,-__696.1.0.0	17	17	10	88	2.833213344056216	2.833213344056216	2.302585092994046	4.477336814478207
WILDTYPE__Antisense.noflip.NA__chr5:59783925..59784039,+__701.1.0.0	2	2	2	20	0.6931471805599453	0.6931471805599453	0.6931471805599453	2.995732273553991
WILDTYPE__Antisense.noflip.NA__chr5:74632686..74632800,-__702.1.0.0	21	15	13	71	3.044522437723423	2.70805020110221	2.5649493574615367	4.2626798770413155
WILDTYPE__Antisense.noflip.NA__chr5:76382477..76382591,+__703.1.0.0	14	14	5	59	2.6390573296152584	2.6390573296152584	1.6094379124341003	4.07753744390572
WILDTYPE__Antisense.noflip.NA__chr5:87564815..87564929,+__712.1.0.0	21	13	10	69	3.044522437723423	2.5649493574615367	2.302585092994046	4.23410650459726
WILDTYPE__Antisense.noflip.NA__chr5:92916714..92916828,-__718.1.0.0	12	12	7	30	2.4849066497880004	2.4849066497880004	1.9459101490553132	3.4011973816621555
WILDTYPE__Antisense.noflip.NA__chr5:92916971..92917085,-__719.1.0.0	23	18	14	75	3.1354942159291497	2.8903717578961645	2.6390573296152584	4.31748811353631
WILDTYPE__Antisense.noflip.NA__chr6:111804660..111804774,+__728.1.0.0	13	12	6	62	2.5649493574615367	2.4849066497880004	1.791759469228055	4.127134385045092
WILDTYPE__Antisense.noflip.NA__chr6:15248791..15248905,-__736.1.0.0	28	25	18	89	3.332204510175204	3.2188758248682006	2.8903717578961645	4.48863636973214
WILDTYPE__Antisense.noflip.NA__chr6:16762107..16762221,+__739.1.0.0	17	16	12	46	2.833213344056216	2.772588722239781	2.4849066497880004	3.828641396489095
WILDTYPE__Antisense.noflip.NA__chr6:30294093..30294207,-__746.1.0.0	15	15	8	57	2.70805020110221	2.70805020110221	2.0794415416798357	4.04305126783455
WILDTYPE__Antisense.noflip.NA__chr6:33217265..33217379,+__749.1.0.0	49	46	40	94	3.8918202981106265	3.828641396489095	3.6888794541139363	4.543294782270004
WILDTYPE__Antisense.noflip.NA__chr6:36164943..36165057,-__750.1.0.0	32	23	18	72	3.4657359027997265	3.1354942159291497	2.8903717578961645	4.276666119016055
WILDTYPE__Antisense.noflip.NA__chr6:75994650..75994764,+__758.1.0.0	2	2	1	19	0.6931471805599453	0.6931471805599453	0.0	2.9444389791664403
WILDTYPE__Antisense.noflip.NA__chr6:99872715..99872829,+__762.1.0.0	37	24	18	90	3.6109179126442243	3.1780538303479458	2.8903717578961645	4.499809670330265
WILDTYPE__Antisense.noflip.NA__chr7:100660867..100660981,-__764.1.0.0	58	54	54	80	4.060443010546419	3.9889840465642745	3.9889840465642745	4.382026634673881
WILDTYPE__Antisense.noflip.NA__chr7:1200018..1200132,+__772.1.0.0	22	19	17	86	3.091042453358316	2.9444389791664403	2.833213344056216	4.454347296253507
WILDTYPE__Antisense.noflip.NA__chr7:124632991..124633105,+__776.1.0.0	21	17	12	63	3.044522437723423	2.833213344056216	2.4849066497880004	4.143134726391533
WILDTYPE__Antisense.noflip.NA__chr7:130792821..130792935,-__781.1.0.0	16	16	7	54	2.772588722239781	2.772588722239781	1.9459101490553132	3.9889840465642745
WILDTYPE__Antisense.noflip.NA__chr7:151106242..151106356,+__787.1.0.0	40	26	19	95	3.6888794541139363	3.258096538021482	2.9444389791664403	4.553876891600541
WILDTYPE__Antisense.noflip.NA__chr7:151574513..151574627,+__788.1.0.0	37	35	20	83	3.6109179126442243	3.5553480614894135	2.995732273553991	4.418840607796598
WILDTYPE__Antisense.noflip.NA__chr7:1609698..1609812,+__790.1.0.0	20	19	16	29	2.995732273553991	2.9444389791664403	2.772588722239781	3.367295829986474
WILDTYPE__Antisense.noflip.NA__chr7:17338909..17339023,-__791.1.0.0	15	14	8	45	2.70805020110221	2.6390573296152584	2.0794415416798357	3.8066624897703196
WILDTYPE__Antisense.noflip.NA__chr7:1781862..1781976,-__792.1.0.0	29	28	12	81	3.367295829986474	3.332204510175204	2.4849066497880004	4.394449154672439
WILDTYPE__Antisense.noflip.NA__chr7:27135709..27135823,+__800.1.0.0	18	18	15	37	2.8903717578961645	2.8903717578961645	2.70805020110221	3.6109179126442243
WILDTYPE__Antisense.noflip.NA__chr7:30028192..30028306,+__805.1.0.0	22	16	8	61	3.091042453358316	2.772588722239781	2.0794415416798357	4.110873864173311
WILDTYPE__Antisense.noflip.NA__chr7:79082114..79082228,+__813.1.0.0	36	24	16	93	3.58351893845611	3.1780538303479458	2.772588722239781	4.532599493153256
WILDTYPE__Antisense.noflip.NA__chr7:79083189..79083303,+__814.1.0.0	28	15	11	108	3.332204510175204	2.70805020110221	2.3978952727983707	4.68213122712422
WILDTYPE__Antisense.noflip.NA__chr7:79083301..79083415,+__815.1.0.0	18	11	10	76	2.8903717578961645	2.3978952727983707	2.302585092994046	4.330733340286331
WILDTYPE__Antisense.noflip.NA__chr7:90226672..90226786,-__820.1.0.0	23	19	14	64	3.1354942159291497	2.9444389791664403	2.6390573296152584	4.1588830833596715
